ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.TrabajadorListaVuelos	trabajadorlistavuelos	1588721043584	 	3.3.1
REQUEST	4854		Home	1588721141723	1588721141726	OK	 
USER	TrabajadorListaVuelos	2653	END	1588721097705	1588721141734
REQUEST	4404		Login	1588721141734	1588721141735	OK	 
REQUEST	3153		ListMyFlights	1588721141734	1588721141736	OK	 
REQUEST	3153		ListMyFlights Redirect 1	1588721141736	1588721141737	OK	 
USER	TrabajadorListaVuelos	4855	START	1588721141745	1588721141745
REQUEST	3654		AirlineLogged	1588721141745	1588721141746	OK	 
REQUEST	3654		AirlineLogged Redirect 1	1588721141746	1588721141747	OK	 
REQUEST	4855		Home	1588721141745	1588721141748	OK	 
USER	TrabajadorListaVuelos	2654	END	1588721097726	1588721141755
REQUEST	3154		ListMyFlights	1588721141755	1588721141756	OK	 
REQUEST	4405		Login	1588721141755	1588721141757	OK	 
REQUEST	3154		ListMyFlights Redirect 1	1588721141756	1588721141757	OK	 
USER	TrabajadorListaVuelos	4856	START	1588721141766	1588721141766
REQUEST	3655		AirlineLogged	1588721141766	1588721141767	OK	 
REQUEST	3655		AirlineLogged Redirect 1	1588721141767	1588721141768	OK	 
REQUEST	4856		Home	1588721141766	1588721141769	OK	 
USER	TrabajadorListaVuelos	2655	END	1588721097742	1588721141777
REQUEST	3155		ListMyFlights	1588721141777	1588721141778	OK	 
REQUEST	4406		Login	1588721141777	1588721141779	OK	 
REQUEST	3155		ListMyFlights Redirect 1	1588721141778	1588721141780	OK	 
USER	TrabajadorListaVuelos	4857	START	1588721141782	1588721141782
REQUEST	3656		AirlineLogged	1588721141782	1588721141783	OK	 
REQUEST	3156		ListMyFlights	1588721141782	1588721141783	OK	 
REQUEST	4407		Login	1588721141782	1588721141783	OK	 
REQUEST	3656		AirlineLogged Redirect 1	1588721141783	1588721141784	OK	 
REQUEST	3156		ListMyFlights Redirect 1	1588721141783	1588721141784	OK	 
REQUEST	4857		Home	1588721141782	1588721141785	OK	 
USER	TrabajadorListaVuelos	2656	END	1588721097763	1588721141792
REQUEST	3157		ListMyFlights	1588721141792	1588721141793	OK	 
REQUEST	3157		ListMyFlights Redirect 1	1588721141793	1588721141794	OK	 
USER	TrabajadorListaVuelos	2657	END	1588721097785	1588721141802
USER	TrabajadorListaVuelos	4858	START	1588721141802	1588721141802
REQUEST	3657		AirlineLogged	1588721141802	1588721141803	OK	 
REQUEST	3657		AirlineLogged Redirect 1	1588721141803	1588721141804	OK	 
REQUEST	4858		Home	1588721141802	1588721141805	OK	 
REQUEST	4408		Login	1588721141813	1588721141813	OK	 
USER	TrabajadorListaVuelos	4859	START	1588721141823	1588721141823
REQUEST	3658		AirlineLogged	1588721141823	1588721141824	OK	 
REQUEST	3658		AirlineLogged Redirect 1	1588721141824	1588721141825	OK	 
REQUEST	4859		Home	1588721141823	1588721141825	OK	 
USER	TrabajadorListaVuelos	2658	END	1588721097806	1588721141834
REQUEST	3158		ListMyFlights	1588721141834	1588721141835	OK	 
REQUEST	4409		Login	1588721141834	1588721141835	OK	 
REQUEST	3158		ListMyFlights Redirect 1	1588721141835	1588721141836	OK	 
USER	TrabajadorListaVuelos	4860	START	1588721141844	1588721141844
REQUEST	3659		AirlineLogged	1588721141844	1588721141845	OK	 
REQUEST	3659		AirlineLogged Redirect 1	1588721141845	1588721141846	OK	 
REQUEST	4860		Home	1588721141844	1588721141846	OK	 
REQUEST	3159		ListMyFlights	1588721141854	1588721141855	OK	 
REQUEST	3660		AirlineLogged	1588721141854	1588721141855	OK	 
REQUEST	4410		Login	1588721141854	1588721141856	OK	 
REQUEST	3660		AirlineLogged Redirect 1	1588721141855	1588721141856	OK	 
REQUEST	3159		ListMyFlights Redirect 1	1588721141855	1588721141857	OK	 
USER	TrabajadorListaVuelos	2659	END	1588721097827	1588721141865
USER	TrabajadorListaVuelos	4861	START	1588721141865	1588721141865
REQUEST	4411		Login	1588721141865	1588721141867	OK	 
REQUEST	4861		Home	1588721141866	1588721141868	OK	 
USER	TrabajadorListaVuelos	2660	END	1588721097842	1588721141876
REQUEST	3160		ListMyFlights	1588721141876	1588721141877	OK	 
REQUEST	3160		ListMyFlights Redirect 1	1588721141877	1588721141877	OK	 
USER	TrabajadorListaVuelos	4862	START	1588721141887	1588721141887
REQUEST	3661		AirlineLogged	1588721141887	1588721141888	OK	 
REQUEST	3661		AirlineLogged Redirect 1	1588721141888	1588721141888	OK	 
REQUEST	4862		Home	1588721141887	1588721141889	OK	 
USER	TrabajadorListaVuelos	2661	END	1588721097862	1588721141898
REQUEST	3161		ListMyFlights	1588721141898	1588721141899	OK	 
REQUEST	4412		Login	1588721141898	1588721141899	OK	 
REQUEST	3161		ListMyFlights Redirect 1	1588721141899	1588721141900	OK	 
USER	TrabajadorListaVuelos	4863	START	1588721141902	1588721141902
REQUEST	3662		AirlineLogged	1588721141902	1588721141902	OK	 
REQUEST	3662		AirlineLogged Redirect 1	1588721141902	1588721141903	OK	 
REQUEST	4863		Home	1588721141902	1588721141904	OK	 
USER	TrabajadorListaVuelos	2662	END	1588721097884	1588721141912
REQUEST	3162		ListMyFlights	1588721141912	1588721141913	OK	 
REQUEST	3163		ListMyFlights	1588721141912	1588721141913	OK	 
REQUEST	4413		Login	1588721141912	1588721141913	OK	 
REQUEST	3162		ListMyFlights Redirect 1	1588721141913	1588721141914	OK	 
REQUEST	3163		ListMyFlights Redirect 1	1588721141913	1588721141914	OK	 
USER	TrabajadorListaVuelos	2663	END	1588721097905	1588721141923
USER	TrabajadorListaVuelos	4864	START	1588721141923	1588721141923
REQUEST	3663		AirlineLogged	1588721141923	1588721141924	OK	 
REQUEST	3663		AirlineLogged Redirect 1	1588721141924	1588721141925	OK	 
REQUEST	4864		Home	1588721141923	1588721141925	OK	 
REQUEST	4414		Login	1588721141934	1588721141934	OK	 
USER	TrabajadorListaVuelos	2664	END	1588721097927	1588721141945
USER	TrabajadorListaVuelos	4865	START	1588721141945	1588721141945
REQUEST	3164		ListMyFlights	1588721141945	1588721141946	OK	 
REQUEST	3665		AirlineLogged	1588721141945	1588721141946	OK	 
REQUEST	4415		Login	1588721141945	1588721141946	OK	 
REQUEST	3665		AirlineLogged Redirect 1	1588721141946	1588721141947	OK	 
REQUEST	3664		AirlineLogged	1588721141945	1588721141947	OK	 
REQUEST	4865		Home	1588721141945	1588721141948	OK	 
REQUEST	3664		AirlineLogged Redirect 1	1588721141947	1588721141948	OK	 
REQUEST	3164		ListMyFlights Redirect 1	1588721141946	1588721141949	OK	 
USER	TrabajadorListaVuelos	2665	END	1588721097942	1588721141966
USER	TrabajadorListaVuelos	4866	START	1588721141965	1588721141965
REQUEST	4866		Home	1588721141966	1588721141968	OK	 
REQUEST	4416		Login	1588721141976	1588721141977	OK	 
REQUEST	3165		ListMyFlights	1588721141976	1588721141978	OK	 
REQUEST	3165		ListMyFlights Redirect 1	1588721141978	1588721141978	OK	 
USER	TrabajadorListaVuelos	4867	START	1588721141987	1588721141987
REQUEST	3666		AirlineLogged	1588721141987	1588721141988	OK	 
REQUEST	3666		AirlineLogged Redirect 1	1588721141988	1588721141989	OK	 
REQUEST	4867		Home	1588721141987	1588721141990	OK	 
REQUEST	4417		Login	1588721141992	1588721141992	OK	 
REQUEST	3166		ListMyFlights	1588721141992	1588721141993	OK	 
REQUEST	3166		ListMyFlights Redirect 1	1588721141993	1588721141994	OK	 
USER	TrabajadorListaVuelos	2666	END	1588721097963	1588721142002
USER	TrabajadorListaVuelos	4868	START	1588721142002	1588721142002
REQUEST	3667		AirlineLogged	1588721142002	1588721142003	OK	 
REQUEST	3667		AirlineLogged Redirect 1	1588721142003	1588721142004	OK	 
REQUEST	4868		Home	1588721142002	1588721142004	OK	 
USER	TrabajadorListaVuelos	2667	END	1588721097985	1588721142012
REQUEST	4418		Login	1588721142012	1588721142013	OK	 
REQUEST	3167		ListMyFlights	1588721142012	1588721142014	OK	 
REQUEST	3167		ListMyFlights Redirect 1	1588721142014	1588721142015	OK	 
USER	TrabajadorListaVuelos	4869	START	1588721142023	1588721142023
REQUEST	3668		AirlineLogged	1588721142023	1588721142024	OK	 
REQUEST	3668		AirlineLogged Redirect 1	1588721142024	1588721142025	OK	 
REQUEST	4869		Home	1588721142023	1588721142025	OK	 
USER	TrabajadorListaVuelos	2668	END	1588721098006	1588721142034
REQUEST	3669		AirlineLogged	1588721142034	1588721142035	OK	 
REQUEST	3168		ListMyFlights	1588721142034	1588721142035	OK	 
REQUEST	4419		Login	1588721142034	1588721142035	OK	 
REQUEST	3168		ListMyFlights Redirect 1	1588721142035	1588721142036	OK	 
REQUEST	3669		AirlineLogged Redirect 1	1588721142035	1588721142036	OK	 
USER	TrabajadorListaVuelos	4870	START	1588721142045	1588721142045
REQUEST	3169		ListMyFlights	1588721142045	1588721142045	OK	 
REQUEST	3670		AirlineLogged	1588721142045	1588721142045	OK	 
REQUEST	3670		AirlineLogged Redirect 1	1588721142046	1588721142046	OK	 
REQUEST	3169		ListMyFlights Redirect 1	1588721142046	1588721142047	OK	 
REQUEST	4870		Home	1588721142045	1588721142047	OK	 
USER	TrabajadorListaVuelos	2669	END	1588721098022	1588721142056
REQUEST	4420		Login	1588721142056	1588721142056	OK	 
USER	TrabajadorListaVuelos	4871	START	1588721142066	1588721142066
REQUEST	4871		Home	1588721142067	1588721142068	OK	 
USER	TrabajadorListaVuelos	2670	END	1588721098043	1588721142077
REQUEST	4421		Login	1588721142077	1588721142078	OK	 
REQUEST	3671		AirlineLogged	1588721142077	1588721142078	OK	 
REQUEST	3170		ListMyFlights	1588721142077	1588721142079	OK	 
REQUEST	3671		AirlineLogged Redirect 1	1588721142078	1588721142079	OK	 
REQUEST	3170		ListMyFlights Redirect 1	1588721142079	1588721142080	OK	 
USER	TrabajadorListaVuelos	4872	START	1588721142082	1588721142082
REQUEST	4872		Home	1588721142082	1588721142084	OK	 
USER	TrabajadorListaVuelos	2671	END	1588721098065	1588721142092
REQUEST	3171		ListMyFlights	1588721142092	1588721142093	OK	 
REQUEST	4422		Login	1588721142092	1588721142094	OK	 
REQUEST	3171		ListMyFlights Redirect 1	1588721142093	1588721142094	OK	 
USER	TrabajadorListaVuelos	4873	START	1588721142102	1588721142102
REQUEST	3672		AirlineLogged	1588721142102	1588721142103	OK	 
REQUEST	3672		AirlineLogged Redirect 1	1588721142103	1588721142104	OK	 
REQUEST	4873		Home	1588721142102	1588721142104	OK	 
USER	TrabajadorListaVuelos	2672	END	1588721098086	1588721142113
REQUEST	3172		ListMyFlights	1588721142113	1588721142114	OK	 
REQUEST	4423		Login	1588721142113	1588721142115	OK	 
REQUEST	3172		ListMyFlights Redirect 1	1588721142114	1588721142115	OK	 
USER	TrabajadorListaVuelos	4874	START	1588721142124	1588721142124
REQUEST	3673		AirlineLogged	1588721142124	1588721142125	OK	 
REQUEST	3673		AirlineLogged Redirect 1	1588721142125	1588721142125	OK	 
REQUEST	4874		Home	1588721142124	1588721142126	OK	 
USER	TrabajadorListaVuelos	2673	END	1588721098102	1588721142135
REQUEST	4424		Login	1588721142135	1588721142136	OK	 
REQUEST	3173		ListMyFlights	1588721142135	1588721142137	OK	 
REQUEST	3173		ListMyFlights Redirect 1	1588721142137	1588721142137	OK	 
USER	TrabajadorListaVuelos	4875	START	1588721142145	1588721142145
REQUEST	3674		AirlineLogged	1588721142145	1588721142147	OK	 
REQUEST	3674		AirlineLogged Redirect 1	1588721142147	1588721142148	OK	 
REQUEST	4875		Home	1588721142146	1588721142149	OK	 
USER	TrabajadorListaVuelos	2674	END	1588721098123	1588721142155
REQUEST	3174		ListMyFlights	1588721142155	1588721142157	OK	 
REQUEST	3174		ListMyFlights Redirect 1	1588721142157	1588721142157	OK	 
USER	TrabajadorListaVuelos	4876	START	1588721142166	1588721142166
REQUEST	4425		Login	1588721142166	1588721142166	OK	 
REQUEST	3675		AirlineLogged	1588721142166	1588721142167	OK	 
REQUEST	3675		AirlineLogged Redirect 1	1588721142167	1588721142167	OK	 
REQUEST	4876		Home	1588721142166	1588721142168	OK	 
USER	TrabajadorListaVuelos	2675	END	1588721098144	1588721142176
REQUEST	4426		Login	1588721142176	1588721142177	OK	 
REQUEST	3676		AirlineLogged	1588721142176	1588721142177	OK	 
REQUEST	3175		ListMyFlights	1588721142176	1588721142177	OK	 
REQUEST	3175		ListMyFlights Redirect 1	1588721142177	1588721142178	OK	 
REQUEST	3676		AirlineLogged Redirect 1	1588721142177	1588721142178	OK	 
USER	TrabajadorListaVuelos	4877	START	1588721142187	1588721142187
REQUEST	3677		AirlineLogged	1588721142187	1588721142187	OK	 
REQUEST	3677		AirlineLogged Redirect 1	1588721142188	1588721142188	OK	 
REQUEST	4877		Home	1588721142187	1588721142189	OK	 
USER	TrabajadorListaVuelos	2676	END	1588721098165	1588721142197
REQUEST	4427		Login	1588721142197	1588721142198	OK	 
REQUEST	3176		ListMyFlights	1588721142197	1588721142199	OK	 
REQUEST	3176		ListMyFlights Redirect 1	1588721142199	1588721142200	OK	 
USER	TrabajadorListaVuelos	4878	START	1588721142202	1588721142202
REQUEST	4878		Home	1588721142202	1588721142204	OK	 
USER	TrabajadorListaVuelos	2677	END	1588721098187	1588721142212
REQUEST	3177		ListMyFlights	1588721142212	1588721142212	OK	 
REQUEST	4428		Login	1588721142212	1588721142213	OK	 
REQUEST	3177		ListMyFlights Redirect 1	1588721142213	1588721142214	OK	 
USER	TrabajadorListaVuelos	2678	END	1588721098202	1588721142223
USER	TrabajadorListaVuelos	4879	START	1588721142222	1588721142222
REQUEST	3678		AirlineLogged	1588721142222	1588721142223	OK	 
REQUEST	3678		AirlineLogged Redirect 1	1588721142223	1588721142224	OK	 
REQUEST	4879		Home	1588721142223	1588721142225	OK	 
REQUEST	3178		ListMyFlights	1588721142233	1588721142234	OK	 
REQUEST	4429		Login	1588721142233	1588721142234	OK	 
REQUEST	3178		ListMyFlights Redirect 1	1588721142234	1588721142235	OK	 
USER	TrabajadorListaVuelos	4880	START	1588721142243	1588721142243
REQUEST	3679		AirlineLogged	1588721142243	1588721142244	OK	 
REQUEST	3679		AirlineLogged Redirect 1	1588721142244	1588721142245	OK	 
REQUEST	4880		Home	1588721142243	1588721142245	OK	 
USER	TrabajadorListaVuelos	2679	END	1588721098222	1588721142254
REQUEST	4430		Login	1588721142254	1588721142254	OK	 
REQUEST	3179		ListMyFlights	1588721142254	1588721142255	OK	 
REQUEST	3179		ListMyFlights Redirect 1	1588721142255	1588721142256	OK	 
USER	TrabajadorListaVuelos	4881	START	1588721142264	1588721142264
REQUEST	3680		AirlineLogged	1588721142264	1588721142266	OK	 
REQUEST	3680		AirlineLogged Redirect 1	1588721142266	1588721142266	OK	 
REQUEST	4881		Home	1588721142265	1588721142267	OK	 
USER	TrabajadorListaVuelos	2680	END	1588721098244	1588721142275
REQUEST	3180		ListMyFlights	1588721142275	1588721142276	OK	 
REQUEST	3681		AirlineLogged	1588721142275	1588721142276	OK	 
REQUEST	4431		Login	1588721142275	1588721142277	OK	 
REQUEST	3681		AirlineLogged Redirect 1	1588721142276	1588721142277	OK	 
REQUEST	3180		ListMyFlights Redirect 1	1588721142276	1588721142277	OK	 
USER	TrabajadorListaVuelos	4882	START	1588721142286	1588721142286
REQUEST	3682		AirlineLogged	1588721142286	1588721142287	OK	 
REQUEST	3682		AirlineLogged Redirect 1	1588721142287	1588721142288	OK	 
REQUEST	4882		Home	1588721142286	1588721142288	OK	 
USER	TrabajadorListaVuelos	2681	END	1588721098265	1588721142296
REQUEST	4432		Login	1588721142296	1588721142297	OK	 
REQUEST	3181		ListMyFlights	1588721142296	1588721142298	OK	 
REQUEST	3181		ListMyFlights Redirect 1	1588721142298	1588721142299	OK	 
USER	TrabajadorListaVuelos	4883	START	1588721142307	1588721142307
REQUEST	4433		Login	1588721142307	1588721142307	OK	 
REQUEST	4883		Home	1588721142307	1588721142308	OK	 
USER	TrabajadorListaVuelos	2682	END	1588721098286	1588721142317
REQUEST	3182		ListMyFlights	1588721142317	1588721142318	OK	 
REQUEST	3182		ListMyFlights Redirect 1	1588721142318	1588721142319	OK	 
USER	TrabajadorListaVuelos	4884	START	1588721142322	1588721142322
REQUEST	3183		ListMyFlights	1588721142322	1588721142322	OK	 
REQUEST	3683		AirlineLogged	1588721142322	1588721142323	OK	 
REQUEST	3183		ListMyFlights Redirect 1	1588721142323	1588721142323	OK	 
REQUEST	3683		AirlineLogged Redirect 1	1588721142323	1588721142324	OK	 
REQUEST	4884		Home	1588721142322	1588721142324	OK	 
USER	TrabajadorListaVuelos	2683	END	1588721098307	1588721142332
REQUEST	4434		Login	1588721142332	1588721142333	OK	 
USER	TrabajadorListaVuelos	4885	START	1588721142343	1588721142343
REQUEST	3684		AirlineLogged	1588721142343	1588721142344	OK	 
REQUEST	3684		AirlineLogged Redirect 1	1588721142344	1588721142345	OK	 
REQUEST	4885		Home	1588721142343	1588721142345	OK	 
USER	TrabajadorListaVuelos	2684	END	1588721098322	1588721142354
REQUEST	3184		ListMyFlights	1588721142353	1588721142354	OK	 
REQUEST	4435		Login	1588721142354	1588721142355	OK	 
REQUEST	3184		ListMyFlights Redirect 1	1588721142354	1588721142356	OK	 
USER	TrabajadorListaVuelos	4886	START	1588721142365	1588721142365
REQUEST	3685		AirlineLogged	1588721142365	1588721142366	OK	 
REQUEST	3685		AirlineLogged Redirect 1	1588721142366	1588721142367	OK	 
REQUEST	4886		Home	1588721142365	1588721142367	OK	 
USER	TrabajadorListaVuelos	2685	END	1588721098343	1588721142375
REQUEST	4436		Login	1588721142375	1588721142376	OK	 
REQUEST	3686		AirlineLogged	1588721142375	1588721142376	OK	 
REQUEST	3185		ListMyFlights	1588721142375	1588721142377	OK	 
REQUEST	3686		AirlineLogged Redirect 1	1588721142376	1588721142377	OK	 
REQUEST	3185		ListMyFlights Redirect 1	1588721142377	1588721142378	OK	 
USER	TrabajadorListaVuelos	4887	START	1588721142386	1588721142386
REQUEST	4887		Home	1588721142386	1588721142388	OK	 
USER	TrabajadorListaVuelos	2686	END	1588721098364	1588721142397
REQUEST	3687		AirlineLogged	1588721142397	1588721142398	OK	 
REQUEST	4437		Login	1588721142397	1588721142399	OK	 
REQUEST	3687		AirlineLogged Redirect 1	1588721142398	1588721142399	OK	 
USER	TrabajadorListaVuelos	4888	START	1588721142408	1588721142408
REQUEST	3186		ListMyFlights	1588721142408	1588721142409	OK	 
REQUEST	4438		Login	1588721142408	1588721142409	OK	 
REQUEST	3186		ListMyFlights Redirect 1	1588721142409	1588721142410	OK	 
REQUEST	4888		Home	1588721142408	1588721142410	OK	 
USER	TrabajadorListaVuelos	2687	END	1588721098385	1588721142412
USER	TrabajadorListaVuelos	4889	START	1588721142422	1588721142422
REQUEST	3688		AirlineLogged	1588721142422	1588721142423	OK	 
REQUEST	3187		ListMyFlights	1588721142422	1588721142423	OK	 
REQUEST	4439		Login	1588721142422	1588721142424	OK	 
REQUEST	3688		AirlineLogged Redirect 1	1588721142423	1588721142424	OK	 
REQUEST	4889		Home	1588721142423	1588721142425	OK	 
REQUEST	3187		ListMyFlights Redirect 1	1588721142423	1588721142426	OK	 
USER	TrabajadorListaVuelos	2688	END	1588721098407	1588721142433
USER	TrabajadorListaVuelos	4890	START	1588721142444	1588721142444
REQUEST	3188		ListMyFlights	1588721142444	1588721142445	OK	 
REQUEST	3689		AirlineLogged	1588721142444	1588721142445	OK	 
REQUEST	3188		ListMyFlights Redirect 1	1588721142445	1588721142446	OK	 
REQUEST	3689		AirlineLogged Redirect 1	1588721142445	1588721142446	OK	 
REQUEST	4890		Home	1588721142445	1588721142447	OK	 
USER	TrabajadorListaVuelos	2689	END	1588721098422	1588721142455
REQUEST	4440		Login	1588721142455	1588721142456	OK	 
USER	TrabajadorListaVuelos	4891	START	1588721142466	1588721142466
REQUEST	3690		AirlineLogged	1588721142466	1588721142467	OK	 
REQUEST	3189		ListMyFlights	1588721142466	1588721142467	OK	 
REQUEST	3189		ListMyFlights Redirect 1	1588721142467	1588721142468	OK	 
REQUEST	3690		AirlineLogged Redirect 1	1588721142467	1588721142468	OK	 
REQUEST	4891		Home	1588721142466	1588721142469	OK	 
USER	TrabajadorListaVuelos	2690	END	1588721098444	1588721142476
REQUEST	4441		Login	1588721142476	1588721142478	OK	 
USER	TrabajadorListaVuelos	4892	START	1588721142487	1588721142487
REQUEST	3190		ListMyFlights	1588721142487	1588721142488	OK	 
REQUEST	3691		AirlineLogged	1588721142487	1588721142488	OK	 
REQUEST	3691		AirlineLogged Redirect 1	1588721142488	1588721142489	OK	 
REQUEST	3190		ListMyFlights Redirect 1	1588721142488	1588721142490	OK	 
REQUEST	4892		Home	1588721142487	1588721142490	OK	 
USER	TrabajadorListaVuelos	2691	END	1588721098465	1588721142492
REQUEST	3191		ListMyFlights	1588721142492	1588721142493	OK	 
REQUEST	4442		Login	1588721142492	1588721142493	OK	 
REQUEST	3191		ListMyFlights Redirect 1	1588721142493	1588721142494	OK	 
USER	TrabajadorListaVuelos	4893	START	1588721142502	1588721142502
REQUEST	3692		AirlineLogged	1588721142502	1588721142503	OK	 
REQUEST	3693		AirlineLogged	1588721142502	1588721142503	OK	 
