ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AerolineaCreaAeropuertoCSV	aerolineacreaaeropuertocsv	1590714919533	 	3.3.1
REQUEST	858		Home	1590715007518	1590715007523	OK	 
REQUEST	788		LoginAirline	1590715007544	1590715007547	OK	 
REQUEST	788		request_9	1590715007548	1590715007550	OK	 
REQUEST	598		request_10	1590715007556	1590715007567	OK	 
REQUEST	598		request_10 Redirect 1	1590715007567	1590715007572	OK	 
REQUEST	528		CreateAirport	1590715007578	1590715007599	OK	 
REQUEST	18		request_17	1590715007600	1590715007616	OK	 
USER	AirlineCreateAirport	859	START	1590715007617	1590715007617
REQUEST	859		Home	1590715007618	1590715007624	OK	 
REQUEST	789		LoginAirline	1590715007650	1590715007653	OK	 
REQUEST	789		request_9	1590715007654	1590715007657	OK	 
REQUEST	529		CreateAirport	1590715007676	1590715007683	OK	 
USER	AirlineCreateAirport	860	START	1590715007714	1590715007714
REQUEST	860		Home	1590715007715	1590715007726	OK	 
REQUEST	790		LoginAirline	1590715007747	1590715007750	OK	 
REQUEST	790		request_9	1590715007751	1590715007754	OK	 
REQUEST	530		CreateAirport	1590715007775	1590715007784	OK	 
USER	AirlineCreateAirport	861	START	1590715007819	1590715007819
REQUEST	861		Home	1590715007819	1590715007824	OK	 
REQUEST	791		LoginAirline	1590715007845	1590715007850	OK	 
REQUEST	791		request_9	1590715007850	1590715007854	OK	 
REQUEST	531		CreateAirport	1590715007878	1590715007883	OK	 
USER	AirlineCreateAirport	862	START	1590715007914	1590715007914
REQUEST	862		Home	1590715007915	1590715007922	OK	 
REQUEST	792		LoginAirline	1590715007936	1590715007940	OK	 
REQUEST	792		request_9	1590715007941	1590715007947	OK	 
REQUEST	532		CreateAirport	1590715007965	1590715007977	OK	 
USER	AirlineCreateAirport	863	START	1590715008034	1590715008034
REQUEST	793		LoginAirline	1590715008035	1590715008055	OK	 
REQUEST	793		request_9	1590715008056	1590715008060	OK	 
REQUEST	863		Home	1590715008034	1590715008091	OK	 
REQUEST	533		CreateAirport	1590715008058	1590715008094	OK	 
USER	AirlineCreateAirport	864	START	1590715008118	1590715008118
REQUEST	864		Home	1590715008119	1590715008125	OK	 
REQUEST	794		LoginAirline	1590715008135	1590715008138	OK	 
REQUEST	794		request_9	1590715008139	1590715008142	OK	 
REQUEST	534		CreateAirport	1590715008159	1590715008170	OK	 
USER	AirlineCreateAirport	865	START	1590715008220	1590715008220
REQUEST	865		Home	1590715008220	1590715008227	OK	 
REQUEST	795		LoginAirline	1590715008235	1590715008239	OK	 
REQUEST	795		request_9	1590715008240	1590715008243	OK	 
REQUEST	535		CreateAirport	1590715008257	1590715008266	OK	 
USER	AirlineCreateAirport	866	START	1590715008317	1590715008317
REQUEST	866		Home	1590715008318	1590715008325	OK	 
REQUEST	796		LoginAirline	1590715008340	1590715008345	OK	 
REQUEST	796		request_9	1590715008346	1590715008350	OK	 
REQUEST	536		CreateAirport	1590715008366	1590715008373	OK	 
USER	AirlineCreateAirport	867	START	1590715008414	1590715008414
REQUEST	867		Home	1590715008415	1590715008420	OK	 
REQUEST	797		LoginAirline	1590715008436	1590715008440	OK	 
REQUEST	797		request_9	1590715008440	1590715008443	OK	 
REQUEST	537		CreateAirport	1590715008458	1590715008465	OK	 
USER	AirlineCreateAirport	868	START	1590715008520	1590715008520
REQUEST	868		Home	1590715008520	1590715008536	OK	 
REQUEST	798		LoginAirline	1590715008536	1590715008540	OK	 
REQUEST	13		request_17 Redirect 1	1590715007107	1590715008544	OK	 
REQUEST	798		request_9	1590715008541	1590715008545	OK	 
REQUEST	599		request_10	1590715007665	1590715008549	OK	 
REQUEST	16		request_17 Redirect 1	1590715007414	1590715008550	OK	 
REQUEST	599		request_10 Redirect 1	1590715008550	1590715008560	OK	 
REQUEST	600		request_10	1590715007758	1590715008567	OK	 
REQUEST	601		request_10	1590715007856	1590715008572	OK	 
REQUEST	600		request_10 Redirect 1	1590715008567	1590715008575	OK	 
REQUEST	602		request_10	1590715007961	1590715008577	OK	 
REQUEST	601		request_10 Redirect 1	1590715008572	1590715008581	OK	 
REQUEST	602		request_10 Redirect 1	1590715008577	1590715008587	OK	 
REQUEST	538		CreateAirport	1590715008582	1590715008588	OK	 
REQUEST	8		request_17 Redirect 1	1590715006610	1590715008590	OK	 
REQUEST	604		request_10	1590715008159	1590715008593	OK	 
REQUEST	2		request_17 Redirect 1	1590715006424	1590715008598	OK	 
REQUEST	605		request_10	1590715008257	1590715008598	OK	 
REQUEST	604		request_10 Redirect 1	1590715008593	1590715008598	OK	 
REQUEST	605		request_10 Redirect 1	1590715008598	1590715008603	OK	 
REQUEST	20		request_17	1590715007786	1590715008609	OK	 
REQUEST	607		request_10	1590715008458	1590715008612	OK	 
REQUEST	11		request_17 Redirect 1	1590715006910	1590715008615	OK	 
REQUEST	607		request_10 Redirect 1	1590715008613	1590715008619	OK	 
REQUEST	18		request_17 Redirect 1	1590715007616	1590715008624	OK	 
REQUEST	17		request_17 Redirect 1	1590715007495	1590715008626	OK	 
REQUEST	12		request_17 Redirect 1	1590715007018	1590715008631	OK	 
REQUEST	603		request_10	1590715008058	1590715008632	OK	 
REQUEST	7		request_17 Redirect 1	1590715006497	1590715008637	OK	 
REQUEST	603		request_10 Redirect 1	1590715008632	1590715008639	OK	 
REQUEST	6		request_17 Redirect 1	1590715006424	1590715008644	OK	 
REQUEST	606		request_10	1590715008355	1590715008645	OK	 
REQUEST	606		request_10 Redirect 1	1590715008645	1590715008651	OK	 
USER	AirlineCreateAirport	869	START	1590715008653	1590715008653
REQUEST	27		request_17	1590715008487	1590715008663	OK	 
REQUEST	19		request_17	1590715007698	1590715008663	OK	 
REQUEST	799		LoginAirline	1590715008653	1590715008664	OK	 
REQUEST	608		request_10	1590715008560	1590715008665	OK	 
REQUEST	869		Home	1590715008654	1590715008665	OK	 
REQUEST	609		request_10	1590715008657	1590715008668	OK	 
REQUEST	22		request_17	1590715007977	1590715008671	OK	 
REQUEST	799		request_9	1590715008665	1590715008674	OK	 
REQUEST	608		request_10 Redirect 1	1590715008665	1590715008678	OK	 
REQUEST	609		request_10 Redirect 1	1590715008668	1590715008679	OK	 
REQUEST	20		request_17 Redirect 1	1590715008609	1590715008681	OK	 
REQUEST	28		request_17	1590715008582	1590715008695	OK	 
REQUEST	539		CreateAirport	1590715008680	1590715008695	OK	 
REQUEST	21		request_17	1590715007900	1590715008704	OK	 
REQUEST	29		request_17	1590715008696	1590715008708	OK	 
REQUEST	26		request_17	1590715008377	1590715008716	OK	 
USER	AirlineCreateAirport	870	START	1590715008718	1590715008718
REQUEST	870		Home	1590715008718	1590715008724	OK	 
REQUEST	25		request_17	1590715008285	1590715008727	OK	 
REQUEST	21		request_17 Redirect 1	1590715008705	1590715008733	OK	 
REQUEST	26		request_17 Redirect 1	1590715008716	1590715008736	OK	 
REQUEST	25		request_17 Redirect 1	1590715008727	1590715008744	OK	 
REQUEST	800		LoginAirline	1590715008739	1590715008744	OK	 
REQUEST	800		request_9	1590715008744	1590715008748	OK	 
REQUEST	19		request_17 Redirect 1	1590715008663	1590715008751	OK	 
REQUEST	23		request_17	1590715008085	1590715008757	OK	 
REQUEST	610		request_10	1590715008759	1590715008766	OK	 
REQUEST	28		request_17 Redirect 1	1590715008695	1590715008771	OK	 
REQUEST	610		request_10 Redirect 1	1590715008766	1590715008773	OK	 
REQUEST	24		request_17	1590715008185	1590715008773	OK	 
REQUEST	540		CreateAirport	1590715008774	1590715008781	OK	 
REQUEST	23		request_17 Redirect 1	1590715008757	1590715008786	OK	 
REQUEST	24		request_17 Redirect 1	1590715008773	1590715008787	OK	 
REQUEST	30		request_17	1590715008788	1590715008802	OK	 
REQUEST	27		request_17 Redirect 1	1590715008663	1590715008807	OK	 
REQUEST	22		request_17 Redirect 1	1590715008671	1590715008818	OK	 
REQUEST	29		request_17 Redirect 1	1590715008708	1590715008826	OK	 
USER	AirlineCreateAirport	871	START	1590715008827	1590715008827
REQUEST	871		Home	1590715008827	1590715008836	OK	 
REQUEST	801		LoginAirline	1590715008838	1590715008841	OK	 
REQUEST	801		request_9	1590715008842	1590715008846	OK	 
REQUEST	611		request_10	1590715008860	1590715008866	OK	 
REQUEST	541		CreateAirport	1590715008860	1590715008869	OK	 
REQUEST	611		request_10 Redirect 1	1590715008866	1590715008878	OK	 
REQUEST	31		request_17	1590715008888	1590715008900	OK	 
USER	AirlineCreateAirport	872	START	1590715008925	1590715008925
REQUEST	872		Home	1590715008925	1590715008934	OK	 
REQUEST	30		request_17 Redirect 1	1590715008802	1590715008938	OK	 
REQUEST	802		LoginAirline	1590715008958	1590715008961	OK	 
REQUEST	802		request_9	1590715008962	1590715008965	OK	 
REQUEST	31		request_17 Redirect 1	1590715008900	1590715008968	OK	 
REQUEST	612		request_10	1590715008969	1590715008973	OK	 
REQUEST	542		CreateAirport	1590715008969	1590715008976	OK	 
REQUEST	612		request_10 Redirect 1	1590715008973	1590715008977	OK	 
REQUEST	32		request_17	1590715008980	1590715008993	OK	 
REQUEST	32		request_17 Redirect 1	1590715008993	1590715008999	OK	 
USER	AirlineCreateAirport	873	START	1590715009028	1590715009028
REQUEST	873		Home	1590715009028	1590715009033	OK	 
REQUEST	803		LoginAirline	1590715009050	1590715009053	OK	 
REQUEST	803		request_9	1590715009053	1590715009056	OK	 
REQUEST	543		CreateAirport	1590715009055	1590715009060	OK	 
REQUEST	613		request_10	1590715009066	1590715009070	OK	 
REQUEST	613		request_10 Redirect 1	1590715009070	1590715009075	OK	 
REQUEST	33		request_17	1590715009077	1590715009090	OK	 
USER	AirlineCreateAirport	874	START	1590715009129	1590715009129
REQUEST	874		Home	1590715009130	1590715009135	OK	 
REQUEST	804		LoginAirline	1590715009167	1590715009170	OK	 
REQUEST	614		request_10	1590715009167	1590715009173	OK	 
REQUEST	804		request_9	1590715009171	1590715009174	OK	 
REQUEST	614		request_10 Redirect 1	1590715009173	1590715009177	OK	 
REQUEST	544		CreateAirport	1590715009167	1590715009177	OK	 
REQUEST	34		request_17	1590715009178	1590715009189	OK	 
USER	AirlineCreateAirport	875	START	1590715009224	1590715009224
REQUEST	875		Home	1590715009225	1590715009229	OK	 
REQUEST	33		request_17 Redirect 1	1590715009090	1590715009244	OK	 
REQUEST	805		LoginAirline	1590715009256	1590715009259	OK	 
REQUEST	805		request_9	1590715009259	1590715009262	OK	 
REQUEST	615		request_10	1590715009267	1590715009273	OK	 
REQUEST	545		CreateAirport	1590715009267	1590715009277	OK	 
REQUEST	615		request_10 Redirect 1	1590715009273	1590715009278	OK	 
REQUEST	35		request_17	1590715009267	1590715009283	OK	 
REQUEST	34		request_17 Redirect 1	1590715009189	1590715009307	OK	 
USER	AirlineCreateAirport	876	START	1590715009325	1590715009325
REQUEST	876		Home	1590715009326	1590715009331	OK	 
REQUEST	806		LoginAirline	1590715009358	1590715009362	OK	 
REQUEST	806		request_9	1590715009362	1590715009365	OK	 
REQUEST	546		CreateAirport	1590715009358	1590715009366	OK	 
REQUEST	616		request_10	1590715009370	1590715009376	OK	 
REQUEST	616		request_10 Redirect 1	1590715009376	1590715009382	OK	 
REQUEST	36		request_17	1590715009370	1590715009383	OK	 
REQUEST	35		request_17 Redirect 1	1590715009283	1590715009387	OK	 
USER	AirlineCreateAirport	877	START	1590715009426	1590715009426
REQUEST	877		Home	1590715009426	1590715009432	OK	 
REQUEST	36		request_17 Redirect 1	1590715009383	1590715009448	OK	 
REQUEST	807		LoginAirline	1590715009459	1590715009463	OK	 
REQUEST	807		request_9	1590715009464	1590715009467	OK	 
REQUEST	547		CreateAirport	1590715009459	1590715009467	OK	 
REQUEST	617		request_10	1590715009469	1590715009474	OK	 
REQUEST	617		request_10 Redirect 1	1590715009474	1590715009478	OK	 
REQUEST	37		request_17	1590715009485	1590715009498	OK	 
REQUEST	37		request_17 Redirect 1	1590715009498	1590715009504	OK	 
USER	AirlineCreateAirport	878	START	1590715009526	1590715009526
REQUEST	878		Home	1590715009526	1590715009531	OK	 
REQUEST	808		LoginAirline	1590715009559	1590715009562	OK	 
REQUEST	808		request_9	1590715009562	1590715009565	OK	 
REQUEST	618		request_10	1590715009570	1590715009575	OK	 
REQUEST	618		request_10 Redirect 1	1590715009575	1590715009582	OK	 
REQUEST	548		CreateAirport	1590715009575	1590715009589	OK	 
REQUEST	38		request_17	1590715009575	1590715009592	OK	 
REQUEST	38		request_17 Redirect 1	1590715009592	1590715009598	OK	 
USER	AirlineCreateAirport	879	START	1590715009626	1590715009626
REQUEST	879		Home	1590715009626	1590715009631	OK	 
REQUEST	809		LoginAirline	1590715009659	1590715009661	OK	 
REQUEST	809		request_9	1590715009662	1590715009664	OK	 
REQUEST	619		request_10	1590715009670	1590715009675	OK	 
REQUEST	549		CreateAirport	1590715009670	1590715009680	OK	 
REQUEST	619		request_10 Redirect 1	1590715009676	1590715009682	OK	 
REQUEST	39		request_17	1590715009675	1590715009689	OK	 
USER	AirlineCreateAirport	880	START	1590715009726	1590715009726
REQUEST	880		Home	1590715009726	1590715009731	OK	 
REQUEST	39		request_17 Redirect 1	1590715009690	1590715009756	OK	 
REQUEST	810		LoginAirline	1590715009757	1590715009760	OK	 
REQUEST	810		request_9	1590715009761	1590715009764	OK	 
REQUEST	550		CreateAirport	1590715009757	1590715009764	OK	 
REQUEST	620		request_10	1590715009767	1590715009772	OK	 
REQUEST	620		request_10 Redirect 1	1590715009772	1590715009775	OK	 
REQUEST	40		request_17	1590715009789	1590715009804	OK	 
REQUEST	40		request_17 Redirect 1	1590715009804	1590715009811	OK	 
USER	AirlineCreateAirport	881	START	1590715009825	1590715009825
REQUEST	881		Home	1590715009825	1590715009831	OK	 
REQUEST	811		LoginAirline	1590715009847	1590715009850	OK	 
REQUEST	811		request_9	1590715009850	1590715009854	OK	 
REQUEST	621		request_10	1590715009869	1590715009875	OK	 
REQUEST	621		request_10 Redirect 1	1590715009875	1590715009880	OK	 
REQUEST	551		CreateAirport	1590715009869	1590715009880	OK	 
REQUEST	41		request_17	1590715009881	1590715009894	OK	 
REQUEST	41		request_17 Redirect 1	1590715009894	1590715009901	OK	 
USER	AirlineCreateAirport	882	START	1590715009938	1590715009938
REQUEST	882		Home	1590715009939	1590715009944	OK	 
REQUEST	622		request_10	1590715009949	1590715009953	OK	 
REQUEST	622		request_10 Redirect 1	1590715009953	1590715009956	OK	 
REQUEST	812		LoginAirline	1590715009960	1590715009964	OK	 
REQUEST	812		request_9	1590715009964	1590715009968	OK	 
REQUEST	42		request_17	1590715009965	1590715009982	OK	 
REQUEST	552		CreateAirport	1590715009979	1590715009987	OK	 
REQUEST	42		request_17 Redirect 1	1590715009982	1590715009991	OK	 
USER	AirlineCreateAirport	883	START	1590715010038	1590715010038
REQUEST	883		Home	1590715010038	1590715010044	OK	 
REQUEST	813		LoginAirline	1590715010049	1590715010052	OK	 
REQUEST	623		request_10	1590715010049	1590715010054	OK	 
REQUEST	813		request_9	1590715010053	1590715010055	OK	 
REQUEST	623		request_10 Redirect 1	1590715010054	1590715010057	OK	 
REQUEST	43		request_17	1590715010065	1590715010074	OK	 
REQUEST	553		CreateAirport	1590715010075	1590715010081	OK	 
REQUEST	43		request_17 Redirect 1	1590715010075	1590715010083	OK	 
USER	AirlineCreateAirport	884	START	1590715010134	1590715010134
REQUEST	884		Home	1590715010135	1590715010139	OK	 
REQUEST	624		request_10	1590715010145	1590715010149	OK	 
REQUEST	624		request_10 Redirect 1	1590715010149	1590715010153	OK	 
REQUEST	814		LoginAirline	1590715010156	1590715010158	OK	 
REQUEST	814		request_9	1590715010159	1590715010161	OK	 
REQUEST	44		request_17	1590715010167	1590715010178	OK	 
REQUEST	554		CreateAirport	1590715010178	1590715010187	OK	 
USER	AirlineCreateAirport	885	START	1590715010235	1590715010235
REQUEST	885		Home	1590715010235	1590715010240	OK	 
REQUEST	44		request_17 Redirect 1	1590715010179	1590715010246	OK	 
REQUEST	625		request_10	1590715010246	1590715010251	OK	 
REQUEST	625		request_10 Redirect 1	1590715010251	1590715010254	OK	 
REQUEST	815		LoginAirline	1590715010256	1590715010259	OK	 
REQUEST	815		request_9	1590715010259	1590715010262	OK	 
REQUEST	45		request_17	1590715010267	1590715010278	OK	 
REQUEST	555		CreateAirport	1590715010278	1590715010283	OK	 
REQUEST	45		request_17 Redirect 1	1590715010279	1590715010286	OK	 
USER	AirlineCreateAirport	886	START	1590715010336	1590715010336
REQUEST	886		Home	1590715010336	1590715010341	OK	 
REQUEST	626		request_10	1590715010347	1590715010352	OK	 
REQUEST	626		request_10 Redirect 1	1590715010352	1590715010355	OK	 
REQUEST	816		LoginAirline	1590715010357	1590715010360	OK	 
REQUEST	816		request_9	1590715010360	1590715010363	OK	 
REQUEST	556		CreateAirport	1590715010368	1590715010374	OK	 
REQUEST	46		request_17	1590715010368	1590715010379	OK	 
REQUEST	46		request_17 Redirect 1	1590715010379	1590715010385	OK	 
USER	AirlineCreateAirport	887	START	1590715010435	1590715010435
REQUEST	887		Home	1590715010436	1590715010441	OK	 
REQUEST	627		request_10	1590715010447	1590715010452	OK	 
REQUEST	627		request_10 Redirect 1	1590715010452	1590715010455	OK	 
REQUEST	817		LoginAirline	1590715010457	1590715010459	OK	 
REQUEST	817		request_9	1590715010459	1590715010461	OK	 
REQUEST	47		request_17	1590715010468	1590715010481	OK	 
REQUEST	557		CreateAirport	1590715010478	1590715010485	OK	 
USER	AirlineCreateAirport	888	START	1590715010536	1590715010536
REQUEST	888		Home	1590715010537	1590715010543	OK	 
REQUEST	628		request_10	1590715010547	1590715010552	OK	 
REQUEST	628		request_10 Redirect 1	1590715010552	1590715010556	OK	 
REQUEST	818		LoginAirline	1590715010557	1590715010560	OK	 
REQUEST	818		request_9	1590715010560	1590715010562	OK	 
REQUEST	558		CreateAirport	1590715010568	1590715010575	OK	 
REQUEST	48		request_17	1590715010569	1590715010580	OK	 
REQUEST	48		request_17 Redirect 1	1590715010580	1590715010588	OK	 
REQUEST	47		request_17 Redirect 1	1590715010481	1590715010616	OK	 
USER	AirlineCreateAirport	889	START	1590715010636	1590715010636
REQUEST	889		Home	1590715010636	1590715010646	OK	 
REQUEST	629		request_10	1590715010647	1590715010652	OK	 
REQUEST	629		request_10 Redirect 1	1590715010652	1590715010656	OK	 
REQUEST	819		LoginAirline	1590715010658	1590715010661	OK	 
REQUEST	819		request_9	1590715010662	1590715010665	OK	 
REQUEST	49		request_17	1590715010658	1590715010672	OK	 
REQUEST	559		CreateAirport	1590715010679	1590715010684	OK	 
USER	AirlineCreateAirport	890	START	1590715010735	1590715010735
REQUEST	890		Home	1590715010735	1590715010740	OK	 
REQUEST	630		request_10	1590715010745	1590715010750	OK	 
REQUEST	630		request_10 Redirect 1	1590715010750	1590715010753	OK	 
REQUEST	820		LoginAirline	1590715010756	1590715010760	OK	 
REQUEST	820		request_9	1590715010760	1590715010764	OK	 
REQUEST	50		request_17	1590715010756	1590715010771	OK	 
REQUEST	50		request_17 Redirect 1	1590715010771	1590715010777	OK	 
REQUEST	560		CreateAirport	1590715010778	1590715010784	OK	 
REQUEST	49		request_17 Redirect 1	1590715010672	1590715010786	OK	 
USER	AirlineCreateAirport	891	START	1590715010834	1590715010834
REQUEST	891		Home	1590715010835	1590715010839	OK	 
REQUEST	631		request_10	1590715010845	1590715010850	OK	 
REQUEST	631		request_10 Redirect 1	1590715010850	1590715010853	OK	 
REQUEST	821		LoginAirline	1590715010856	1590715010860	OK	 
REQUEST	821		request_9	1590715010860	1590715010863	OK	 
REQUEST	51		request_17	1590715010856	1590715010869	OK	 
REQUEST	561		CreateAirport	1590715010867	1590715010877	OK	 
USER	AirlineCreateAirport	892	START	1590715010935	1590715010935
REQUEST	892		Home	1590715010935	1590715010940	OK	 
REQUEST	822		LoginAirline	1590715010956	1590715010958	OK	 
REQUEST	822		request_9	1590715010959	1590715010961	OK	 
REQUEST	632		request_10	1590715010967	1590715010971	OK	 
REQUEST	562		CreateAirport	1590715010967	1590715010974	OK	 
REQUEST	632		request_10 Redirect 1	1590715010971	1590715010977	OK	 
REQUEST	51		request_17 Redirect 1	1590715010869	1590715010996	OK	 
REQUEST	52		request_17	1590715010989	1590715011002	OK	 
REQUEST	52		request_17 Redirect 1	1590715011002	1590715011009	OK	 
USER	AirlineCreateAirport	893	START	1590715011039	1590715011039
REQUEST	893		Home	1590715011039	1590715011045	OK	 
REQUEST	823		LoginAirline	1590715011055	1590715011057	OK	 
REQUEST	823		request_9	1590715011058	1590715011060	OK	 
REQUEST	563		CreateAirport	1590715011055	1590715011061	OK	 
REQUEST	633		request_10	1590715011065	1590715011069	OK	 
REQUEST	633		request_10 Redirect 1	1590715011069	1590715011072	OK	 
REQUEST	53		request_17	1590715011087	1590715011098	OK	 
REQUEST	53		request_17 Redirect 1	1590715011098	1590715011106	OK	 
USER	AirlineCreateAirport	894	START	1590715011134	1590715011134
REQUEST	894		Home	1590715011135	1590715011139	OK	 
REQUEST	824		LoginAirline	1590715011155	1590715011159	OK	 
REQUEST	824		request_9	1590715011159	1590715011163	OK	 
REQUEST	564		CreateAirport	1590715011155	1590715011163	OK	 
REQUEST	634		request_10	1590715011166	1590715011170	OK	 
REQUEST	634		request_10 Redirect 1	1590715011170	1590715011174	OK	 
REQUEST	54		request_17	1590715011177	1590715011188	OK	 
REQUEST	54		request_17 Redirect 1	1590715011188	1590715011195	OK	 
USER	AirlineCreateAirport	895	START	1590715011239	1590715011239
REQUEST	895		Home	1590715011240	1590715011245	OK	 
REQUEST	825		LoginAirline	1590715011255	1590715011257	OK	 
REQUEST	825		request_9	1590715011258	1590715011260	OK	 
REQUEST	635		request_10	1590715011265	1590715011270	OK	 
REQUEST	635		request_10 Redirect 1	1590715011270	1590715011274	OK	 
REQUEST	565		CreateAirport	1590715011276	1590715011282	OK	 
REQUEST	55		request_17	1590715011286	1590715011299	OK	 
REQUEST	55		request_17 Redirect 1	1590715011299	1590715011306	OK	 
USER	AirlineCreateAirport	896	START	1590715011339	1590715011339
REQUEST	896		Home	1590715011339	1590715011345	OK	 
REQUEST	826		LoginAirline	1590715011355	1590715011359	OK	 
REQUEST	636		request_10	1590715011355	1590715011361	OK	 
REQUEST	826		request_9	1590715011360	1590715011363	OK	 
REQUEST	636		request_10 Redirect 1	1590715011361	1590715011366	OK	 
REQUEST	566		CreateAirport	1590715011355	1590715011367	OK	 
REQUEST	56		request_17	1590715011385	1590715011397	OK	 
USER	AirlineCreateAirport	897	START	1590715011439	1590715011439
REQUEST	897		Home	1590715011440	1590715011445	OK	 
REQUEST	827		LoginAirline	1590715011455	1590715011458	OK	 
REQUEST	827		request_9	1590715011459	1590715011462	OK	 
REQUEST	567		CreateAirport	1590715011455	1590715011465	OK	 
REQUEST	637		request_10	1590715011465	1590715011470	OK	 
REQUEST	637		request_10 Redirect 1	1590715011470	1590715011474	OK	 
REQUEST	57		request_17	1590715011475	1590715011487	OK	 
REQUEST	57		request_17 Redirect 1	1590715011487	1590715011494	OK	 
REQUEST	56		request_17 Redirect 1	1590715011397	1590715011506	OK	 
USER	AirlineCreateAirport	898	START	1590715011538	1590715011538
REQUEST	898		Home	1590715011538	1590715011544	OK	 
REQUEST	828		LoginAirline	1590715011559	1590715011563	OK	 
REQUEST	828		request_9	1590715011564	1590715011568	OK	 
REQUEST	568		CreateAirport	1590715011559	1590715011570	OK	 
REQUEST	638		request_10	1590715011569	1590715011574	OK	 
REQUEST	638		request_10 Redirect 1	1590715011575	1590715011578	OK	 
REQUEST	58		request_17	1590715011580	1590715011590	OK	 
USER	AirlineCreateAirport	899	START	1590715011637	1590715011637
REQUEST	899		Home	1590715011637	1590715011642	OK	 
REQUEST	58		request_17 Redirect 1	1590715011590	1590715011659	OK	 
REQUEST	829		LoginAirline	1590715011659	1590715011662	OK	 
REQUEST	829		request_9	1590715011663	1590715011666	OK	 
REQUEST	639		request_10	1590715011670	1590715011674	OK	 
REQUEST	569		CreateAirport	1590715011659	1590715011675	OK	 
REQUEST	639		request_10 Redirect 1	1590715011674	1590715011678	OK	 
REQUEST	59		request_17	1590715011685	1590715011697	OK	 
REQUEST	59		request_17 Redirect 1	1590715011697	1590715011703	OK	 
USER	AirlineCreateAirport	900	START	1590715011737	1590715011737
REQUEST	900		Home	1590715011738	1590715011742	OK	 
REQUEST	830		LoginAirline	1590715011760	1590715011763	OK	 
REQUEST	830		request_9	1590715011764	1590715011767	OK	 
REQUEST	570		CreateAirport	1590715011760	1590715011770	OK	 
REQUEST	640		request_10	1590715011765	1590715011774	OK	 
REQUEST	640		request_10 Redirect 1	1590715011774	1590715011780	OK	 
REQUEST	60		request_17	1590715011779	1590715011803	OK	 
REQUEST	60		request_17 Redirect 1	1590715011803	1590715011814	OK	 
USER	AirlineCreateAirport	901	START	1590715011838	1590715011838
REQUEST	901		Home	1590715011838	1590715011843	OK	 
REQUEST	831		LoginAirline	1590715011859	1590715011862	OK	 
REQUEST	831		request_9	1590715011863	1590715011865	OK	 
REQUEST	641		request_10	1590715011870	1590715011875	OK	 
REQUEST	571		CreateAirport	1590715011870	1590715011879	OK	 
REQUEST	641		request_10 Redirect 1	1590715011875	1590715011881	OK	 
REQUEST	61		request_17	1590715011875	1590715011891	OK	 
USER	AirlineCreateAirport	902	START	1590715011928	1590715011928
REQUEST	902		Home	1590715011928	1590715011935	OK	 
REQUEST	642		request_10	1590715011949	1590715011955	OK	 
REQUEST	832		LoginAirline	1590715011958	1590715011961	OK	 
REQUEST	642		request_10 Redirect 1	1590715011956	1590715011962	OK	 
REQUEST	61		request_17 Redirect 1	1590715011891	1590715011965	OK	 
REQUEST	832		request_9	1590715011962	1590715011965	OK	 
REQUEST	572		CreateAirport	1590715011961	1590715011968	OK	 
REQUEST	62		request_17	1590715011988	1590715012001	OK	 
USER	AirlineCreateAirport	903	START	1590715012024	1590715012024
REQUEST	903		Home	1590715012025	1590715012031	OK	 
REQUEST	643		request_10	1590715012045	1590715012049	OK	 
REQUEST	643		request_10 Redirect 1	1590715012050	1590715012054	OK	 
REQUEST	833		LoginAirline	1590715012055	1590715012059	OK	 
REQUEST	833		request_9	1590715012060	1590715012063	OK	 
REQUEST	573		CreateAirport	1590715012055	1590715012063	OK	 
USER	AirlineCreateAirport	904	START	1590715012124	1590715012124
REQUEST	644		request_10	1590715012149	1590715012168	OK	 
REQUEST	834		LoginAirline	1590715012163	1590715012169	OK	 
REQUEST	63		request_17	1590715012077	1590715012173	OK	 
REQUEST	904		Home	1590715012125	1590715012173	OK	 
REQUEST	834		request_9	1590715012169	1590715012173	OK	 
REQUEST	574		CreateAirport	1590715012163	1590715012173	OK	 
REQUEST	644		request_10 Redirect 1	1590715012168	1590715012175	OK	 
REQUEST	62		request_17 Redirect 1	1590715012001	1590715012185	OK	 
REQUEST	64		request_17	1590715012189	1590715012202	OK	 
REQUEST	64		request_17 Redirect 1	1590715012202	1590715012208	OK	 
USER	AirlineCreateAirport	905	START	1590715012226	1590715012226
REQUEST	905		Home	1590715012226	1590715012231	OK	 
REQUEST	63		request_17 Redirect 1	1590715012173	1590715012240	OK	 
REQUEST	645		request_10	1590715012248	1590715012252	OK	 
REQUEST	645		request_10 Redirect 1	1590715012252	1590715012257	OK	 
REQUEST	835		LoginAirline	1590715012259	1590715012262	OK	 
REQUEST	835		request_9	1590715012263	1590715012266	OK	 
REQUEST	575		CreateAirport	1590715012259	1590715012268	OK	 
REQUEST	65		request_17	1590715012285	1590715012297	OK	 
REQUEST	65		request_17 Redirect 1	1590715012297	1590715012305	OK	 
USER	AirlineCreateAirport	906	START	1590715012328	1590715012328
REQUEST	906		Home	1590715012329	1590715012334	OK	 
