ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AerolineaCreaAeropuertoCSV	aerolineacreaaeropuertocsv	1590714919533	 	3.3.1
REQUEST	447		request_9	1590714973464	1590714973467	OK	 
REQUEST	187		CreateAirport	1590714973460	1590714973467	OK	 
REQUEST	257		request_10	1590714973466	1590714973470	OK	 
REQUEST	257		request_10 Redirect 1	1590714973471	1590714973474	OK	 
USER	AirlineCreateAirport	518	START	1590714973535	1590714973535
REQUEST	518		Home	1590714973535	1590714973540	OK	 
REQUEST	448		LoginAirline	1590714973557	1590714973560	OK	 
REQUEST	448		request_9	1590714973560	1590714973563	OK	 
REQUEST	188		CreateAirport	1590714973557	1590714973564	OK	 
REQUEST	258		request_10	1590714973568	1590714973572	OK	 
REQUEST	258		request_10 Redirect 1	1590714973572	1590714973576	OK	 
USER	AirlineCreateAirport	519	START	1590714973636	1590714973636
REQUEST	519		Home	1590714973636	1590714973641	OK	 
REQUEST	449		LoginAirline	1590714973656	1590714973659	OK	 
REQUEST	449		request_9	1590714973659	1590714973661	OK	 
REQUEST	259		request_10	1590714973666	1590714973671	OK	 
REQUEST	189		CreateAirport	1590714973666	1590714973673	OK	 
REQUEST	259		request_10 Redirect 1	1590714973671	1590714973676	OK	 
USER	AirlineCreateAirport	520	START	1590714973734	1590714973734
REQUEST	520		Home	1590714973735	1590714973739	OK	 
REQUEST	450		LoginAirline	1590714973756	1590714973758	OK	 
REQUEST	450		request_9	1590714973759	1590714973761	OK	 
REQUEST	260		request_10	1590714973766	1590714973771	OK	 
REQUEST	190		CreateAirport	1590714973766	1590714973774	OK	 
REQUEST	260		request_10 Redirect 1	1590714973771	1590714973776	OK	 
USER	AirlineCreateAirport	521	START	1590714973835	1590714973835
REQUEST	521		Home	1590714973835	1590714973840	OK	 
REQUEST	451		LoginAirline	1590714973856	1590714973859	OK	 
REQUEST	451		request_9	1590714973860	1590714973862	OK	 
REQUEST	261		request_10	1590714973867	1590714973872	OK	 
REQUEST	191		CreateAirport	1590714973867	1590714973874	OK	 
REQUEST	261		request_10 Redirect 1	1590714973872	1590714973876	OK	 
USER	AirlineCreateAirport	522	START	1590714973935	1590714973935
REQUEST	522		Home	1590714973935	1590714973950	OK	 
REQUEST	262		request_10	1590714973946	1590714973950	OK	 
REQUEST	262		request_10 Redirect 1	1590714973951	1590714973954	OK	 
REQUEST	452		LoginAirline	1590714973956	1590714973958	OK	 
REQUEST	452		request_9	1590714973959	1590714973961	OK	 
REQUEST	192		CreateAirport	1590714973967	1590714973971	OK	 
USER	AirlineCreateAirport	523	START	1590714974036	1590714974036
REQUEST	523		Home	1590714974036	1590714974040	OK	 
REQUEST	263		request_10	1590714974047	1590714974051	OK	 
REQUEST	263		request_10 Redirect 1	1590714974052	1590714974055	OK	 
REQUEST	453		LoginAirline	1590714974069	1590714974072	OK	 
REQUEST	453		request_9	1590714974072	1590714974074	OK	 
REQUEST	193		CreateAirport	1590714974069	1590714974076	OK	 
USER	AirlineCreateAirport	524	START	1590714974136	1590714974136
REQUEST	524		Home	1590714974136	1590714974141	OK	 
REQUEST	264		request_10	1590714974147	1590714974152	OK	 
REQUEST	264		request_10 Redirect 1	1590714974152	1590714974156	OK	 
REQUEST	454		LoginAirline	1590714974158	1590714974161	OK	 
REQUEST	454		request_9	1590714974162	1590714974164	OK	 
REQUEST	194		CreateAirport	1590714974158	1590714974165	OK	 
USER	AirlineCreateAirport	525	START	1590714974238	1590714974238
REQUEST	525		Home	1590714974238	1590714974243	OK	 
REQUEST	265		request_10	1590714974249	1590714974253	OK	 
REQUEST	265		request_10 Redirect 1	1590714974254	1590714974257	OK	 
REQUEST	455		LoginAirline	1590714974260	1590714974263	OK	 
REQUEST	455		request_9	1590714974263	1590714974265	OK	 
REQUEST	195		CreateAirport	1590714974265	1590714974270	OK	 
USER	AirlineCreateAirport	526	START	1590714974338	1590714974338
REQUEST	526		Home	1590714974338	1590714974342	OK	 
REQUEST	266		request_10	1590714974349	1590714974353	OK	 
REQUEST	266		request_10 Redirect 1	1590714974353	1590714974357	OK	 
REQUEST	456		LoginAirline	1590714974360	1590714974362	OK	 
REQUEST	456		request_9	1590714974363	1590714974365	OK	 
REQUEST	196		CreateAirport	1590714974365	1590714974369	OK	 
USER	AirlineCreateAirport	527	START	1590714974439	1590714974439
REQUEST	527		Home	1590714974439	1590714974446	OK	 
REQUEST	267		request_10	1590714974449	1590714974453	OK	 
REQUEST	267		request_10 Redirect 1	1590714974453	1590714974457	OK	 
REQUEST	457		LoginAirline	1590714974460	1590714974463	OK	 
REQUEST	457		request_9	1590714974464	1590714974466	OK	 
REQUEST	197		CreateAirport	1590714974465	1590714974470	OK	 
USER	AirlineCreateAirport	528	START	1590714974540	1590714974540
REQUEST	528		Home	1590714974540	1590714974545	OK	 
REQUEST	268		request_10	1590714974545	1590714974550	OK	 
REQUEST	268		request_10 Redirect 1	1590714974550	1590714974553	OK	 
REQUEST	458		LoginAirline	1590714974555	1590714974558	OK	 
REQUEST	458		request_9	1590714974558	1590714974561	OK	 
REQUEST	198		CreateAirport	1590714974555	1590714974562	OK	 
USER	AirlineCreateAirport	529	START	1590714974639	1590714974639
REQUEST	529		Home	1590714974640	1590714974644	OK	 
REQUEST	269		request_10	1590714974650	1590714974655	OK	 
REQUEST	459		LoginAirline	1590714974655	1590714974658	OK	 
REQUEST	269		request_10 Redirect 1	1590714974655	1590714974661	OK	 
REQUEST	459		request_9	1590714974659	1590714974662	OK	 
REQUEST	199		CreateAirport	1590714974655	1590714974663	OK	 
USER	AirlineCreateAirport	530	START	1590714974738	1590714974738
REQUEST	530		Home	1590714974738	1590714974742	OK	 
REQUEST	270		request_10	1590714974748	1590714974752	OK	 
REQUEST	270		request_10 Redirect 1	1590714974753	1590714974756	OK	 
REQUEST	460		LoginAirline	1590714974759	1590714974762	OK	 
REQUEST	460		request_9	1590714974762	1590714974765	OK	 
REQUEST	200		CreateAirport	1590714974759	1590714974765	OK	 
USER	AirlineCreateAirport	531	START	1590714974838	1590714974838
REQUEST	531		Home	1590714974839	1590714974843	OK	 
REQUEST	271		request_10	1590714974849	1590714974854	OK	 
REQUEST	271		request_10 Redirect 1	1590714974855	1590714974859	OK	 
REQUEST	461		LoginAirline	1590714974860	1590714974863	OK	 
REQUEST	461		request_9	1590714974864	1590714974866	OK	 
REQUEST	201		CreateAirport	1590714974865	1590714974871	OK	 
USER	AirlineCreateAirport	532	START	1590714974930	1590714974930
REQUEST	532		Home	1590714974930	1590714974936	OK	 
REQUEST	462		LoginAirline	1590714974945	1590714974947	OK	 
REQUEST	462		request_9	1590714974948	1590714974950	OK	 
REQUEST	272		request_10	1590714974965	1590714974970	OK	 
REQUEST	202		CreateAirport	1590714974965	1590714974972	OK	 
REQUEST	272		request_10 Redirect 1	1590714974970	1590714974974	OK	 
USER	AirlineCreateAirport	533	START	1590714975027	1590714975027
REQUEST	533		Home	1590714975027	1590714975032	OK	 
REQUEST	463		LoginAirline	1590714975048	1590714975051	OK	 
REQUEST	463		request_9	1590714975051	1590714975053	OK	 
REQUEST	273		request_10	1590714975059	1590714975063	OK	 
REQUEST	273		request_10 Redirect 1	1590714975063	1590714975067	OK	 
REQUEST	203		CreateAirport	1590714975069	1590714975074	OK	 
USER	AirlineCreateAirport	534	START	1590714975126	1590714975126
REQUEST	534		Home	1590714975126	1590714975131	OK	 
REQUEST	464		LoginAirline	1590714975148	1590714975151	OK	 
REQUEST	464		request_9	1590714975151	1590714975153	OK	 
REQUEST	274		request_10	1590714975170	1590714975175	OK	 
REQUEST	274		request_10 Redirect 1	1590714975175	1590714975179	OK	 
REQUEST	204		CreateAirport	1590714975175	1590714975184	OK	 
USER	AirlineCreateAirport	535	START	1590714975228	1590714975228
REQUEST	535		Home	1590714975229	1590714975233	OK	 
REQUEST	465		LoginAirline	1590714975249	1590714975252	OK	 
REQUEST	465		request_9	1590714975252	1590714975255	OK	 
REQUEST	275		request_10	1590714975265	1590714975269	OK	 
REQUEST	205		CreateAirport	1590714975265	1590714975271	OK	 
REQUEST	275		request_10 Redirect 1	1590714975269	1590714975274	OK	 
USER	AirlineCreateAirport	536	START	1590714975329	1590714975329
REQUEST	536		Home	1590714975329	1590714975333	OK	 
REQUEST	466		LoginAirline	1590714975345	1590714975347	OK	 
REQUEST	466		request_9	1590714975347	1590714975349	OK	 
REQUEST	206		CreateAirport	1590714975355	1590714975359	OK	 
REQUEST	276		request_10	1590714975365	1590714975369	OK	 
REQUEST	276		request_10 Redirect 1	1590714975369	1590714975373	OK	 
USER	AirlineCreateAirport	537	START	1590714975428	1590714975428
REQUEST	537		Home	1590714975428	1590714975433	OK	 
REQUEST	467		LoginAirline	1590714975450	1590714975453	OK	 
REQUEST	467		request_9	1590714975453	1590714975455	OK	 
REQUEST	277		request_10	1590714975465	1590714975469	OK	 
REQUEST	207		CreateAirport	1590714975465	1590714975471	OK	 
REQUEST	277		request_10 Redirect 1	1590714975469	1590714975473	OK	 
USER	AirlineCreateAirport	538	START	1590714975530	1590714975530
REQUEST	538		Home	1590714975530	1590714975535	OK	 
REQUEST	468		LoginAirline	1590714975545	1590714975548	OK	 
REQUEST	468		request_9	1590714975548	1590714975550	OK	 
REQUEST	278		request_10	1590714975567	1590714975572	OK	 
REQUEST	208		CreateAirport	1590714975567	1590714975574	OK	 
REQUEST	278		request_10 Redirect 1	1590714975572	1590714975576	OK	 
USER	AirlineCreateAirport	539	START	1590714975630	1590714975630
REQUEST	539		Home	1590714975630	1590714975634	OK	 
REQUEST	469		LoginAirline	1590714975645	1590714975647	OK	 
REQUEST	469		request_9	1590714975648	1590714975650	OK	 
REQUEST	279		request_10	1590714975656	1590714975660	OK	 
REQUEST	209		CreateAirport	1590714975656	1590714975663	OK	 
REQUEST	279		request_10 Redirect 1	1590714975660	1590714975664	OK	 
USER	AirlineCreateAirport	540	START	1590714975730	1590714975730
REQUEST	540		Home	1590714975730	1590714975735	OK	 
REQUEST	470		LoginAirline	1590714975745	1590714975747	OK	 
REQUEST	470		request_9	1590714975748	1590714975750	OK	 
REQUEST	210		CreateAirport	1590714975756	1590714975760	OK	 
REQUEST	280		request_10	1590714975766	1590714975770	OK	 
REQUEST	280		request_10 Redirect 1	1590714975770	1590714975774	OK	 
USER	AirlineCreateAirport	541	START	1590714975829	1590714975829
REQUEST	541		Home	1590714975830	1590714975834	OK	 
REQUEST	471		LoginAirline	1590714975845	1590714975847	OK	 
REQUEST	471		request_9	1590714975848	1590714975850	OK	 
REQUEST	281		request_10	1590714975867	1590714975871	OK	 
REQUEST	281		request_10 Redirect 1	1590714975871	1590714975876	OK	 
REQUEST	211		CreateAirport	1590714975877	1590714975883	OK	 
USER	AirlineCreateAirport	542	START	1590714975924	1590714975924
REQUEST	542		Home	1590714975925	1590714975931	OK	 
REQUEST	472		LoginAirline	1590714975958	1590714975960	OK	 
REQUEST	282		request_10	1590714975958	1590714975962	OK	 
REQUEST	472		request_9	1590714975961	1590714975963	OK	 
REQUEST	282		request_10 Redirect 1	1590714975962	1590714975966	OK	 
REQUEST	212		CreateAirport	1590714975968	1590714975974	OK	 
USER	AirlineCreateAirport	543	START	1590714976025	1590714976025
REQUEST	543		Home	1590714976026	1590714976030	OK	 
REQUEST	473		LoginAirline	1590714976058	1590714976061	OK	 
REQUEST	283		request_10	1590714976058	1590714976063	OK	 
REQUEST	473		request_9	1590714976062	1590714976065	OK	 
REQUEST	283		request_10 Redirect 1	1590714976064	1590714976067	OK	 
REQUEST	213		CreateAirport	1590714976069	1590714976076	OK	 
USER	AirlineCreateAirport	544	START	1590714976127	1590714976127
REQUEST	544		Home	1590714976127	1590714976132	OK	 
REQUEST	474		LoginAirline	1590714976160	1590714976164	OK	 
REQUEST	284		request_10	1590714976160	1590714976165	OK	 
REQUEST	474		request_9	1590714976165	1590714976168	OK	 
REQUEST	284		request_10 Redirect 1	1590714976166	1590714976170	OK	 
REQUEST	214		CreateAirport	1590714976160	1590714976170	OK	 
USER	AirlineCreateAirport	545	START	1590714976227	1590714976227
REQUEST	545		Home	1590714976227	1590714976232	OK	 
REQUEST	475		LoginAirline	1590714976260	1590714976263	OK	 
REQUEST	285		request_10	1590714976260	1590714976265	OK	 
REQUEST	475		request_9	1590714976264	1590714976266	OK	 
REQUEST	285		request_10 Redirect 1	1590714976266	1590714976270	OK	 
REQUEST	215		CreateAirport	1590714976265	1590714976271	OK	 
USER	AirlineCreateAirport	546	START	1590714976329	1590714976329
REQUEST	546		Home	1590714976329	1590714976334	OK	 
REQUEST	476		LoginAirline	1590714976355	1590714976358	OK	 
REQUEST	286		request_10	1590714976355	1590714976360	OK	 
REQUEST	476		request_9	1590714976358	1590714976361	OK	 
REQUEST	286		request_10 Redirect 1	1590714976360	1590714976364	OK	 
REQUEST	216		CreateAirport	1590714976366	1590714976370	OK	 
USER	AirlineCreateAirport	547	START	1590714976424	1590714976424
REQUEST	547		Home	1590714976425	1590714976430	OK	 
REQUEST	477		LoginAirline	1590714976455	1590714976459	OK	 
REQUEST	287		request_10	1590714976455	1590714976461	OK	 
REQUEST	477		request_9	1590714976459	1590714976462	OK	 
REQUEST	217		CreateAirport	1590714976455	1590714976465	OK	 
REQUEST	287		request_10 Redirect 1	1590714976461	1590714976466	OK	 
USER	AirlineCreateAirport	548	START	1590714976524	1590714976524
REQUEST	548		Home	1590714976525	1590714976529	OK	 
REQUEST	478		LoginAirline	1590714976555	1590714976558	OK	 
REQUEST	288		request_10	1590714976555	1590714976560	OK	 
REQUEST	478		request_9	1590714976559	1590714976562	OK	 
REQUEST	288		request_10 Redirect 1	1590714976561	1590714976565	OK	 
REQUEST	218		CreateAirport	1590714976566	1590714976571	OK	 
USER	AirlineCreateAirport	549	START	1590714976624	1590714976624
REQUEST	549		Home	1590714976625	1590714976629	OK	 
REQUEST	289		request_10	1590714976645	1590714976650	OK	 
REQUEST	289		request_10 Redirect 1	1590714976650	1590714976653	OK	 
REQUEST	479		LoginAirline	1590714976656	1590714976659	OK	 
REQUEST	479		request_9	1590714976659	1590714976661	OK	 
REQUEST	219		CreateAirport	1590714976667	1590714976672	OK	 
USER	AirlineCreateAirport	550	START	1590714976725	1590714976725
REQUEST	550		Home	1590714976725	1590714976729	OK	 
REQUEST	480		LoginAirline	1590714976757	1590714976761	OK	 
REQUEST	290		request_10	1590714976757	1590714976763	OK	 
REQUEST	480		request_9	1590714976762	1590714976764	OK	 
REQUEST	220		CreateAirport	1590714976757	1590714976767	OK	 
REQUEST	290		request_10 Redirect 1	1590714976763	1590714976768	OK	 
USER	AirlineCreateAirport	551	START	1590714976824	1590714976824
REQUEST	551		Home	1590714976825	1590714976829	OK	 
REQUEST	291		request_10	1590714976856	1590714976861	OK	 
REQUEST	481		LoginAirline	1590714976856	1590714976862	OK	 
REQUEST	481		request_9	1590714976862	1590714976865	OK	 
REQUEST	221		CreateAirport	1590714976856	1590714976866	OK	 
REQUEST	291		request_10 Redirect 1	1590714976861	1590714976867	OK	 
USER	AirlineCreateAirport	552	START	1590714976939	1590714976939
REQUEST	552		Home	1590714976939	1590714976944	OK	 
REQUEST	482		LoginAirline	1590714976950	1590714976952	OK	 
REQUEST	482		request_9	1590714976953	1590714976955	OK	 
REQUEST	292		request_10	1590714976965	1590714976969	OK	 
REQUEST	222		CreateAirport	1590714976965	1590714976973	OK	 
REQUEST	292		request_10 Redirect 1	1590714976970	1590714976974	OK	 
USER	AirlineCreateAirport	553	START	1590714977040	1590714977040
REQUEST	553		Home	1590714977040	1590714977045	OK	 
REQUEST	483		LoginAirline	1590714977045	1590714977047	OK	 
REQUEST	483		request_9	1590714977047	1590714977049	OK	 
REQUEST	293		request_10	1590714977065	1590714977069	OK	 
REQUEST	293		request_10 Redirect 1	1590714977070	1590714977073	OK	 
REQUEST	223		CreateAirport	1590714977096	1590714977101	OK	 
USER	AirlineCreateAirport	554	START	1590714977140	1590714977140
REQUEST	554		Home	1590714977140	1590714977146	OK	 
REQUEST	484		LoginAirline	1590714977145	1590714977147	OK	 
REQUEST	484		request_9	1590714977148	1590714977150	OK	 
REQUEST	294		request_10	1590714977166	1590714977171	OK	 
REQUEST	294		request_10 Redirect 1	1590714977171	1590714977175	OK	 
REQUEST	224		CreateAirport	1590714977177	1590714977183	OK	 
USER	AirlineCreateAirport	555	START	1590714977235	1590714977235
REQUEST	485		LoginAirline	1590714977235	1590714977240	OK	 
REQUEST	555		Home	1590714977235	1590714977244	OK	 
REQUEST	485		request_9	1590714977241	1590714977245	OK	 
REQUEST	295		request_10	1590714977267	1590714977271	OK	 
REQUEST	295		request_10 Redirect 1	1590714977272	1590714977275	OK	 
REQUEST	225		CreateAirport	1590714977278	1590714977282	OK	 
USER	AirlineCreateAirport	556	START	1590714977336	1590714977336
REQUEST	556		Home	1590714977337	1590714977341	OK	 
REQUEST	486		LoginAirline	1590714977347	1590714977350	OK	 
REQUEST	486		request_9	1590714977350	1590714977353	OK	 
REQUEST	296		request_10	1590714977369	1590714977374	OK	 
REQUEST	296		request_10 Redirect 1	1590714977374	1590714977377	OK	 
REQUEST	226		CreateAirport	1590714977385	1590714977389	OK	 
USER	AirlineCreateAirport	557	START	1590714977439	1590714977439
REQUEST	557		Home	1590714977439	1590714977444	OK	 
REQUEST	487		LoginAirline	1590714977450	1590714977453	OK	 
REQUEST	487		request_9	1590714977454	1590714977456	OK	 
REQUEST	297		request_10	1590714977476	1590714977481	OK	 
REQUEST	227		CreateAirport	1590714977476	1590714977483	OK	 
REQUEST	297		request_10 Redirect 1	1590714977481	1590714977486	OK	 
USER	AirlineCreateAirport	558	START	1590714977534	1590714977534
REQUEST	558		Home	1590714977535	1590714977539	OK	 
REQUEST	488		LoginAirline	1590714977545	1590714977547	OK	 
REQUEST	488		request_9	1590714977547	1590714977549	OK	 
REQUEST	298		request_10	1590714977565	1590714977570	OK	 
REQUEST	298		request_10 Redirect 1	1590714977570	1590714977573	OK	 
REQUEST	228		CreateAirport	1590714977575	1590714977580	OK	 
USER	AirlineCreateAirport	559	START	1590714977639	1590714977639
REQUEST	559		Home	1590714977639	1590714977644	OK	 
REQUEST	489		LoginAirline	1590714977649	1590714977652	OK	 
REQUEST	489		request_9	1590714977652	1590714977654	OK	 
REQUEST	299		request_10	1590714977665	1590714977669	OK	 
REQUEST	299		request_10 Redirect 1	1590714977669	1590714977672	OK	 
REQUEST	229		CreateAirport	1590714977675	1590714977679	OK	 
