ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AirlineRegistraVuelo	airlineregistravuelo	1588724354053	 	3.3.1
REQUEST	3582		FlightShow Redirect 1	1588724515870	1588724515872	OK	 
USER	AirlineRegistraVuelo	3083	END	1588724416848	1588724515885
USER	AirlineRegistraVuelo	3084	END	1588724416869	1588724515895
REQUEST	3583		FlightShow	1588724515895	1588724515896	OK	 
REQUEST	3583		FlightShow Redirect 1	1588724515896	1588724515897	OK	 
REQUEST	3584		FlightShow	1588724515917	1588724515917	OK	 
REQUEST	3584		FlightShow Redirect 1	1588724515918	1588724515918	OK	 
USER	AirlineRegistraVuelo	3085	END	1588724416890	1588724515938
REQUEST	3585		FlightShow	1588724515938	1588724515939	OK	 
REQUEST	3585		FlightShow Redirect 1	1588724515939	1588724515940	OK	 
USER	AirlineRegistraVuelo	3086	END	1588724416904	1588724515949
REQUEST	3586		FlightShow	1588724515959	1588724515960	OK	 
REQUEST	3586		FlightShow Redirect 1	1588724515960	1588724515960	OK	 
USER	AirlineRegistraVuelo	3087	END	1588724416925	1588724515970
REQUEST	3587		FlightShow	1588724515970	1588724515971	OK	 
REQUEST	3587		FlightShow Redirect 1	1588724515971	1588724515972	OK	 
USER	AirlineRegistraVuelo	3088	END	1588724416947	1588724515984
REQUEST	3588		FlightShow	1588724515995	1588724515995	OK	 
REQUEST	3588		FlightShow Redirect 1	1588724515995	1588724515996	OK	 
USER	AirlineRegistraVuelo	3089	END	1588724416969	1588724516005
REQUEST	3589		FlightShow	1588724516016	1588724516016	OK	 
REQUEST	3589		FlightShow Redirect 1	1588724516016	1588724516017	OK	 
USER	AirlineRegistraVuelo	3090	END	1588724416984	1588724516027
REQUEST	3590		FlightShow	1588724516037	1588724516038	OK	 
REQUEST	3590		FlightShow Redirect 1	1588724516038	1588724516038	OK	 
USER	AirlineRegistraVuelo	3091	END	1588724417005	1588724516048
REQUEST	3591		FlightShow	1588724516059	1588724516060	OK	 
REQUEST	3591		FlightShow Redirect 1	1588724516060	1588724516060	OK	 
USER	AirlineRegistraVuelo	3092	END	1588724417027	1588724516069
USER	AirlineRegistraVuelo	3093	END	1588724417049	1588724516084
REQUEST	3593		FlightShow	1588724516084	1588724516085	OK	 
REQUEST	3592		FlightShow	1588724516084	1588724516086	OK	 
REQUEST	3593		FlightShow Redirect 1	1588724516085	1588724516086	OK	 
REQUEST	3592		FlightShow Redirect 1	1588724516086	1588724516087	OK	 
USER	AirlineRegistraVuelo	3094	END	1588724417064	1588724516105
REQUEST	3594		FlightShow	1588724516115	1588724516116	OK	 
REQUEST	3594		FlightShow Redirect 1	1588724516116	1588724516117	OK	 
USER	AirlineRegistraVuelo	3095	END	1588724417086	1588724516126
USER	AirlineRegistraVuelo	3096	END	1588724417108	1588724516137
REQUEST	3595		FlightShow	1588724516137	1588724516137	OK	 
REQUEST	3595		FlightShow Redirect 1	1588724516138	1588724516138	OK	 
REQUEST	3596		FlightShow	1588724516147	1588724516148	OK	 
REQUEST	3596		FlightShow Redirect 1	1588724516148	1588724516149	OK	 
REQUEST	3597		FlightShow	1588724516167	1588724516168	OK	 
REQUEST	3597		FlightShow Redirect 1	1588724516168	1588724516169	OK	 
USER	AirlineRegistraVuelo	3097	END	1588724417129	1588724516178
USER	AirlineRegistraVuelo	3098	END	1588724417144	1588724516189
REQUEST	3598		FlightShow	1588724516200	1588724516201	OK	 
REQUEST	3598		FlightShow Redirect 1	1588724516201	1588724516202	OK	 
USER	AirlineRegistraVuelo	3099	END	1588724417165	1588724516204
REQUEST	3599		FlightShow	1588724516214	1588724516215	OK	 
REQUEST	3599		FlightShow Redirect 1	1588724516215	1588724516216	OK	 
USER	AirlineRegistraVuelo	3100	END	1588724417187	1588724516225
USER	AirlineRegistraVuelo	3101	END	1588724417209	1588724516235
REQUEST	3600		FlightShow	1588724516235	1588724516236	OK	 
REQUEST	3600		FlightShow Redirect 1	1588724516236	1588724516237	OK	 
REQUEST	3601		FlightShow	1588724516246	1588724516246	OK	 
REQUEST	3601		FlightShow Redirect 1	1588724516246	1588724516247	OK	 
USER	AirlineRegistraVuelo	3102	END	1588724417224	1588724516267
REQUEST	3603		FlightShow	1588724516278	1588724516279	OK	 
REQUEST	3602		FlightShow	1588724516278	1588724516280	OK	 
REQUEST	3602		FlightShow Redirect 1	1588724516280	1588724516281	OK	 
REQUEST	3603		FlightShow Redirect 1	1588724516279	1588724516281	OK	 
USER	AirlineRegistraVuelo	3103	END	1588724417245	1588724516288
REQUEST	3604		FlightShow	1588724516299	1588724516300	OK	 
REQUEST	3604		FlightShow Redirect 1	1588724516300	1588724516301	OK	 
USER	AirlineRegistraVuelo	3104	END	1588724417266	1588724516309
REQUEST	3605		FlightShow	1588724516320	1588724516320	OK	 
REQUEST	3605		FlightShow Redirect 1	1588724516320	1588724516321	OK	 
REQUEST	3606		FlightShow	1588724516334	1588724516335	OK	 
REQUEST	3606		FlightShow Redirect 1	1588724516335	1588724516336	OK	 
USER	AirlineRegistraVuelo	3106	END	1588724417304	1588724516345
USER	AirlineRegistraVuelo	3105	END	1588724417288	1588724516345
REQUEST	3607		FlightShow	1588724516355	1588724516355	OK	 
REQUEST	3607		FlightShow Redirect 1	1588724516355	1588724516356	OK	 
USER	AirlineRegistraVuelo	3107	END	1588724417325	1588724516366
REQUEST	3608		FlightShow	1588724516376	1588724516377	OK	 
REQUEST	3608		FlightShow Redirect 1	1588724516377	1588724516378	OK	 
USER	AirlineRegistraVuelo	3108	END	1588724417347	1588724516386
REQUEST	3609		FlightShow	1588724516397	1588724516397	OK	 
REQUEST	3609		FlightShow Redirect 1	1588724516397	1588724516398	OK	 
USER	AirlineRegistraVuelo	3109	END	1588724417368	1588724516407
REQUEST	3610		FlightShow	1588724516418	1588724516419	OK	 
REQUEST	3610		FlightShow Redirect 1	1588724516419	1588724516420	OK	 
USER	AirlineRegistraVuelo	3110	END	1588724417390	1588724516428
USER	AirlineRegistraVuelo	3111	END	1588724417404	1588724516439
REQUEST	3611		FlightShow	1588724516439	1588724516440	OK	 
REQUEST	3611		FlightShow Redirect 1	1588724516440	1588724516441	OK	 
REQUEST	3612		FlightShow	1588724516464	1588724516465	OK	 
REQUEST	3612		FlightShow Redirect 1	1588724516465	1588724516467	OK	 
USER	AirlineRegistraVuelo	3112	END	1588724417426	1588724516474
REQUEST	3613		FlightShow	1588724516474	1588724516475	OK	 
REQUEST	3613		FlightShow Redirect 1	1588724516475	1588724516476	OK	 
USER	AirlineRegistraVuelo	3113	END	1588724417447	1588724516495
REQUEST	3614		FlightShow	1588724516495	1588724516496	OK	 
REQUEST	3614		FlightShow Redirect 1	1588724516496	1588724516497	OK	 
USER	AirlineRegistraVuelo	3114	END	1588724417469	1588724516506
REQUEST	3615		FlightShow	1588724516517	1588724516517	OK	 
REQUEST	3615		FlightShow Redirect 1	1588724516517	1588724516518	OK	 
USER	AirlineRegistraVuelo	3115	END	1588724417490	1588724516527
REQUEST	3616		FlightShow	1588724516527	1588724516528	OK	 
REQUEST	3616		FlightShow Redirect 1	1588724516528	1588724516529	OK	 
USER	AirlineRegistraVuelo	3116	END	1588724417504	1588724516548
REQUEST	3617		FlightShow	1588724516548	1588724516549	OK	 
REQUEST	3617		FlightShow Redirect 1	1588724516549	1588724516550	OK	 
USER	AirlineRegistraVuelo	3117	END	1588724417526	1588724516568
REQUEST	3618		FlightShow	1588724516579	1588724516580	OK	 
REQUEST	3618		FlightShow Redirect 1	1588724516580	1588724516581	OK	 
USER	AirlineRegistraVuelo	3118	END	1588724417547	1588724516590
USER	AirlineRegistraVuelo	3119	END	1588724417568	1588724516594
REQUEST	3619		FlightShow	1588724516594	1588724516595	OK	 
REQUEST	3619		FlightShow Redirect 1	1588724516595	1588724516596	OK	 
USER	AirlineRegistraVuelo	3120	END	1588724417589	1588724516614
REQUEST	3620		FlightShow	1588724516614	1588724516615	OK	 
REQUEST	3620		FlightShow Redirect 1	1588724516615	1588724516616	OK	 
REQUEST	3621		FlightShow	1588724516635	1588724516635	OK	 
REQUEST	3621		FlightShow Redirect 1	1588724516635	1588724516636	OK	 
USER	AirlineRegistraVuelo	3121	END	1588724417604	1588724516646
REQUEST	3622		FlightShow	1588724516646	1588724516646	OK	 
REQUEST	3622		FlightShow Redirect 1	1588724516646	1588724516647	OK	 
USER	AirlineRegistraVuelo	3122	END	1588724417625	1588724516667
REQUEST	3623		FlightShow	1588724516666	1588724516668	OK	 
REQUEST	3623		FlightShow Redirect 1	1588724516668	1588724516669	OK	 
USER	AirlineRegistraVuelo	3123	END	1588724417647	1588724516688
REQUEST	3624		FlightShow	1588724516699	1588724516700	OK	 
REQUEST	3624		FlightShow Redirect 1	1588724516700	1588724516701	OK	 
USER	AirlineRegistraVuelo	3124	END	1588724417668	1588724516704
USER	AirlineRegistraVuelo	3125	END	1588724417689	1588724516714
REQUEST	3625		FlightShow	1588724516714	1588724516716	OK	 
REQUEST	3625		FlightShow Redirect 1	1588724516716	1588724516716	OK	 
REQUEST	3626		FlightShow	1588724516735	1588724516736	OK	 
REQUEST	3626		FlightShow Redirect 1	1588724516736	1588724516737	OK	 
USER	AirlineRegistraVuelo	3126	END	1588724417704	1588724516746
REQUEST	3627		FlightShow	1588724516745	1588724516746	OK	 
REQUEST	3627		FlightShow Redirect 1	1588724516746	1588724516747	OK	 
REQUEST	3628		FlightShow	1588724516756	1588724516757	OK	 
REQUEST	3628		FlightShow Redirect 1	1588724516757	1588724516758	OK	 
USER	AirlineRegistraVuelo	3127	END	1588724417726	1588724516767
USER	AirlineRegistraVuelo	3128	END	1588724417746	1588724516788
REQUEST	3629		FlightShow	1588724516799	1588724516800	OK	 
REQUEST	3629		FlightShow Redirect 1	1588724516800	1588724516801	OK	 
USER	AirlineRegistraVuelo	3129	END	1588724417768	1588724516810
REQUEST	3630		FlightShow	1588724516814	1588724516815	OK	 
REQUEST	3630		FlightShow Redirect 1	1588724516815	1588724516816	OK	 
USER	AirlineRegistraVuelo	3130	END	1588724417789	1588724516825
USER	AirlineRegistraVuelo	3131	END	1588724417804	1588724516836
REQUEST	3631		FlightShow	1588724516836	1588724516838	OK	 
REQUEST	3631		FlightShow Redirect 1	1588724516838	1588724516838	OK	 
REQUEST	3632		FlightShow	1588724516847	1588724516848	OK	 
REQUEST	3632		FlightShow Redirect 1	1588724516848	1588724516849	OK	 
REQUEST	3633		FlightShow	1588724516857	1588724516858	OK	 
REQUEST	3633		FlightShow Redirect 1	1588724516858	1588724516859	OK	 
USER	AirlineRegistraVuelo	3132	END	1588724417825	1588724516867
USER	AirlineRegistraVuelo	3133	END	1588724417847	1588724516888
REQUEST	3634		FlightShow	1588724516909	1588724516910	OK	 
REQUEST	3634		FlightShow Redirect 1	1588724516910	1588724516911	OK	 
REQUEST	3635		FlightShow	1588724516914	1588724516915	OK	 
REQUEST	3635		FlightShow Redirect 1	1588724516915	1588724516916	OK	 
USER	AirlineRegistraVuelo	3135	END	1588724417889	1588724516935
USER	AirlineRegistraVuelo	3134	END	1588724417868	1588724516935
REQUEST	3636		FlightShow	1588724516935	1588724516936	OK	 
REQUEST	3636		FlightShow Redirect 1	1588724516936	1588724516937	OK	 
USER	AirlineRegistraVuelo	3136	END	1588724417904	1588724516946
REQUEST	3637		FlightShow	1588724516956	1588724516957	OK	 
REQUEST	3637		FlightShow Redirect 1	1588724516957	1588724516958	OK	 
USER	AirlineRegistraVuelo	3137	END	1588724417926	1588724516976
REQUEST	3638		FlightShow	1588724516976	1588724516978	OK	 
REQUEST	3638		FlightShow Redirect 1	1588724516978	1588724516979	OK	 
USER	AirlineRegistraVuelo	3138	END	1588724417946	1588724516987
REQUEST	3639		FlightShow	1588724516998	1588724516999	OK	 
REQUEST	3639		FlightShow Redirect 1	1588724516999	1588724517000	OK	 
USER	AirlineRegistraVuelo	3139	END	1588724417968	1588724517008
REQUEST	3640		FlightShow	1588724517019	1588724517020	OK	 
REQUEST	3640		FlightShow Redirect 1	1588724517020	1588724517021	OK	 
USER	AirlineRegistraVuelo	3140	END	1588724417989	1588724517030
REQUEST	3641		FlightShow	1588724517034	1588724517035	OK	 
REQUEST	3641		FlightShow Redirect 1	1588724517035	1588724517036	OK	 
USER	AirlineRegistraVuelo	3141	END	1588724418004	1588724517044
REQUEST	3642		FlightShow	1588724517044	1588724517045	OK	 
REQUEST	3642		FlightShow Redirect 1	1588724517045	1588724517046	OK	 
USER	AirlineRegistraVuelo	3142	END	1588724418025	1588724517054
REQUEST	3643		FlightShow	1588724517075	1588724517076	OK	 
REQUEST	3643		FlightShow Redirect 1	1588724517076	1588724517077	OK	 
REQUEST	3644		FlightShow	1588724517086	1588724517087	OK	 
REQUEST	3644		FlightShow Redirect 1	1588724517087	1588724517088	OK	 
USER	AirlineRegistraVuelo	3143	END	1588724418047	1588724517097
USER	AirlineRegistraVuelo	3144	END	1588724418069	1588724517108
REQUEST	3645		FlightShow	1588724517108	1588724517109	OK	 
REQUEST	3645		FlightShow Redirect 1	1588724517109	1588724517110	OK	 
USER	AirlineRegistraVuelo	3145	END	1588724418084	1588724517130
USER	AirlineRegistraVuelo	3146	END	1588724418105	1588724517144
USER	AirlineRegistraVuelo	3147	END	1588724418126	1588724517165
USER	AirlineRegistraVuelo	3148	END	1588724418148	1588724517186
USER	AirlineRegistraVuelo	3149	END	1588724418169	1588724517196
USER	AirlineRegistraVuelo	3150	END	1588724418184	1588724517228
USER	AirlineRegistraVuelo	3151	END	1588724418206	1588724517249
USER	AirlineRegistraVuelo	3152	END	1588724418227	1588724517264
USER	AirlineRegistraVuelo	3153	END	1588724418249	1588724517285
USER	AirlineRegistraVuelo	3154	END	1588724418264	1588724517307
USER	AirlineRegistraVuelo	3155	END	1588724418285	1588724517328
USER	AirlineRegistraVuelo	3156	END	1588724418307	1588724517349
USER	AirlineRegistraVuelo	3157	END	1588724418329	1588724517374
USER	AirlineRegistraVuelo	3158	END	1588724418344	1588724517384
REQUEST	3658		FlightShow	1588724517384	1588724517385	OK	 
REQUEST	3655		FlightShow	1588724517384	1588724517386	OK	 
REQUEST	3658		FlightShow Redirect 1	1588724517385	1588724517386	OK	 
REQUEST	3655		FlightShow Redirect 1	1588724517386	1588724517387	OK	 
USER	AirlineRegistraVuelo	3159	END	1588724418365	1588724517404
USER	AirlineRegistraVuelo	3160	END	1588724418387	1588724517425
REQUEST	3652		FlightShow	1588724517435	1588724517436	OK	 
REQUEST	3652		FlightShow Redirect 1	1588724517436	1588724517436	OK	 
USER	AirlineRegistraVuelo	3161	END	1588724418408	1588724517445
REQUEST	3654		FlightShow	1588724517445	1588724517446	OK	 
REQUEST	3649		FlightShow	1588724517445	1588724517447	OK	 
REQUEST	3648		FlightShow	1588724517445	1588724517447	OK	 
REQUEST	3650		FlightShow	1588724517445	1588724517447	OK	 
REQUEST	3646		FlightShow	1588724517445	1588724517447	OK	 
REQUEST	3654		FlightShow Redirect 1	1588724517446	1588724517447	OK	 
REQUEST	3648		FlightShow Redirect 1	1588724517447	1588724517448	OK	 
REQUEST	3649		FlightShow Redirect 1	1588724517447	1588724517448	OK	 
REQUEST	3650		FlightShow Redirect 1	1588724517447	1588724517448	OK	 
REQUEST	3646		FlightShow Redirect 1	1588724517447	1588724517448	OK	 
REQUEST	3653		FlightShow	1588724517456	1588724517457	OK	 
REQUEST	3647		FlightShow	1588724517456	1588724517457	OK	 
REQUEST	3656		FlightShow	1588724517456	1588724517458	OK	 
REQUEST	3653		FlightShow Redirect 1	1588724517457	1588724517458	OK	 
REQUEST	3647		FlightShow Redirect 1	1588724517457	1588724517458	OK	 
REQUEST	3656		FlightShow Redirect 1	1588724517458	1588724517459	OK	 
REQUEST	3657		FlightShow	1588724517466	1588724517467	OK	 
REQUEST	3657		FlightShow Redirect 1	1588724517467	1588724517468	OK	 
USER	AirlineRegistraVuelo	3162	END	1588724418430	1588724517477
REQUEST	3661		FlightShow	1588724517477	1588724517478	OK	 
REQUEST	3660		FlightShow	1588724517477	1588724517479	OK	 
REQUEST	3651		FlightShow	1588724517477	1588724517479	OK	 
REQUEST	3661		FlightShow Redirect 1	1588724517478	1588724517479	OK	 
REQUEST	3660		FlightShow Redirect 1	1588724517479	1588724517480	OK	 
REQUEST	3651		FlightShow Redirect 1	1588724517479	1588724517480	OK	 
USER	AirlineRegistraVuelo	3163	END	1588724418444	1588724517487
REQUEST	3663		FlightShow	1588724517487	1588724517488	OK	 
REQUEST	3659		FlightShow	1588724517487	1588724517488	OK	 
REQUEST	3662		FlightShow	1588724517487	1588724517488	OK	 
REQUEST	3663		FlightShow Redirect 1	1588724517488	1588724517489	OK	 
REQUEST	3662		FlightShow Redirect 1	1588724517488	1588724517490	OK	 
REQUEST	3659		FlightShow Redirect 1	1588724517488	1588724517490	OK	 
USER	AirlineRegistraVuelo	3164	END	1588724418465	1588724517508
REQUEST	3664		FlightShow	1588724517508	1588724517509	OK	 
REQUEST	3664		FlightShow Redirect 1	1588724517509	1588724517510	OK	 
USER	AirlineRegistraVuelo	3165	END	1588724418486	1588724517529
REQUEST	3665		FlightShow	1588724517529	1588724517530	OK	 
REQUEST	3665		FlightShow Redirect 1	1588724517530	1588724517531	OK	 
USER	AirlineRegistraVuelo	3166	END	1588724418507	1588724517549
REQUEST	3666		FlightShow	1588724517549	1588724517550	OK	 
REQUEST	3666		FlightShow Redirect 1	1588724517550	1588724517551	OK	 
REQUEST	3667		FlightShow	1588724517554	1588724517555	OK	 
REQUEST	3667		FlightShow Redirect 1	1588724517555	1588724517555	OK	 
USER	AirlineRegistraVuelo	3167	END	1588724418529	1588724517564
REQUEST	3668		FlightShow	1588724517586	1588724517587	OK	 
REQUEST	3668		FlightShow Redirect 1	1588724517587	1588724517587	OK	 
USER	AirlineRegistraVuelo	3168	END	1588724418544	1588724517596
REQUEST	3669		FlightShow	1588724517596	1588724517597	OK	 
REQUEST	3669		FlightShow Redirect 1	1588724517597	1588724517598	OK	 
USER	AirlineRegistraVuelo	3169	END	1588724418567	1588724517617
REQUEST	3670		FlightShow	1588724517617	1588724517618	OK	 
REQUEST	3670		FlightShow Redirect 1	1588724517618	1588724517618	OK	 
USER	AirlineRegistraVuelo	3170	END	1588724418589	1588724517638
USER	AirlineRegistraVuelo	3171	END	1588724418610	1588724517648
REQUEST	3671		FlightShow	1588724517648	1588724517649	OK	 
REQUEST	3671		FlightShow Redirect 1	1588724517649	1588724517650	OK	 
USER	AirlineRegistraVuelo	3172	END	1588724418624	1588724517669
REQUEST	3672		FlightShow	1588724517669	1588724517670	OK	 
REQUEST	3672		FlightShow Redirect 1	1588724517670	1588724517671	OK	 
REQUEST	3673		FlightShow	1588724517680	1588724517681	OK	 
REQUEST	3673		FlightShow Redirect 1	1588724517681	1588724517682	OK	 
USER	AirlineRegistraVuelo	3173	END	1588724418645	1588724517684
USER	AirlineRegistraVuelo	3174	END	1588724418666	1588724517705
REQUEST	3674		FlightShow	1588724517705	1588724517706	OK	 
REQUEST	3674		FlightShow Redirect 1	1588724517706	1588724517707	OK	 
USER	AirlineRegistraVuelo	3175	END	1588724418688	1588724517716
REQUEST	3675		FlightShow	1588724517726	1588724517727	OK	 
REQUEST	3675		FlightShow Redirect 1	1588724517727	1588724517728	OK	 
REQUEST	3676		FlightShow	1588724517747	1588724517748	OK	 
REQUEST	3676		FlightShow Redirect 1	1588724517748	1588724517749	OK	 
USER	AirlineRegistraVuelo	3176	END	1588724418709	1588724517757
REQUEST	3677		FlightShow	1588724517757	1588724517758	OK	 
REQUEST	3677		FlightShow Redirect 1	1588724517758	1588724517759	OK	 
USER	AirlineRegistraVuelo	3177	END	1588724418724	1588724517768
USER	AirlineRegistraVuelo	3178	END	1588724418745	1588724517790
REQUEST	3678		FlightShow	1588724517789	1588724517791	OK	 
REQUEST	3678		FlightShow Redirect 1	1588724517791	1588724517791	OK	 
USER	AirlineRegistraVuelo	3179	END	1588724418766	1588724517804
REQUEST	3679		FlightShow	1588724517804	1588724517805	OK	 
REQUEST	3679		FlightShow Redirect 1	1588724517805	1588724517806	OK	 
USER	AirlineRegistraVuelo	3180	END	1588724418787	1588724517824
REQUEST	3680		FlightShow	1588724517824	1588724517825	OK	 
REQUEST	3680		FlightShow Redirect 1	1588724517825	1588724517826	OK	 
REQUEST	3681		FlightShow	1588724517834	1588724517835	OK	 
REQUEST	3681		FlightShow Redirect 1	1588724517835	1588724517836	OK	 
USER	AirlineRegistraVuelo	3181	END	1588724418808	1588724517856
USER	AirlineRegistraVuelo	3182	END	1588724418824	1588724517866
REQUEST	3682		FlightShow	1588724517866	1588724517867	OK	 
REQUEST	3682		FlightShow Redirect 1	1588724517867	1588724517868	OK	 
USER	AirlineRegistraVuelo	3183	END	1588724418845	1588724517887
REQUEST	3683		FlightShow	1588724517887	1588724517888	OK	 
REQUEST	3683		FlightShow Redirect 1	1588724517888	1588724517889	OK	 
REQUEST	3684		FlightShow	1588724517897	1588724517898	OK	 
REQUEST	3684		FlightShow Redirect 1	1588724517898	1588724517899	OK	 
USER	AirlineRegistraVuelo	3184	END	1588724418867	1588724517908
USER	AirlineRegistraVuelo	3185	END	1588724418889	1588724517919
