ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AirlineConsultaVuelo	airlineconsultavuelo	1588727335374	 	3.3.1
USER	AirlineConsultaVuelo	4766	START	1588727431928	1588727431928
REQUEST	4415		Login	1588727431928	1588727431929	OK	 
REQUEST	2265		ListMyFlights	1588727431928	1588727431930	OK	 
REQUEST	2265		ListMyFlights Redirect 1	1588727431930	1588727431931	OK	 
REQUEST	4766		Home	1588727431929	1588727431932	OK	 
USER	AirlineConsultaVuelo	1114	END	1588727358900	1588727431939
REQUEST	3715		AirlineLogged	1588727431939	1588727431940	OK	 
REQUEST	3715		AirlineLogged Redirect 1	1588727431940	1588727431941	OK	 
REQUEST	4416		Login	1588727431939	1588727431941	OK	 
USER	AirlineConsultaVuelo	1115	END	1588727358916	1588727431949
USER	AirlineConsultaVuelo	4767	START	1588727431949	1588727431949
REQUEST	2266		ListMyFlights	1588727431949	1588727431950	OK	 
REQUEST	2266		ListMyFlights Redirect 1	1588727431950	1588727431951	OK	 
REQUEST	4767		Home	1588727431949	1588727431952	OK	 
REQUEST	3716		AirlineLogged	1588727431960	1588727431961	OK	 
REQUEST	3716		AirlineLogged Redirect 1	1588727431961	1588727431962	OK	 
REQUEST	1516		ShowFlight	1588727431960	1588727431963	OK	 
USER	AirlineConsultaVuelo	1116	END	1588727358937	1588727431971
USER	AirlineConsultaVuelo	4768	START	1588727431970	1588727431970
REQUEST	4417		Login	1588727431971	1588727431971	OK	 
REQUEST	2267		ListMyFlights	1588727431971	1588727431972	OK	 
REQUEST	4768		Home	1588727431971	1588727431973	OK	 
REQUEST	2267		ListMyFlights Redirect 1	1588727431972	1588727431974	OK	 
REQUEST	4418		Login	1588727431981	1588727431982	OK	 
REQUEST	2268		ListMyFlights	1588727431981	1588727431982	OK	 
REQUEST	3717		AirlineLogged	1588727431981	1588727431983	OK	 
REQUEST	2268		ListMyFlights Redirect 1	1588727431982	1588727431983	OK	 
REQUEST	1517		ShowFlight	1588727431981	1588727431984	OK	 
REQUEST	3717		AirlineLogged Redirect 1	1588727431983	1588727431986	OK	 
USER	AirlineConsultaVuelo	1117	END	1588727358958	1588727431992
USER	AirlineConsultaVuelo	4769	START	1588727431992	1588727431992
REQUEST	3718		AirlineLogged	1588727431992	1588727431993	OK	 
REQUEST	3718		AirlineLogged Redirect 1	1588727431993	1588727431994	OK	 
REQUEST	4769		Home	1588727431992	1588727431994	OK	 
REQUEST	1518		ShowFlight	1588727431996	1588727431998	OK	 
USER	AirlineConsultaVuelo	1118	END	1588727358979	1588727432006
USER	AirlineConsultaVuelo	4770	START	1588727432006	1588727432006
REQUEST	4419		Login	1588727432006	1588727432007	OK	 
REQUEST	2269		ListMyFlights	1588727432006	1588727432007	OK	 
REQUEST	3719		AirlineLogged	1588727432006	1588727432008	OK	 
REQUEST	1519		ShowFlight	1588727432006	1588727432009	OK	 
REQUEST	4770		Home	1588727432006	1588727432009	OK	 
REQUEST	2269		ListMyFlights Redirect 1	1588727432007	1588727432010	OK	 
REQUEST	3719		AirlineLogged Redirect 1	1588727432008	1588727432010	OK	 
USER	AirlineConsultaVuelo	1119	END	1588727358999	1588727432027
USER	AirlineConsultaVuelo	4771	START	1588727432027	1588727432027
REQUEST	4420		Login	1588727432027	1588727432028	OK	 
REQUEST	2270		ListMyFlights	1588727432027	1588727432028	OK	 
REQUEST	2270		ListMyFlights Redirect 1	1588727432028	1588727432029	OK	 
REQUEST	4771		Home	1588727432027	1588727432030	OK	 
REQUEST	3720		AirlineLogged	1588727432037	1588727432038	OK	 
REQUEST	3720		AirlineLogged Redirect 1	1588727432039	1588727432040	OK	 
REQUEST	1520		ShowFlight	1588727432037	1588727432040	OK	 
USER	AirlineConsultaVuelo	1120	END	1588727359021	1588727432049
USER	AirlineConsultaVuelo	4772	START	1588727432049	1588727432049
REQUEST	4421		Login	1588727432049	1588727432050	OK	 
REQUEST	2271		ListMyFlights	1588727432049	1588727432050	OK	 
REQUEST	2271		ListMyFlights Redirect 1	1588727432050	1588727432051	OK	 
REQUEST	4772		Home	1588727432049	1588727432052	OK	 
REQUEST	3721		AirlineLogged	1588727432059	1588727432060	OK	 
REQUEST	3721		AirlineLogged Redirect 1	1588727432060	1588727432062	OK	 
REQUEST	1521		ShowFlight	1588727432059	1588727432062	OK	 
USER	AirlineConsultaVuelo	1121	END	1588727359042	1588727432070
USER	AirlineConsultaVuelo	4773	START	1588727432070	1588727432070
REQUEST	4422		Login	1588727432070	1588727432071	OK	 
REQUEST	2272		ListMyFlights	1588727432070	1588727432071	OK	 
REQUEST	2272		ListMyFlights Redirect 1	1588727432071	1588727432073	OK	 
REQUEST	4773		Home	1588727432071	1588727432074	OK	 
REQUEST	3722		AirlineLogged	1588727432080	1588727432081	OK	 
REQUEST	3722		AirlineLogged Redirect 1	1588727432081	1588727432083	OK	 
REQUEST	1522		ShowFlight	1588727432080	1588727432083	OK	 
USER	AirlineConsultaVuelo	1122	END	1588727359056	1588727432091
USER	AirlineConsultaVuelo	4774	START	1588727432091	1588727432091
REQUEST	4423		Login	1588727432091	1588727432092	OK	 
REQUEST	2273		ListMyFlights	1588727432091	1588727432092	OK	 
REQUEST	3723		AirlineLogged	1588727432091	1588727432093	OK	 
REQUEST	2273		ListMyFlights Redirect 1	1588727432092	1588727432094	OK	 
REQUEST	3723		AirlineLogged Redirect 1	1588727432093	1588727432094	OK	 
REQUEST	4774		Home	1588727432092	1588727432095	OK	 
REQUEST	1523		ShowFlight	1588727432096	1588727432098	OK	 
USER	AirlineConsultaVuelo	1123	END	1588727359077	1588727432106
USER	AirlineConsultaVuelo	4775	START	1588727432106	1588727432106
REQUEST	2274		ListMyFlights	1588727432106	1588727432107	OK	 
REQUEST	4424		Login	1588727432106	1588727432107	OK	 
REQUEST	2274		ListMyFlights Redirect 1	1588727432107	1588727432109	OK	 
REQUEST	1524		ShowFlight	1588727432106	1588727432109	OK	 
REQUEST	4775		Home	1588727432107	1588727432111	OK	 
REQUEST	3724		AirlineLogged	1588727432116	1588727432117	OK	 
REQUEST	3724		AirlineLogged Redirect 1	1588727432117	1588727432118	OK	 
USER	AirlineConsultaVuelo	1124	END	1588727359098	1588727432126
USER	AirlineConsultaVuelo	4776	START	1588727432126	1588727432126
REQUEST	4425		Login	1588727432126	1588727432127	OK	 
REQUEST	2275		ListMyFlights	1588727432126	1588727432128	OK	 
REQUEST	2275		ListMyFlights Redirect 1	1588727432128	1588727432129	OK	 
REQUEST	4776		Home	1588727432127	1588727432129	OK	 
USER	AirlineConsultaVuelo	1125	END	1588727359119	1588727432137
REQUEST	3725		AirlineLogged	1588727432137	1588727432138	OK	 
REQUEST	3725		AirlineLogged Redirect 1	1588727432138	1588727432140	OK	 
REQUEST	1525		ShowFlight	1588727432137	1588727432140	OK	 
USER	AirlineConsultaVuelo	4777	START	1588727432147	1588727432147
REQUEST	4426		Login	1588727432147	1588727432148	OK	 
REQUEST	2276		ListMyFlights	1588727432147	1588727432148	OK	 
REQUEST	2276		ListMyFlights Redirect 1	1588727432148	1588727432149	OK	 
REQUEST	4777		Home	1588727432147	1588727432150	OK	 
REQUEST	3726		AirlineLogged	1588727432158	1588727432159	OK	 
REQUEST	3726		AirlineLogged Redirect 1	1588727432159	1588727432160	OK	 
REQUEST	1526		ShowFlight	1588727432158	1588727432161	OK	 
USER	AirlineConsultaVuelo	4778	START	1588727432169	1588727432169
REQUEST	4427		Login	1588727432169	1588727432170	OK	 
REQUEST	2277		ListMyFlights	1588727432169	1588727432170	OK	 
REQUEST	3727		AirlineLogged	1588727432169	1588727432171	OK	 
REQUEST	2277		ListMyFlights Redirect 1	1588727432170	1588727432172	OK	 
REQUEST	4778		Home	1588727432169	1588727432172	OK	 
REQUEST	3727		AirlineLogged Redirect 1	1588727432171	1588727432172	OK	 
USER	AirlineConsultaVuelo	1126	END	1588727359141	1588727432180
REQUEST	3728		AirlineLogged	1588727432180	1588727432181	OK	 
REQUEST	3728		AirlineLogged Redirect 1	1588727432181	1588727432182	OK	 
REQUEST	1527		ShowFlight	1588727432180	1588727432182	OK	 
USER	AirlineConsultaVuelo	1127	END	1588727359156	1588727432191
USER	AirlineConsultaVuelo	4779	START	1588727432190	1588727432190
REQUEST	4428		Login	1588727432190	1588727432191	OK	 
REQUEST	2278		ListMyFlights	1588727432190	1588727432192	OK	 
REQUEST	2278		ListMyFlights Redirect 1	1588727432192	1588727432193	OK	 
REQUEST	4779		Home	1588727432191	1588727432194	OK	 
REQUEST	2279		ListMyFlights	1588727432201	1588727432202	OK	 
REQUEST	2279		ListMyFlights Redirect 1	1588727432202	1588727432203	OK	 
REQUEST	1528		ShowFlight	1588727432201	1588727432216	OK	 
USER	AirlineConsultaVuelo	1128	END	1588727359178	1588727432216
USER	AirlineConsultaVuelo	4780	START	1588727432216	1588727432216
REQUEST	4429		Login	1588727432216	1588727432217	OK	 
REQUEST	3729		AirlineLogged	1588727432216	1588727432218	OK	 
REQUEST	1529		ShowFlight	1588727432216	1588727432219	OK	 
REQUEST	4780		Home	1588727432216	1588727432219	OK	 
REQUEST	3729		AirlineLogged Redirect 1	1588727432218	1588727432219	OK	 
USER	AirlineConsultaVuelo	1129	END	1588727359198	1588727432227
USER	AirlineConsultaVuelo	4781	START	1588727432227	1588727432227
REQUEST	4430		Login	1588727432227	1588727432228	OK	 
REQUEST	2280		ListMyFlights	1588727432227	1588727432228	OK	 
REQUEST	2280		ListMyFlights Redirect 1	1588727432228	1588727432229	OK	 
REQUEST	4781		Home	1588727432227	1588727432230	OK	 
USER	AirlineConsultaVuelo	1130	END	1588727359220	1588727432247
USER	AirlineConsultaVuelo	4782	START	1588727432247	1588727432247
REQUEST	3731		AirlineLogged	1588727432247	1588727432248	OK	 
REQUEST	2281		ListMyFlights	1588727432247	1588727432248	OK	 
REQUEST	4431		Login	1588727432247	1588727432249	OK	 
REQUEST	3730		AirlineLogged	1588727432247	1588727432249	OK	 
REQUEST	3731		AirlineLogged Redirect 1	1588727432248	1588727432250	OK	 
REQUEST	2281		ListMyFlights Redirect 1	1588727432248	1588727432250	OK	 
REQUEST	4782		Home	1588727432248	1588727432250	OK	 
REQUEST	3730		AirlineLogged Redirect 1	1588727432249	1588727432251	OK	 
REQUEST	1530		ShowFlight	1588727432258	1588727432260	OK	 
USER	AirlineConsultaVuelo	4783	START	1588727432270	1588727432270
REQUEST	4432		Login	1588727432270	1588727432271	OK	 
REQUEST	2282		ListMyFlights	1588727432270	1588727432271	OK	 
REQUEST	2282		ListMyFlights Redirect 1	1588727432271	1588727432272	OK	 
REQUEST	4783		Home	1588727432270	1588727432273	OK	 
USER	AirlineConsultaVuelo	1131	END	1588727359241	1588727432281
REQUEST	3732		AirlineLogged	1588727432281	1588727432281	OK	 
REQUEST	3732		AirlineLogged Redirect 1	1588727432281	1588727432283	OK	 
REQUEST	4433		Login	1588727432281	1588727432283	OK	 
REQUEST	1531		ShowFlight	1588727432281	1588727432283	OK	 
REQUEST	1532		ShowFlight	1588727432281	1588727432283	OK	 
USER	AirlineConsultaVuelo	1132	END	1588727359256	1588727432292
USER	AirlineConsultaVuelo	4784	START	1588727432292	1588727432292
REQUEST	2283		ListMyFlights	1588727432291	1588727432292	OK	 
REQUEST	3733		AirlineLogged	1588727432292	1588727432292	OK	 
REQUEST	2283		ListMyFlights Redirect 1	1588727432292	1588727432294	OK	 
REQUEST	3733		AirlineLogged Redirect 1	1588727432292	1588727432294	OK	 
REQUEST	4784		Home	1588727432292	1588727432294	OK	 
REQUEST	2284		ListMyFlights	1588727432296	1588727432297	OK	 
REQUEST	2284		ListMyFlights Redirect 1	1588727432297	1588727432298	OK	 
REQUEST	1533		ShowFlight	1588727432296	1588727432299	OK	 
USER	AirlineConsultaVuelo	1133	END	1588727359276	1588727432306
USER	AirlineConsultaVuelo	4785	START	1588727432306	1588727432306
REQUEST	4434		Login	1588727432306	1588727432307	OK	 
REQUEST	2285		ListMyFlights	1588727432306	1588727432307	OK	 
REQUEST	1534		ShowFlight	1588727432306	1588727432310	OK	 
REQUEST	4785		Home	1588727432307	1588727432310	OK	 
REQUEST	2285		ListMyFlights Redirect 1	1588727432308	1588727432312	OK	 
REQUEST	3734		AirlineLogged	1588727432316	1588727432317	OK	 
REQUEST	3734		AirlineLogged Redirect 1	1588727432317	1588727432318	OK	 
USER	AirlineConsultaVuelo	1134	END	1588727359298	1588727432326
USER	AirlineConsultaVuelo	4786	START	1588727432326	1588727432326
REQUEST	4435		Login	1588727432326	1588727432327	OK	 
REQUEST	4786		Home	1588727432327	1588727432329	OK	 
REQUEST	3735		AirlineLogged	1588727432336	1588727432338	OK	 
REQUEST	3735		AirlineLogged Redirect 1	1588727432338	1588727432339	OK	 
REQUEST	1535		ShowFlight	1588727432336	1588727432340	OK	 
USER	AirlineConsultaVuelo	1135	END	1588727359320	1588727432347
USER	AirlineConsultaVuelo	4787	START	1588727432347	1588727432347
REQUEST	2286		ListMyFlights	1588727432347	1588727432348	OK	 
REQUEST	4436		Login	1588727432347	1588727432349	OK	 
REQUEST	2286		ListMyFlights Redirect 1	1588727432348	1588727432349	OK	 
REQUEST	4787		Home	1588727432347	1588727432350	OK	 
USER	AirlineConsultaVuelo	1136	END	1588727359342	1588727432357
REQUEST	3736		AirlineLogged	1588727432357	1588727432358	OK	 
REQUEST	3736		AirlineLogged Redirect 1	1588727432358	1588727432360	OK	 
REQUEST	1536		ShowFlight	1588727432357	1588727432360	OK	 
USER	AirlineConsultaVuelo	4788	START	1588727432367	1588727432367
REQUEST	4437		Login	1588727432367	1588727432368	OK	 
REQUEST	2287		ListMyFlights	1588727432367	1588727432368	OK	 
REQUEST	2287		ListMyFlights Redirect 1	1588727432368	1588727432370	OK	 
REQUEST	4788		Home	1588727432367	1588727432371	OK	 
REQUEST	3737		AirlineLogged	1588727432378	1588727432379	OK	 
REQUEST	3737		AirlineLogged Redirect 1	1588727432379	1588727432381	OK	 
REQUEST	1537		ShowFlight	1588727432378	1588727432381	OK	 
USER	AirlineConsultaVuelo	1137	END	1588727359356	1588727432390
USER	AirlineConsultaVuelo	4789	START	1588727432389	1588727432389
REQUEST	4438		Login	1588727432390	1588727432390	OK	 
REQUEST	2288		ListMyFlights	1588727432389	1588727432391	OK	 
REQUEST	3738		AirlineLogged	1588727432389	1588727432392	OK	 
REQUEST	2288		ListMyFlights Redirect 1	1588727432391	1588727432393	OK	 
REQUEST	1538		ShowFlight	1588727432389	1588727432393	OK	 
REQUEST	3738		AirlineLogged Redirect 1	1588727432392	1588727432393	OK	 
REQUEST	4789		Home	1588727432390	1588727432394	OK	 
USER	AirlineConsultaVuelo	1138	END	1588727359377	1588727432410
USER	AirlineConsultaVuelo	4790	START	1588727432410	1588727432410
REQUEST	2289		ListMyFlights	1588727432410	1588727432412	OK	 
REQUEST	2289		ListMyFlights Redirect 1	1588727432412	1588727432413	OK	 
REQUEST	4790		Home	1588727432411	1588727432413	OK	 
REQUEST	4439		Login	1588727432410	1588727432413	OK	 
REQUEST	3739		AirlineLogged	1588727432421	1588727432422	OK	 
REQUEST	3739		AirlineLogged Redirect 1	1588727432422	1588727432424	OK	 
REQUEST	4440		Login	1588727432421	1588727432424	OK	 
REQUEST	1539		ShowFlight	1588727432421	1588727432424	OK	 
USER	AirlineConsultaVuelo	1139	END	1588727359397	1588727432426
USER	AirlineConsultaVuelo	4791	START	1588727432426	1588727432426
REQUEST	2290		ListMyFlights	1588727432426	1588727432427	OK	 
REQUEST	2290		ListMyFlights Redirect 1	1588727432427	1588727432429	OK	 
REQUEST	4791		Home	1588727432426	1588727432429	OK	 
REQUEST	3740		AirlineLogged	1588727432436	1588727432438	OK	 
REQUEST	1540		ShowFlight	1588727432436	1588727432439	OK	 
REQUEST	3740		AirlineLogged Redirect 1	1588727432438	1588727432439	OK	 
USER	AirlineConsultaVuelo	1140	END	1588727359419	1588727432447
USER	AirlineConsultaVuelo	4792	START	1588727432447	1588727432447
REQUEST	4441		Login	1588727432447	1588727432448	OK	 
REQUEST	2291		ListMyFlights	1588727432447	1588727432448	OK	 
REQUEST	2291		ListMyFlights Redirect 1	1588727432448	1588727432450	OK	 
REQUEST	4792		Home	1588727432447	1588727432450	OK	 
REQUEST	3741		AirlineLogged	1588727432457	1588727432458	OK	 
REQUEST	3741		AirlineLogged Redirect 1	1588727432458	1588727432460	OK	 
REQUEST	1541		ShowFlight	1588727432457	1588727432460	OK	 
USER	AirlineConsultaVuelo	1141	END	1588727359440	1588727432468
USER	AirlineConsultaVuelo	4793	START	1588727432468	1588727432468
REQUEST	4442		Login	1588727432468	1588727432469	OK	 
REQUEST	2292		ListMyFlights	1588727432468	1588727432469	OK	 
REQUEST	2292		ListMyFlights Redirect 1	1588727432469	1588727432471	OK	 
REQUEST	4793		Home	1588727432468	1588727432471	OK	 
REQUEST	3742		AirlineLogged	1588727432479	1588727432480	OK	 
REQUEST	3742		AirlineLogged Redirect 1	1588727432480	1588727432482	OK	 
REQUEST	1542		ShowFlight	1588727432479	1588727432482	OK	 
USER	AirlineConsultaVuelo	1142	END	1588727359456	1588727432490
USER	AirlineConsultaVuelo	4794	START	1588727432490	1588727432490
REQUEST	4443		Login	1588727432490	1588727432491	OK	 
REQUEST	2293		ListMyFlights	1588727432490	1588727432491	OK	 
REQUEST	2293		ListMyFlights Redirect 1	1588727432491	1588727432493	OK	 
REQUEST	4794		Home	1588727432490	1588727432493	OK	 
REQUEST	3743		AirlineLogged	1588727432501	1588727432502	OK	 
REQUEST	3743		AirlineLogged Redirect 1	1588727432502	1588727432504	OK	 
REQUEST	1543		ShowFlight	1588727432501	1588727432505	OK	 
USER	AirlineConsultaVuelo	1143	END	1588727359477	1588727432512
USER	AirlineConsultaVuelo	4795	START	1588727432512	1588727432512
REQUEST	4444		Login	1588727432512	1588727432513	OK	 
REQUEST	2294		ListMyFlights	1588727432512	1588727432513	OK	 
REQUEST	1544		ShowFlight	1588727432512	1588727432515	OK	 
REQUEST	2294		ListMyFlights Redirect 1	1588727432513	1588727432515	OK	 
REQUEST	4795		Home	1588727432512	1588727432515	OK	 
REQUEST	4445		Login	1588727432516	1588727432517	OK	 
REQUEST	2295		ListMyFlights	1588727432516	1588727432517	OK	 
REQUEST	3744		AirlineLogged	1588727432516	1588727432518	OK	 
REQUEST	2295		ListMyFlights Redirect 1	1588727432517	1588727432518	OK	 
REQUEST	3744		AirlineLogged Redirect 1	1588727432518	1588727432519	OK	 
USER	AirlineConsultaVuelo	1144	END	1588727359499	1588727432526
USER	AirlineConsultaVuelo	4796	START	1588727432526	1588727432526
REQUEST	1545		ShowFlight	1588727432526	1588727432529	OK	 
REQUEST	4796		Home	1588727432526	1588727432529	OK	 
USER	AirlineConsultaVuelo	1145	END	1588727359520	1588727432537
REQUEST	3745		AirlineLogged	1588727432537	1588727432538	OK	 
REQUEST	3745		AirlineLogged Redirect 1	1588727432539	1588727432540	OK	 
USER	AirlineConsultaVuelo	4797	START	1588727432547	1588727432547
REQUEST	4446		Login	1588727432547	1588727432548	OK	 
REQUEST	2296		ListMyFlights	1588727432547	1588727432548	OK	 
REQUEST	3746		AirlineLogged	1588727432547	1588727432549	OK	 
REQUEST	1546		ShowFlight	1588727432547	1588727432550	OK	 
REQUEST	3746		AirlineLogged Redirect 1	1588727432549	1588727432551	OK	 
REQUEST	2296		ListMyFlights Redirect 1	1588727432548	1588727432552	OK	 
REQUEST	4797		Home	1588727432548	1588727432552	OK	 
REQUEST	3747		AirlineLogged	1588727432558	1588727432559	OK	 
REQUEST	3747		AirlineLogged Redirect 1	1588727432560	1588727432561	OK	 
USER	AirlineConsultaVuelo	1146	END	1588727359536	1588727432569
USER	AirlineConsultaVuelo	4798	START	1588727432569	1588727432569
REQUEST	4447		Login	1588727432569	1588727432570	OK	 
REQUEST	2297		ListMyFlights	1588727432569	1588727432570	OK	 
REQUEST	2297		ListMyFlights Redirect 1	1588727432570	1588727432572	OK	 
REQUEST	4798		Home	1588727432570	1588727432572	OK	 
REQUEST	1547		ShowFlight	1588727432569	1588727432572	OK	 
USER	AirlineConsultaVuelo	1147	END	1588727359558	1588727432591
USER	AirlineConsultaVuelo	4799	START	1588727432591	1588727432591
REQUEST	4448		Login	1588727432591	1588727432592	OK	 
REQUEST	2298		ListMyFlights	1588727432591	1588727432592	OK	 
REQUEST	2298		ListMyFlights Redirect 1	1588727432592	1588727432594	OK	 
REQUEST	4799		Home	1588727432591	1588727432594	OK	 
REQUEST	3748		AirlineLogged	1588727432601	1588727432602	OK	 
REQUEST	3748		AirlineLogged Redirect 1	1588727432602	1588727432604	OK	 
REQUEST	1548		ShowFlight	1588727432601	1588727432604	OK	 
USER	AirlineConsultaVuelo	1148	END	1588727359579	1588727432606
USER	AirlineConsultaVuelo	4800	START	1588727432606	1588727432606
REQUEST	4449		Login	1588727432606	1588727432607	OK	 
REQUEST	2299		ListMyFlights	1588727432606	1588727432607	OK	 
REQUEST	2299		ListMyFlights Redirect 1	1588727432607	1588727432609	OK	 
REQUEST	2300		ListMyFlights	1588727432606	1588727432609	OK	 
REQUEST	4800		Home	1588727432606	1588727432609	OK	 
REQUEST	2300		ListMyFlights Redirect 1	1588727432609	1588727432610	OK	 
REQUEST	4450		Login	1588727432616	1588727432617	OK	 
REQUEST	3749		AirlineLogged	1588727432616	1588727432618	OK	 
REQUEST	1549		ShowFlight	1588727432616	1588727432619	OK	 
REQUEST	3749		AirlineLogged Redirect 1	1588727432618	1588727432619	OK	 
USER	AirlineConsultaVuelo	4801	START	1588727432626	1588727432626
USER	AirlineConsultaVuelo	1149	END	1588727359600	1588727432626
REQUEST	1550		ShowFlight	1588727432626	1588727432629	OK	 
REQUEST	4801		Home	1588727432626	1588727432629	OK	 
REQUEST	3750		AirlineLogged	1588727432636	1588727432638	OK	 
REQUEST	3750		AirlineLogged Redirect 1	1588727432638	1588727432639	OK	 
USER	AirlineConsultaVuelo	4802	START	1588727432647	1588727432647
REQUEST	4451		Login	1588727432647	1588727432648	OK	 
REQUEST	2301		ListMyFlights	1588727432647	1588727432648	OK	 
REQUEST	4452		Login	1588727432647	1588727432649	OK	 
REQUEST	2301		ListMyFlights Redirect 1	1588727432648	1588727432649	OK	 
REQUEST	4802		Home	1588727432647	1588727432650	OK	 
USER	AirlineConsultaVuelo	1150	END	1588727359621	1588727432657
REQUEST	3751		AirlineLogged	1588727432657	1588727432658	OK	 
REQUEST	1551		ShowFlight	1588727432657	1588727432660	OK	 
REQUEST	3751		AirlineLogged Redirect 1	1588727432658	1588727432660	OK	 
USER	AirlineConsultaVuelo	1151	END	1588727359636	1588727432667
REQUEST	2302		ListMyFlights	1588727432667	1588727432669	OK	 
REQUEST	3752		AirlineLogged	1588727432667	1588727432669	OK	 
REQUEST	3752		AirlineLogged Redirect 1	1588727432669	1588727432670	OK	 
REQUEST	2302		ListMyFlights Redirect 1	1588727432669	1588727432670	OK	 
USER	AirlineConsultaVuelo	4803	START	1588727432679	1588727432679
REQUEST	1552		ShowFlight	1588727432679	1588727432681	OK	 
REQUEST	4803		Home	1588727432679	1588727432681	OK	 
USER	AirlineConsultaVuelo	1152	END	1588727359658	1588727432689
REQUEST	4453		Login	1588727432689	1588727432690	OK	 
USER	AirlineConsultaVuelo	4804	START	1588727432700	1588727432700
REQUEST	2303		ListMyFlights	1588727432700	1588727432700	OK	 
REQUEST	3753		AirlineLogged	1588727432700	1588727432701	OK	 
REQUEST	2303		ListMyFlights Redirect 1	1588727432701	1588727432702	OK	 
REQUEST	1553		ShowFlight	1588727432700	1588727432703	OK	 
REQUEST	3753		AirlineLogged Redirect 1	1588727432701	1588727432703	OK	 
REQUEST	4804		Home	1588727432700	1588727432703	OK	 
USER	AirlineConsultaVuelo	1153	END	1588727359679	1588727432710
REQUEST	4454		Login	1588727432710	1588727432711	OK	 
USER	AirlineConsultaVuelo	1154	END	1588727359700	1588727432721
USER	AirlineConsultaVuelo	4805	START	1588727432721	1588727432721
REQUEST	2304		ListMyFlights	1588727432721	1588727432722	OK	 
REQUEST	4455		Login	1588727432721	1588727432723	OK	 
REQUEST	3754		AirlineLogged	1588727432721	1588727432723	OK	 
REQUEST	2304		ListMyFlights Redirect 1	1588727432722	1588727432724	OK	 
REQUEST	1554		ShowFlight	1588727432721	1588727432724	OK	 
REQUEST	4805		Home	1588727432721	1588727432724	OK	 
REQUEST	3754		AirlineLogged Redirect 1	1588727432723	1588727432725	OK	 
USER	AirlineConsultaVuelo	4806	START	1588727432736	1588727432736
REQUEST	3755		AirlineLogged	1588727432736	1588727432737	OK	 
REQUEST	3755		AirlineLogged Redirect 1	1588727432737	1588727432739	OK	 
REQUEST	1555		ShowFlight	1588727432736	1588727432739	OK	 
REQUEST	4806		Home	1588727432736	1588727432739	OK	 
USER	AirlineConsultaVuelo	1155	END	1588727359716	1588727432746
REQUEST	4456		Login	1588727432746	1588727432747	OK	 
REQUEST	1556		ShowFlight	1588727432746	1588727432749	OK	 
USER	AirlineConsultaVuelo	4807	START	1588727432757	1588727432757
REQUEST	2306		ListMyFlights	1588727432757	1588727432758	OK	 
REQUEST	3757		AirlineLogged	1588727432757	1588727432758	OK	 
REQUEST	3756		AirlineLogged	1588727432757	1588727432759	OK	 
REQUEST	2305		ListMyFlights	1588727432757	1588727432759	OK	 
REQUEST	3757		AirlineLogged Redirect 1	1588727432758	1588727432759	OK	 
REQUEST	2306		ListMyFlights Redirect 1	1588727432758	1588727432760	OK	 
REQUEST	2305		ListMyFlights Redirect 1	1588727432759	1588727432760	OK	 
REQUEST	3756		AirlineLogged Redirect 1	1588727432759	1588727432760	OK	 
REQUEST	4807		Home	1588727432757	1588727432761	OK	 
USER	AirlineConsultaVuelo	1156	END	1588727359737	1588727432767
REQUEST	4457		Login	1588727432767	1588727432768	OK	 
USER	AirlineConsultaVuelo	4808	START	1588727432778	1588727432778
REQUEST	2307		ListMyFlights	1588727432778	1588727432779	OK	 
REQUEST	2307		ListMyFlights Redirect 1	1588727432779	1588727432781	OK	 
REQUEST	1557		ShowFlight	1588727432778	1588727432781	OK	 
REQUEST	4808		Home	1588727432778	1588727432781	OK	 
USER	AirlineConsultaVuelo	1157	END	1588727359758	1588727432789
REQUEST	4458		Login	1588727432789	1588727432789	OK	 
USER	AirlineConsultaVuelo	4809	START	1588727432799	1588727432799
REQUEST	3758		AirlineLogged	1588727432799	1588727432800	OK	 
REQUEST	2308		ListMyFlights	1588727432799	1588727432800	OK	 
REQUEST	3758		AirlineLogged Redirect 1	1588727432800	1588727432801	OK	 
REQUEST	1558		ShowFlight	1588727432799	1588727432802	OK	 
REQUEST	2308		ListMyFlights Redirect 1	1588727432800	1588727432802	OK	 
REQUEST	4809		Home	1588727432799	1588727432803	OK	 
USER	AirlineConsultaVuelo	1158	END	1588727359780	1588727432810
REQUEST	4459		Login	1588727432810	1588727432811	OK	 
REQUEST	2309		ListMyFlights	1588727432810	1588727432811	OK	 
REQUEST	2309		ListMyFlights Redirect 1	1588727432811	1588727432812	OK	 
USER	AirlineConsultaVuelo	1159	END	1588727359796	1588727432821
USER	AirlineConsultaVuelo	4810	START	1588727432821	1588727432821
REQUEST	2310		ListMyFlights	1588727432821	1588727432822	OK	 
REQUEST	3759		AirlineLogged	1588727432821	1588727432822	OK	 
REQUEST	1559		ShowFlight	1588727432821	1588727432824	OK	 
REQUEST	3759		AirlineLogged Redirect 1	1588727432822	1588727432824	OK	 
REQUEST	2310		ListMyFlights Redirect 1	1588727432822	1588727432824	OK	 
REQUEST	4810		Home	1588727432821	1588727432825	OK	 
REQUEST	4460		Login	1588727432831	1588727432832	OK	 
USER	AirlineConsultaVuelo	4811	START	1588727432842	1588727432842
