ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	dp2.AirlineConsultaVuelo	airlineconsultavuelo	1588727335374	 	3.3.1
REQUEST	3760		AirlineLogged	1588727432842	1588727432843	OK	 
REQUEST	3760		AirlineLogged Redirect 1	1588727432843	1588727432844	OK	 
REQUEST	1560		ShowFlight	1588727432841	1588727432845	OK	 
USER	AirlineConsultaVuelo	1160	END	1588727359817	1588727432846
REQUEST	4461		Login	1588727432846	1588727432847	OK	 
REQUEST	4811		Home	1588727432842	1588727432852	OK	 
USER	AirlineConsultaVuelo	4812	START	1588727432857	1588727432857
REQUEST	2311		ListMyFlights	1588727432857	1588727432858	OK	 
REQUEST	3761		AirlineLogged	1588727432857	1588727432858	OK	 
REQUEST	3761		AirlineLogged Redirect 1	1588727432858	1588727432859	OK	 
REQUEST	2311		ListMyFlights Redirect 1	1588727432858	1588727432859	OK	 
REQUEST	1561		ShowFlight	1588727432857	1588727432860	OK	 
REQUEST	4812		Home	1588727432857	1588727432860	OK	 
USER	AirlineConsultaVuelo	1161	END	1588727359838	1588727432867
REQUEST	4462		Login	1588727432867	1588727432868	OK	 
USER	AirlineConsultaVuelo	4813	START	1588727432878	1588727432878
REQUEST	2312		ListMyFlights	1588727432878	1588727432879	OK	 
REQUEST	2312		ListMyFlights Redirect 1	1588727432879	1588727432880	OK	 
REQUEST	1562		ShowFlight	1588727432878	1588727432880	OK	 
REQUEST	4813		Home	1588727432878	1588727432881	OK	 
USER	AirlineConsultaVuelo	1162	END	1588727359860	1588727432888
REQUEST	4463		Login	1588727432888	1588727432889	OK	 
REQUEST	1563		ShowFlight	1588727432888	1588727432891	OK	 
USER	AirlineConsultaVuelo	4814	START	1588727432899	1588727432899
REQUEST	3762		AirlineLogged	1588727432899	1588727432900	OK	 
REQUEST	2313		ListMyFlights	1588727432899	1588727432900	OK	 
REQUEST	2313		ListMyFlights Redirect 1	1588727432900	1588727432901	OK	 
REQUEST	3762		AirlineLogged Redirect 1	1588727432900	1588727432901	OK	 
REQUEST	3763		AirlineLogged	1588727432899	1588727432901	OK	 
REQUEST	3763		AirlineLogged Redirect 1	1588727432901	1588727432902	OK	 
REQUEST	4814		Home	1588727432899	1588727432903	OK	 
USER	AirlineConsultaVuelo	1163	END	1588727359876	1588727432910
REQUEST	4464		Login	1588727432909	1588727432910	OK	 
REQUEST	2314		ListMyFlights	1588727432909	1588727432911	OK	 
REQUEST	2314		ListMyFlights Redirect 1	1588727432911	1588727432912	OK	 
USER	AirlineConsultaVuelo	1164	END	1588727359897	1588727432919
USER	AirlineConsultaVuelo	4815	START	1588727432919	1588727432919
REQUEST	4465		Login	1588727432919	1588727432920	OK	 
REQUEST	3764		AirlineLogged	1588727432919	1588727432922	OK	 
REQUEST	1564		ShowFlight	1588727432919	1588727432922	OK	 
REQUEST	4815		Home	1588727432920	1588727432923	OK	 
REQUEST	3764		AirlineLogged Redirect 1	1588727432922	1588727432923	OK	 
USER	AirlineConsultaVuelo	4816	START	1588727432940	1588727432940
REQUEST	2315		ListMyFlights	1588727432940	1588727432941	OK	 
REQUEST	3765		AirlineLogged	1588727432940	1588727432941	OK	 
REQUEST	2315		ListMyFlights Redirect 1	1588727432941	1588727432943	OK	 
REQUEST	3765		AirlineLogged Redirect 1	1588727432941	1588727432943	OK	 
REQUEST	1565		ShowFlight	1588727432940	1588727432943	OK	 
REQUEST	4816		Home	1588727432940	1588727432943	OK	 
USER	AirlineConsultaVuelo	1165	END	1588727359918	1588727432950
REQUEST	4466		Login	1588727432950	1588727432951	OK	 
USER	AirlineConsultaVuelo	1166	END	1588727359940	1588727432962
USER	AirlineConsultaVuelo	4817	START	1588727432962	1588727432962
REQUEST	2316		ListMyFlights	1588727432962	1588727432962	OK	 
REQUEST	3766		AirlineLogged	1588727432962	1588727432962	OK	 
REQUEST	3766		AirlineLogged Redirect 1	1588727432962	1588727432964	OK	 
REQUEST	2316		ListMyFlights Redirect 1	1588727432962	1588727432964	OK	 
REQUEST	4817		Home	1588727432962	1588727432964	OK	 
REQUEST	1566		ShowFlight	1588727432962	1588727432965	OK	 
REQUEST	4467		Login	1588727432966	1588727432967	OK	 
USER	AirlineConsultaVuelo	4818	START	1588727432976	1588727432976
REQUEST	3767		AirlineLogged	1588727432976	1588727432977	OK	 
REQUEST	2317		ListMyFlights	1588727432976	1588727432977	OK	 
REQUEST	1567		ShowFlight	1588727432976	1588727432979	OK	 
REQUEST	3767		AirlineLogged Redirect 1	1588727432977	1588727432979	OK	 
REQUEST	2317		ListMyFlights Redirect 1	1588727432977	1588727432979	OK	 
REQUEST	4818		Home	1588727432976	1588727432980	OK	 
REQUEST	1568		ShowFlight	1588727432976	1588727432980	OK	 
REQUEST	4468		Login	1588727432986	1588727432987	OK	 
USER	AirlineConsultaVuelo	1167	END	1588727359961	1588727432997
USER	AirlineConsultaVuelo	4819	START	1588727432997	1588727432997
REQUEST	3768		AirlineLogged	1588727432997	1588727432998	OK	 
REQUEST	2318		ListMyFlights	1588727432997	1588727432998	OK	 
REQUEST	3768		AirlineLogged Redirect 1	1588727432998	1588727432999	OK	 
REQUEST	2318		ListMyFlights Redirect 1	1588727432998	1588727432999	OK	 
REQUEST	4819		Home	1588727432997	1588727433000	OK	 
USER	AirlineConsultaVuelo	1168	END	1588727359976	1588727433007
REQUEST	4469		Login	1588727433007	1588727433008	OK	 
REQUEST	2319		ListMyFlights	1588727433007	1588727433009	OK	 
REQUEST	2319		ListMyFlights Redirect 1	1588727433009	1588727433010	OK	 
USER	AirlineConsultaVuelo	4820	START	1588727433018	1588727433018
REQUEST	4820		Home	1588727433018	1588727433020	OK	 
REQUEST	1569		ShowFlight	1588727433018	1588727433021	OK	 
USER	AirlineConsultaVuelo	1169	END	1588727359997	1588727433029
REQUEST	4470		Login	1588727433029	1588727433030	OK	 
REQUEST	2320		ListMyFlights	1588727433029	1588727433030	OK	 
REQUEST	2320		ListMyFlights Redirect 1	1588727433030	1588727433031	OK	 
USER	AirlineConsultaVuelo	4821	START	1588727433040	1588727433040
REQUEST	3769		AirlineLogged	1588727433040	1588727433041	OK	 
REQUEST	3770		AirlineLogged	1588727433040	1588727433042	OK	 
REQUEST	3769		AirlineLogged Redirect 1	1588727433041	1588727433042	OK	 
REQUEST	1570		ShowFlight	1588727433040	1588727433043	OK	 
REQUEST	3770		AirlineLogged Redirect 1	1588727433042	1588727433043	OK	 
REQUEST	4821		Home	1588727433040	1588727433044	OK	 
USER	AirlineConsultaVuelo	1170	END	1588727360018	1588727433050
REQUEST	4471		Login	1588727433050	1588727433051	OK	 
USER	AirlineConsultaVuelo	4822	START	1588727433061	1588727433061
REQUEST	3771		AirlineLogged	1588727433061	1588727433062	OK	 
REQUEST	2321		ListMyFlights	1588727433061	1588727433062	OK	 
REQUEST	1571		ShowFlight	1588727433061	1588727433063	OK	 
REQUEST	3771		AirlineLogged Redirect 1	1588727433062	1588727433063	OK	 
REQUEST	2321		ListMyFlights Redirect 1	1588727433062	1588727433063	OK	 
REQUEST	4822		Home	1588727433061	1588727433064	OK	 
USER	AirlineConsultaVuelo	1171	END	1588727360039	1588727433072
REQUEST	4472		Login	1588727433072	1588727433073	OK	 
USER	AirlineConsultaVuelo	1172	END	1588727360060	1588727433076
USER	AirlineConsultaVuelo	4823	START	1588727433076	1588727433076
REQUEST	2322		ListMyFlights	1588727433076	1588727433077	OK	 
REQUEST	3772		AirlineLogged	1588727433076	1588727433077	OK	 
REQUEST	2322		ListMyFlights Redirect 1	1588727433077	1588727433079	OK	 
REQUEST	3772		AirlineLogged Redirect 1	1588727433077	1588727433079	OK	 
REQUEST	1572		ShowFlight	1588727433076	1588727433079	OK	 
REQUEST	4823		Home	1588727433076	1588727433079	OK	 
REQUEST	4473		Login	1588727433086	1588727433087	OK	 
USER	AirlineConsultaVuelo	4824	START	1588727433097	1588727433097
REQUEST	4474		Login	1588727433097	1588727433097	OK	 
REQUEST	2323		ListMyFlights	1588727433097	1588727433098	OK	 
REQUEST	3773		AirlineLogged	1588727433097	1588727433099	OK	 
REQUEST	2323		ListMyFlights Redirect 1	1588727433098	1588727433099	OK	 
REQUEST	1573		ShowFlight	1588727433097	1588727433100	OK	 
REQUEST	4824		Home	1588727433097	1588727433100	OK	 
REQUEST	3773		AirlineLogged Redirect 1	1588727433099	1588727433100	OK	 
USER	AirlineConsultaVuelo	1173	END	1588727360076	1588727433107
REQUEST	3774		AirlineLogged	1588727433107	1588727433108	OK	 
REQUEST	3774		AirlineLogged Redirect 1	1588727433108	1588727433109	OK	 
USER	AirlineConsultaVuelo	4825	START	1588727433118	1588727433118
REQUEST	2324		ListMyFlights	1588727433118	1588727433119	OK	 
REQUEST	2324		ListMyFlights Redirect 1	1588727433119	1588727433121	OK	 
REQUEST	4825		Home	1588727433118	1588727433121	OK	 
REQUEST	1574		ShowFlight	1588727433118	1588727433121	OK	 
USER	AirlineConsultaVuelo	1174	END	1588727360098	1588727433129
REQUEST	4475		Login	1588727433129	1588727433130	OK	 
USER	AirlineConsultaVuelo	4826	START	1588727433140	1588727433140
REQUEST	3775		AirlineLogged	1588727433140	1588727433141	OK	 
REQUEST	2325		ListMyFlights	1588727433140	1588727433141	OK	 
REQUEST	3775		AirlineLogged Redirect 1	1588727433141	1588727433143	OK	 
REQUEST	2325		ListMyFlights Redirect 1	1588727433141	1588727433143	OK	 
REQUEST	1575		ShowFlight	1588727433140	1588727433143	OK	 
REQUEST	4826		Home	1588727433140	1588727433143	OK	 
REQUEST	4476		Login	1588727433151	1588727433151	OK	 
REQUEST	2326		ListMyFlights	1588727433151	1588727433153	OK	 
REQUEST	2326		ListMyFlights Redirect 1	1588727433153	1588727433154	OK	 
USER	AirlineConsultaVuelo	4827	START	1588727433161	1588727433161
REQUEST	3776		AirlineLogged	1588727433161	1588727433162	OK	 
REQUEST	3776		AirlineLogged Redirect 1	1588727433162	1588727433163	OK	 
REQUEST	1576		ShowFlight	1588727433161	1588727433164	OK	 
REQUEST	4827		Home	1588727433161	1588727433164	OK	 
REQUEST	4477		Login	1588727433171	1588727433172	OK	 
USER	AirlineConsultaVuelo	1175	END	1588727360120	1588727433182
USER	AirlineConsultaVuelo	1176	END	1588727360136	1588727433182
USER	AirlineConsultaVuelo	4828	START	1588727433182	1588727433182
REQUEST	2327		ListMyFlights	1588727433182	1588727433183	OK	 
REQUEST	3777		AirlineLogged	1588727433182	1588727433184	OK	 
REQUEST	2327		ListMyFlights Redirect 1	1588727433183	1588727433185	OK	 
REQUEST	1577		ShowFlight	1588727433182	1588727433185	OK	 
REQUEST	3777		AirlineLogged Redirect 1	1588727433184	1588727433186	OK	 
USER	AirlineConsultaVuelo	1177	END	1588727360157	1588727433186
REQUEST	4828		Home	1588727433182	1588727433187	OK	 
REQUEST	4478		Login	1588727433186	1588727433188	OK	 
USER	AirlineConsultaVuelo	4829	START	1588727433197	1588727433197
REQUEST	4479		Login	1588727433197	1588727433197	OK	 
REQUEST	2328		ListMyFlights	1588727433197	1588727433198	OK	 
REQUEST	3778		AirlineLogged	1588727433197	1588727433198	OK	 
REQUEST	3779		AirlineLogged	1588727433197	1588727433198	OK	 
REQUEST	1578		ShowFlight	1588727433197	1588727433199	OK	 
REQUEST	2328		ListMyFlights Redirect 1	1588727433198	1588727433200	OK	 
REQUEST	3778		AirlineLogged Redirect 1	1588727433198	1588727433200	OK	 
REQUEST	3779		AirlineLogged Redirect 1	1588727433198	1588727433200	OK	 
REQUEST	4829		Home	1588727433197	1588727433200	OK	 
USER	AirlineConsultaVuelo	1178	END	1588727360178	1588727433208
USER	AirlineConsultaVuelo	4830	START	1588727433218	1588727433218
REQUEST	2329		ListMyFlights	1588727433218	1588727433219	OK	 
REQUEST	2329		ListMyFlights Redirect 1	1588727433219	1588727433221	OK	 
REQUEST	4830		Home	1588727433218	1588727433221	OK	 
USER	AirlineConsultaVuelo	1179	END	1588727360200	1588727433229
REQUEST	4480		Login	1588727433229	1588727433230	OK	 
REQUEST	1579		ShowFlight	1588727433229	1588727433231	OK	 
USER	AirlineConsultaVuelo	4831	START	1588727433239	1588727433239
REQUEST	3780		AirlineLogged	1588727433240	1588727433241	OK	 
REQUEST	2330		ListMyFlights	1588727433239	1588727433241	OK	 
REQUEST	1580		ShowFlight	1588727433239	1588727433243	OK	 
REQUEST	2330		ListMyFlights Redirect 1	1588727433241	1588727433243	OK	 
REQUEST	3780		AirlineLogged Redirect 1	1588727433241	1588727433243	OK	 
REQUEST	4831		Home	1588727433240	1588727433244	OK	 
USER	AirlineConsultaVuelo	1180	END	1588727360221	1588727433251
REQUEST	4481		Login	1588727433251	1588727433252	OK	 
REQUEST	2331		ListMyFlights	1588727433251	1588727433252	OK	 
REQUEST	2331		ListMyFlights Redirect 1	1588727433252	1588727433254	OK	 
USER	AirlineConsultaVuelo	1181	END	1588727360236	1588727433261
USER	AirlineConsultaVuelo	4832	START	1588727433261	1588727433261
REQUEST	3781		AirlineLogged	1588727433261	1588727433262	OK	 
REQUEST	2332		ListMyFlights	1588727433261	1588727433262	OK	 
REQUEST	3781		AirlineLogged Redirect 1	1588727433262	1588727433264	OK	 
REQUEST	2332		ListMyFlights Redirect 1	1588727433262	1588727433264	OK	 
REQUEST	4832		Home	1588727433262	1588727433265	OK	 
REQUEST	1581		ShowFlight	1588727433261	1588727433265	OK	 
REQUEST	4482		Login	1588727433266	1588727433267	OK	 
REQUEST	1582		ShowFlight	1588727433266	1588727433269	OK	 
USER	AirlineConsultaVuelo	1182	END	1588727360257	1588727433276
USER	AirlineConsultaVuelo	4833	START	1588727433276	1588727433276
REQUEST	3782		AirlineLogged	1588727433276	1588727433277	OK	 
REQUEST	3782		AirlineLogged Redirect 1	1588727433278	1588727433279	OK	 
REQUEST	4833		Home	1588727433277	1588727433279	OK	 
REQUEST	4483		Login	1588727433287	1588727433288	OK	 
USER	AirlineConsultaVuelo	4834	START	1588727433297	1588727433297
REQUEST	2333		ListMyFlights	1588727433297	1588727433298	OK	 
REQUEST	4484		Login	1588727433297	1588727433299	OK	 
REQUEST	3783		AirlineLogged	1588727433297	1588727433299	OK	 
REQUEST	3784		AirlineLogged	1588727433297	1588727433299	OK	 
REQUEST	2333		ListMyFlights Redirect 1	1588727433298	1588727433300	OK	 
REQUEST	1583		ShowFlight	1588727433297	1588727433300	OK	 
REQUEST	4834		Home	1588727433298	1588727433300	OK	 
REQUEST	3784		AirlineLogged Redirect 1	1588727433299	1588727433301	OK	 
REQUEST	3783		AirlineLogged Redirect 1	1588727433299	1588727433301	OK	 
USER	AirlineConsultaVuelo	1183	END	1588727360279	1588727433318
USER	AirlineConsultaVuelo	4835	START	1588727433318	1588727433318
REQUEST	2334		ListMyFlights	1588727433318	1588727433320	OK	 
REQUEST	2334		ListMyFlights Redirect 1	1588727433320	1588727433321	OK	 
REQUEST	1584		ShowFlight	1588727433318	1588727433321	OK	 
REQUEST	4835		Home	1588727433319	1588727433322	OK	 
USER	AirlineConsultaVuelo	1184	END	1588727360301	1588727433339
USER	AirlineConsultaVuelo	4836	START	1588727433339	1588727433339
REQUEST	2335		ListMyFlights	1588727433339	1588727433340	OK	 
REQUEST	3785		AirlineLogged	1588727433339	1588727433340	OK	 
REQUEST	2335		ListMyFlights Redirect 1	1588727433340	1588727433342	OK	 
REQUEST	3785		AirlineLogged Redirect 1	1588727433340	1588727433342	OK	 
REQUEST	1585		ShowFlight	1588727433339	1588727433342	OK	 
REQUEST	4836		Home	1588727433340	1588727433343	OK	 
USER	AirlineConsultaVuelo	1185	END	1588727360316	1588727433350
REQUEST	4486		Login	1588727433350	1588727433351	OK	 
REQUEST	4485		Login	1588727433350	1588727433351	OK	 
USER	AirlineConsultaVuelo	4837	START	1588727433360	1588727433360
REQUEST	3786		AirlineLogged	1588727433360	1588727433361	OK	 
REQUEST	2336		ListMyFlights	1588727433360	1588727433361	OK	 
REQUEST	2336		ListMyFlights Redirect 1	1588727433361	1588727433363	OK	 
REQUEST	3786		AirlineLogged Redirect 1	1588727433361	1588727433363	OK	 
REQUEST	1586		ShowFlight	1588727433360	1588727433363	OK	 
REQUEST	4837		Home	1588727433360	1588727433363	OK	 
USER	AirlineConsultaVuelo	1186	END	1588727360338	1588727433371
REQUEST	4487		Login	1588727433371	1588727433372	OK	 
USER	AirlineConsultaVuelo	4838	START	1588727433381	1588727433381
REQUEST	4488		Login	1588727433381	1588727433382	OK	 
REQUEST	2337		ListMyFlights	1588727433381	1588727433383	OK	 
REQUEST	3787		AirlineLogged	1588727433381	1588727433384	OK	 
REQUEST	1587		ShowFlight	1588727433381	1588727433385	OK	 
REQUEST	3787		AirlineLogged Redirect 1	1588727433384	1588727433385	OK	 
REQUEST	2337		ListMyFlights Redirect 1	1588727433383	1588727433386	OK	 
REQUEST	4838		Home	1588727433381	1588727433388	OK	 
REQUEST	1588		ShowFlight	1588727433386	1588727433389	OK	 
USER	AirlineConsultaVuelo	1187	END	1588727360358	1588727433396
USER	AirlineConsultaVuelo	4839	START	1588727433396	1588727433396
REQUEST	3788		AirlineLogged	1588727433396	1588727433398	OK	 
REQUEST	2338		ListMyFlights	1588727433396	1588727433398	OK	 
REQUEST	2338		ListMyFlights Redirect 1	1588727433398	1588727433399	OK	 
REQUEST	3788		AirlineLogged Redirect 1	1588727433398	1588727433399	OK	 
REQUEST	4839		Home	1588727433397	1588727433400	OK	 
USER	AirlineConsultaVuelo	1188	END	1588727360380	1588727433407
REQUEST	4489		Login	1588727433407	1588727433408	OK	 
USER	AirlineConsultaVuelo	4840	START	1588727433417	1588727433417
REQUEST	3789		AirlineLogged	1588727433417	1588727433418	OK	 
REQUEST	2339		ListMyFlights	1588727433417	1588727433418	OK	 
REQUEST	3789		AirlineLogged Redirect 1	1588727433418	1588727433420	OK	 
REQUEST	2339		ListMyFlights Redirect 1	1588727433418	1588727433420	OK	 
REQUEST	1589		ShowFlight	1588727433417	1588727433421	OK	 
REQUEST	4840		Home	1588727433417	1588727433421	OK	 
REQUEST	4490		Login	1588727433428	1588727433429	OK	 
USER	AirlineConsultaVuelo	1189	END	1588727360402	1588727433438
USER	AirlineConsultaVuelo	4841	START	1588727433438	1588727433438
REQUEST	2340		ListMyFlights	1588727433438	1588727433439	OK	 
REQUEST	3790		AirlineLogged	1588727433438	1588727433440	OK	 
REQUEST	1590		ShowFlight	1588727433438	1588727433441	OK	 
REQUEST	3790		AirlineLogged Redirect 1	1588727433440	1588727433441	OK	 
REQUEST	2340		ListMyFlights Redirect 1	1588727433439	1588727433441	OK	 
REQUEST	4841		Home	1588727433438	1588727433442	OK	 
USER	AirlineConsultaVuelo	1190	END	1588727360417	1588727433449
USER	AirlineConsultaVuelo	4842	START	1588727433460	1588727433460
REQUEST	3791		AirlineLogged	1588727433460	1588727433461	OK	 
REQUEST	2341		ListMyFlights	1588727433460	1588727433461	OK	 
REQUEST	2341		ListMyFlights Redirect 1	1588727433461	1588727433463	OK	 
REQUEST	3791		AirlineLogged Redirect 1	1588727433461	1588727433463	OK	 
REQUEST	1591		ShowFlight	1588727433460	1588727433463	OK	 
REQUEST	4842		Home	1588727433460	1588727433463	OK	 
USER	AirlineConsultaVuelo	1191	END	1588727360438	1588727433471
REQUEST	4491		Login	1588727433471	1588727433471	OK	 
REQUEST	4492		Login	1588727433471	1588727433472	OK	 
USER	AirlineConsultaVuelo	4843	START	1588727433482	1588727433482
REQUEST	2342		ListMyFlights	1588727433482	1588727433483	OK	 
REQUEST	3792		AirlineLogged	1588727433482	1588727433483	OK	 
REQUEST	3792		AirlineLogged Redirect 1	1588727433483	1588727433484	OK	 
REQUEST	2342		ListMyFlights Redirect 1	1588727433483	1588727433484	OK	 
REQUEST	1592		ShowFlight	1588727433482	1588727433485	OK	 
REQUEST	4843		Home	1588727433482	1588727433485	OK	 
REQUEST	4493		Login	1588727433486	1588727433487	OK	 
USER	AirlineConsultaVuelo	1192	END	1588727360459	1588727433497
USER	AirlineConsultaVuelo	4844	START	1588727433497	1588727433497
REQUEST	2343		ListMyFlights	1588727433497	1588727433498	OK	 
REQUEST	3793		AirlineLogged	1588727433497	1588727433498	OK	 
REQUEST	3793		AirlineLogged Redirect 1	1588727433498	1588727433498	OK	 
REQUEST	2343		ListMyFlights Redirect 1	1588727433498	1588727433499	OK	 
REQUEST	4844		Home	1588727433497	1588727433500	OK	 
REQUEST	1593		ShowFlight	1588727433497	1588727433500	OK	 
USER	AirlineConsultaVuelo	1193	END	1588727360480	1588727433508
REQUEST	4494		Login	1588727433508	1588727433509	OK	 
USER	AirlineConsultaVuelo	4845	START	1588727433518	1588727433518
REQUEST	2344		ListMyFlights	1588727433518	1588727433519	OK	 
REQUEST	3794		AirlineLogged	1588727433518	1588727433519	OK	 
REQUEST	3794		AirlineLogged Redirect 1	1588727433519	1588727433521	OK	 
REQUEST	1594		ShowFlight	1588727433518	1588727433521	OK	 
REQUEST	2344		ListMyFlights Redirect 1	1588727433519	1588727433522	OK	 
REQUEST	4845		Home	1588727433518	1588727433523	OK	 
REQUEST	4495		Login	1588727433528	1588727433529	OK	 
USER	AirlineConsultaVuelo	1194	END	1588727360501	1588727433539
USER	AirlineConsultaVuelo	4846	START	1588727433539	1588727433539
REQUEST	4496		Login	1588727433539	1588727433540	OK	 
REQUEST	2345		ListMyFlights	1588727433539	1588727433540	OK	 
REQUEST	3795		AirlineLogged	1588727433539	1588727433541	OK	 
REQUEST	3795		AirlineLogged Redirect 1	1588727433541	1588727433543	OK	 
REQUEST	2345		ListMyFlights Redirect 1	1588727433540	1588727433543	OK	 
