ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AirportSimulation	airportsimulation	1590233309616	 	3.3.1
REQUEST	3974		Home	1590233367144	1590233367146	OK	 
REQUEST	3944		Home	1590233367144	1590233367147	OK	 
REQUEST	3984		Home	1590233367144	1590233367147	OK	 
REQUEST	2124		request_10	1590233367164	1590233367164	OK	 
REQUEST	3444		LoginAirline	1590233367164	1590233367164	OK	 
REQUEST	3504		LoginAirline	1590233367164	1590233367164	OK	 
REQUEST	2144		request_10	1590233367164	1590233367165	OK	 
REQUEST	2174		request_10	1590233367164	1590233367165	OK	 
REQUEST	2134		request_10	1590233367164	1590233367165	OK	 
REQUEST	1634		CreateAirport	1590233367164	1590233367165	OK	 
REQUEST	2114		request_10	1590233367164	1590233367166	OK	 
REQUEST	3504		request_9	1590233367165	1590233367167	OK	 
REQUEST	1644		ListAirport	1590233367164	1590233367167	OK	 
REQUEST	1654		ListAirport	1590233367164	1590233367167	OK	 
REQUEST	1624		EditAirport	1590233367164	1590233367167	OK	 
REQUEST	2124		request_10 Redirect 1	1590233367164	1590233367167	OK	 
REQUEST	3444		request_9	1590233367165	1590233367168	OK	 
REQUEST	3494		LoginClient	1590233367164	1590233367168	OK	 
REQUEST	3474		LoginAirline	1590233367164	1590233367168	OK	 
REQUEST	3454		LoginAirline	1590233367164	1590233367168	OK	 
REQUEST	3464		LoginAirline	1590233367164	1590233367168	OK	 
REQUEST	3484		LoginClient	1590233367164	1590233367168	OK	 
REQUEST	2144		request_10 Redirect 1	1590233367166	1590233367169	OK	 
REQUEST	3484		request_2	1590233367168	1590233367169	OK	 
REQUEST	2174		request_10 Redirect 1	1590233367166	1590233367169	OK	 
REQUEST	2114		request_10 Redirect 1	1590233367166	1590233367169	OK	 
REQUEST	2134		request_10 Redirect 1	1590233367166	1590233367169	OK	 
REQUEST	1684		DeleteAirport	1590233367164	1590233367169	OK	 
REQUEST	3464		request_9	1590233367168	1590233367170	OK	 
REQUEST	3474		request_9	1590233367168	1590233367170	OK	 
REQUEST	3454		request_9	1590233367168	1590233367170	OK	 
REQUEST	3494		request_2	1590233367168	1590233367170	OK	 
USER	AirlineDeleteAirport	1124	END	1590233326142	1590233367174
REQUEST	1804		LoggedClient	1590233367174	1590233367174	OK	 
REQUEST	1814		LoggedClient	1590233367174	1590233367175	OK	 
REQUEST	644		request_21	1590233367174	1590233367175	OK	 
REQUEST	1684		request_44	1590233367169	1590233367176	OK	 
REQUEST	1804		LoggedClient Redirect 1	1590233367174	1590233367176	OK	 
REQUEST	1814		LoggedClient Redirect 1	1590233367175	1590233367177	OK	 
REQUEST	643		request_22	1590233367127	1590233367202	OK	 
REQUEST	644		request_21 Redirect 1	1590233367175	1590233367221	OK	 
USER	AirlineEditAirport	3935	START	1590233367239	1590233367239
USER	AirlineShowAirport	3955	START	1590233367239	1590233367239
USER	AirlineListAirports	3965	START	1590233367239	1590233367239
USER	ClientShowAirport	3985	START	1590233367239	1590233367239
USER	AirlineDeleteAirport	3995	START	1590233367239	1590233367239
USER	ClientListAirports	3975	START	1590233367239	1590233367239
USER	AirlineCreateAirport	3945	START	1590233367239	1590233367239
REQUEST	3985		Home	1590233367239	1590233367241	OK	 
REQUEST	3935		Home	1590233367239	1590233367241	OK	 
REQUEST	3965		Home	1590233367239	1590233367241	OK	 
REQUEST	3955		Home	1590233367239	1590233367241	OK	 
REQUEST	3945		Home	1590233367239	1590233367242	OK	 
REQUEST	3995		Home	1590233367239	1590233367242	OK	 
REQUEST	3975		Home	1590233367239	1590233367242	OK	 
REQUEST	3485		LoginClient	1590233367249	1590233367249	OK	 
REQUEST	3445		LoginAirline	1590233367249	1590233367249	OK	 
REQUEST	3495		LoginClient	1590233367249	1590233367250	OK	 
REQUEST	3455		LoginAirline	1590233367249	1590233367250	OK	 
REQUEST	3505		LoginAirline	1590233367249	1590233367250	OK	 
REQUEST	3475		LoginAirline	1590233367249	1590233367250	OK	 
REQUEST	3465		LoginAirline	1590233367249	1590233367250	OK	 
REQUEST	1655		ListAirport	1590233367249	1590233367251	OK	 
REQUEST	3445		request_9	1590233367250	1590233367251	OK	 
REQUEST	3485		request_2	1590233367250	1590233367251	OK	 
REQUEST	3465		request_9	1590233367251	1590233367252	OK	 
REQUEST	3505		request_9	1590233367251	1590233367252	OK	 
REQUEST	3495		request_2	1590233367251	1590233367252	OK	 
REQUEST	3455		request_9	1590233367251	1590233367252	OK	 
REQUEST	3475		request_9	1590233367251	1590233367252	OK	 
REQUEST	1645		ListAirport	1590233367249	1590233367252	OK	 
REQUEST	1635		CreateAirport	1590233367249	1590233367252	OK	 
REQUEST	1625		EditAirport	1590233367249	1590233367252	OK	 
REQUEST	1685		DeleteAirport	1590233367249	1590233367254	OK	 
REQUEST	1685		request_44	1590233367255	1590233367260	OK	 
USER	AirlineDeleteAirport	1125	END	1590233326243	1590233367270
REQUEST	1805		LoggedClient	1590233367270	1590233367270	OK	 
REQUEST	2125		request_10	1590233367270	1590233367270	OK	 
REQUEST	2135		request_10	1590233367270	1590233367271	OK	 
REQUEST	2175		request_10	1590233367270	1590233367271	OK	 
REQUEST	2115		request_10	1590233367270	1590233367271	OK	 
REQUEST	2145		request_10	1590233367270	1590233367271	OK	 
REQUEST	1815		LoggedClient	1590233367270	1590233367271	OK	 
REQUEST	1805		LoggedClient Redirect 1	1590233367270	1590233367272	OK	 
REQUEST	2125		request_10 Redirect 1	1590233367270	1590233367273	OK	 
REQUEST	2175		request_10 Redirect 1	1590233367271	1590233367273	OK	 
REQUEST	2135		request_10 Redirect 1	1590233367271	1590233367273	OK	 
REQUEST	2115		request_10 Redirect 1	1590233367271	1590233367273	OK	 
REQUEST	2145		request_10 Redirect 1	1590233367271	1590233367273	OK	 
REQUEST	645		request_21	1590233367270	1590233367273	OK	 
REQUEST	1815		LoggedClient Redirect 1	1590233367271	1590233367275	OK	 
REQUEST	644		request_22	1590233367221	1590233367288	OK	 
REQUEST	645		request_21 Redirect 1	1590233367273	1590233367318	OK	 
USER	AirlineListAirports	3966	START	1590233367341	1590233367341
USER	AirlineShowAirport	3956	START	1590233367341	1590233367341
USER	ClientShowAirport	3986	START	1590233367342	1590233367342
USER	AirlineCreateAirport	3946	START	1590233367341	1590233367341
USER	ClientListAirports	3976	START	1590233367341	1590233367341
USER	AirlineDeleteAirport	3996	START	1590233367342	1590233367342
USER	AirlineEditAirport	3936	START	1590233367341	1590233367341
REQUEST	3936		Home	1590233367342	1590233367344	OK	 
REQUEST	3946		Home	1590233367342	1590233367345	OK	 
REQUEST	3956		Home	1590233367342	1590233367345	OK	 
REQUEST	3986		Home	1590233367342	1590233367345	OK	 
REQUEST	3996		Home	1590233367342	1590233367345	OK	 
REQUEST	3966		Home	1590233367342	1590233367345	OK	 
REQUEST	3976		Home	1590233367342	1590233367345	OK	 
REQUEST	3466		LoginAirline	1590233367362	1590233367362	OK	 
REQUEST	3456		LoginAirline	1590233367362	1590233367362	OK	 
REQUEST	1656		ListAirport	1590233367362	1590233367363	OK	 
REQUEST	1646		ListAirport	1590233367362	1590233367364	OK	 
REQUEST	1636		CreateAirport	1590233367362	1590233367364	OK	 
REQUEST	1626		EditAirport	1590233367362	1590233367364	OK	 
REQUEST	3466		request_9	1590233367363	1590233367365	OK	 
REQUEST	3456		request_9	1590233367363	1590233367365	OK	 
REQUEST	3476		LoginAirline	1590233367362	1590233367365	OK	 
REQUEST	3496		LoginClient	1590233367362	1590233367365	OK	 
REQUEST	3446		LoginAirline	1590233367362	1590233367365	OK	 
REQUEST	3486		LoginClient	1590233367362	1590233367365	OK	 
REQUEST	3506		LoginAirline	1590233367362	1590233367365	OK	 
REQUEST	1686		DeleteAirport	1590233367362	1590233367366	OK	 
REQUEST	3476		request_9	1590233367365	1590233367367	OK	 
REQUEST	3496		request_2	1590233367365	1590233367367	OK	 
REQUEST	3486		request_2	1590233367365	1590233367367	OK	 
REQUEST	3506		request_9	1590233367365	1590233367367	OK	 
REQUEST	3446		request_9	1590233367365	1590233367367	OK	 
USER	AirlineDeleteAirport	1126	END	1590233326339	1590233367372
REQUEST	2146		request_10	1590233367372	1590233367372	OK	 
REQUEST	1816		LoggedClient	1590233367372	1590233367372	OK	 
REQUEST	1686		request_44	1590233367366	1590233367373	OK	 
REQUEST	2116		request_10	1590233367372	1590233367373	OK	 
REQUEST	2136		request_10	1590233367372	1590233367373	OK	 
REQUEST	1806		LoggedClient	1590233367372	1590233367373	OK	 
REQUEST	2176		request_10	1590233367372	1590233367373	OK	 
REQUEST	646		request_21	1590233367372	1590233367373	OK	 
REQUEST	2126		request_10	1590233367372	1590233367374	OK	 
REQUEST	1816		LoggedClient Redirect 1	1590233367372	1590233367375	OK	 
REQUEST	2146		request_10 Redirect 1	1590233367372	1590233367375	OK	 
REQUEST	2136		request_10 Redirect 1	1590233367373	1590233367376	OK	 
REQUEST	2116		request_10 Redirect 1	1590233367373	1590233367376	OK	 
REQUEST	1806		LoggedClient Redirect 1	1590233367373	1590233367376	OK	 
REQUEST	2126		request_10 Redirect 1	1590233367374	1590233367376	OK	 
REQUEST	2176		request_10 Redirect 1	1590233367373	1590233367376	OK	 
REQUEST	645		request_22	1590233367319	1590233367395	OK	 
USER	AirlineListAirports	3967	START	1590233367444	1590233367444
USER	ClientShowAirport	3987	START	1590233367444	1590233367444
USER	AirlineShowAirport	3957	START	1590233367444	1590233367444
USER	ClientListAirports	3977	START	1590233367444	1590233367444
USER	AirlineEditAirport	3937	START	1590233367444	1590233367444
USER	AirlineCreateAirport	3947	START	1590233367444	1590233367444
USER	AirlineDeleteAirport	3997	START	1590233367444	1590233367444
REQUEST	3937		Home	1590233367444	1590233367446	OK	 
REQUEST	3967		Home	1590233367444	1590233367447	OK	 
REQUEST	3997		Home	1590233367444	1590233367447	OK	 
REQUEST	3947		Home	1590233367444	1590233367447	OK	 
REQUEST	3977		Home	1590233367444	1590233367447	OK	 
REQUEST	3987		Home	1590233367444	1590233367447	OK	 
REQUEST	3957		Home	1590233367444	1590233367447	OK	 
REQUEST	646		request_21 Redirect 1	1590233367374	1590233367451	OK	 
REQUEST	3477		LoginAirline	1590233367454	1590233367454	OK	 
REQUEST	3447		LoginAirline	1590233367454	1590233367454	OK	 
REQUEST	1637		CreateAirport	1590233367454	1590233367455	OK	 
REQUEST	3447		request_9	1590233367455	1590233367456	OK	 
REQUEST	3477		request_9	1590233367455	1590233367456	OK	 
REQUEST	3507		LoginAirline	1590233367454	1590233367456	OK	 
REQUEST	3487		LoginClient	1590233367454	1590233367456	OK	 
REQUEST	3467		LoginAirline	1590233367454	1590233367456	OK	 
REQUEST	1647		ListAirport	1590233367454	1590233367456	OK	 
REQUEST	3497		LoginClient	1590233367454	1590233367456	OK	 
REQUEST	3457		LoginAirline	1590233367454	1590233367456	OK	 
REQUEST	1627		EditAirport	1590233367454	1590233367456	OK	 
REQUEST	1657		ListAirport	1590233367454	1590233367457	OK	 
REQUEST	3507		request_9	1590233367457	1590233367458	OK	 
REQUEST	3487		request_2	1590233367457	1590233367458	OK	 
REQUEST	3497		request_2	1590233367457	1590233367458	OK	 
REQUEST	3457		request_9	1590233367457	1590233367458	OK	 
REQUEST	3467		request_9	1590233367457	1590233367458	OK	 
REQUEST	1687		DeleteAirport	1590233367454	1590233367459	OK	 
REQUEST	1687		request_44	1590233367459	1590233367464	OK	 
USER	AirlineDeleteAirport	1127	END	1590233326442	1590233367474
REQUEST	2117		request_10	1590233367474	1590233367474	OK	 
REQUEST	1817		LoggedClient	1590233367474	1590233367474	OK	 
REQUEST	2127		request_10	1590233367474	1590233367475	OK	 
REQUEST	2177		request_10	1590233367474	1590233367475	OK	 
REQUEST	2147		request_10	1590233367474	1590233367475	OK	 
REQUEST	2137		request_10	1590233367474	1590233367475	OK	 
REQUEST	1807		LoggedClient	1590233367474	1590233367475	OK	 
REQUEST	2117		request_10 Redirect 1	1590233367474	1590233367477	OK	 
REQUEST	2177		request_10 Redirect 1	1590233367475	1590233367477	OK	 
REQUEST	2137		request_10 Redirect 1	1590233367475	1590233367477	OK	 
REQUEST	2127		request_10 Redirect 1	1590233367475	1590233367477	OK	 
REQUEST	2147		request_10 Redirect 1	1590233367475	1590233367477	OK	 
REQUEST	1807		LoggedClient Redirect 1	1590233367475	1590233367478	OK	 
REQUEST	1817		LoggedClient Redirect 1	1590233367474	1590233367478	OK	 
REQUEST	647		request_21	1590233367484	1590233367485	OK	 
REQUEST	646		request_22	1590233367451	1590233367531	OK	 
USER	AirlineDeleteAirport	4058	START	1590233367539	1590233367539
USER	AirlineEditAirport	3998	START	1590233367539	1590233367539
USER	ClientListAirports	4038	START	1590233367539	1590233367539
USER	AirlineShowAirport	4018	START	1590233367539	1590233367539
USER	AirlineCreateAirport	4008	START	1590233367539	1590233367539
USER	ClientShowAirport	4048	START	1590233367539	1590233367539
USER	AirlineListAirports	4028	START	1590233367539	1590233367539
REQUEST	647		request_21 Redirect 1	1590233367485	1590233367541	OK	 
REQUEST	4048		Home	1590233367539	1590233367542	OK	 
REQUEST	4028		Home	1590233367539	1590233367543	OK	 
REQUEST	4058		Home	1590233367539	1590233367543	OK	 
REQUEST	3998		Home	1590233367539	1590233367543	OK	 
REQUEST	4038		Home	1590233367539	1590233367543	OK	 
REQUEST	4018		Home	1590233367539	1590233367543	OK	 
REQUEST	4008		Home	1590233367539	1590233367543	OK	 
REQUEST	3558		LoginClient	1590233367549	1590233367549	OK	 
REQUEST	3538		LoginAirline	1590233367549	1590233367549	OK	 
REQUEST	3558		request_2	1590233367550	1590233367551	OK	 
REQUEST	3538		request_9	1590233367550	1590233367552	OK	 
REQUEST	3548		LoginClient	1590233367549	1590233367552	OK	 
REQUEST	3518		LoginAirline	1590233367549	1590233367552	OK	 
REQUEST	3528		LoginAirline	1590233367549	1590233367552	OK	 
REQUEST	3508		LoginAirline	1590233367549	1590233367552	OK	 
REQUEST	3568		LoginAirline	1590233367549	1590233367552	OK	 
REQUEST	3508		request_9	1590233367552	1590233367553	OK	 
REQUEST	3528		request_9	1590233367552	1590233367553	OK	 
REQUEST	3548		request_2	1590233367552	1590233367553	OK	 
REQUEST	3518		request_9	1590233367552	1590233367553	OK	 
REQUEST	3568		request_9	1590233367552	1590233367553	OK	 
REQUEST	2238		request_10	1590233367559	1590233367560	OK	 
REQUEST	2208		request_10	1590233367559	1590233367560	OK	 
REQUEST	2198		request_10	1590233367559	1590233367560	OK	 
REQUEST	2188		request_10	1590233367559	1590233367560	OK	 
REQUEST	2178		request_10	1590233367559	1590233367560	OK	 
REQUEST	2238		request_10 Redirect 1	1590233367560	1590233367562	OK	 
REQUEST	1878		LoggedClient	1590233367559	1590233367562	OK	 
REQUEST	2178		request_10 Redirect 1	1590233367560	1590233367562	OK	 
REQUEST	2198		request_10 Redirect 1	1590233367560	1590233367562	OK	 
REQUEST	2208		request_10 Redirect 1	1590233367560	1590233367562	OK	 
REQUEST	2188		request_10 Redirect 1	1590233367560	1590233367562	OK	 
REQUEST	1878		LoggedClient Redirect 1	1590233367562	1590233367564	OK	 
USER	AirlineDeleteAirport	1188	END	1590233326544	1590233367569
REQUEST	708		request_21	1590233367569	1590233367571	OK	 
REQUEST	1868		LoggedClient	1590233367569	1590233367571	OK	 
REQUEST	1718		ListAirport	1590233367569	1590233367571	OK	 
REQUEST	1698		CreateAirport	1590233367569	1590233367571	OK	 
REQUEST	1708		ListAirport	1590233367569	1590233367571	OK	 
REQUEST	1688		EditAirport	1590233367569	1590233367571	OK	 
REQUEST	1748		DeleteAirport	1590233367569	1590233367574	OK	 
REQUEST	1868		LoggedClient Redirect 1	1590233367571	1590233367574	OK	 
REQUEST	1748		request_44	1590233367574	1590233367579	OK	 
REQUEST	647		request_22	1590233367541	1590233367616	OK	 
REQUEST	708		request_21 Redirect 1	1590233367571	1590233367618	OK	 
USER	AirlineCreateAirport	4009	START	1590233367640	1590233367640
USER	AirlineShowAirport	4019	START	1590233367640	1590233367640
USER	ClientListAirports	4039	START	1590233367640	1590233367640
USER	AirlineEditAirport	3999	START	1590233367640	1590233367640
USER	ClientShowAirport	4049	START	1590233367640	1590233367640
USER	AirlineDeleteAirport	4059	START	1590233367640	1590233367640
USER	AirlineListAirports	4029	START	1590233367640	1590233367640
REQUEST	3509		LoginAirline	1590233367640	1590233367641	OK	 
REQUEST	3559		LoginClient	1590233367640	1590233367641	OK	 
REQUEST	3519		LoginAirline	1590233367640	1590233367641	OK	 
REQUEST	3529		LoginAirline	1590233367640	1590233367642	OK	 
REQUEST	3539		LoginAirline	1590233367640	1590233367642	OK	 
REQUEST	3569		LoginAirline	1590233367640	1590233367641	OK	 
REQUEST	3549		LoginClient	1590233367640	1590233367642	OK	 
REQUEST	3559		request_2	1590233367641	1590233367642	OK	 
REQUEST	3509		request_9	1590233367641	1590233367642	OK	 
REQUEST	3999		Home	1590233367640	1590233367643	OK	 
REQUEST	4009		Home	1590233367640	1590233367643	OK	 
REQUEST	4039		Home	1590233367640	1590233367643	OK	 
REQUEST	4059		Home	1590233367640	1590233367643	OK	 
REQUEST	3569		request_9	1590233367642	1590233367644	OK	 
REQUEST	3539		request_9	1590233367642	1590233367644	OK	 
REQUEST	3529		request_9	1590233367642	1590233367644	OK	 
REQUEST	3519		request_9	1590233367642	1590233367644	OK	 
REQUEST	3549		request_2	1590233367642	1590233367644	OK	 
REQUEST	4019		Home	1590233367640	1590233367644	OK	 
REQUEST	4029		Home	1590233367640	1590233367644	OK	 
REQUEST	4049		Home	1590233367640	1590233367644	OK	 
REQUEST	1869		LoggedClient	1590233367660	1590233367662	OK	 
REQUEST	1869		LoggedClient Redirect 1	1590233367662	1590233367663	OK	 
REQUEST	2179		request_10	1590233367660	1590233367664	OK	 
REQUEST	2189		request_10	1590233367660	1590233367665	OK	 
REQUEST	1879		LoggedClient	1590233367660	1590233367665	OK	 
REQUEST	2179		request_10 Redirect 1	1590233367665	1590233367667	OK	 
REQUEST	1699		CreateAirport	1590233367661	1590233367668	OK	 
REQUEST	2239		request_10	1590233367660	1590233367669	OK	 
REQUEST	1689		EditAirport	1590233367661	1590233367671	OK	 
REQUEST	1709		ListAirport	1590233367661	1590233367673	OK	 
REQUEST	2209		request_10	1590233367660	1590233367673	OK	 
REQUEST	2199		request_10	1590233367660	1590233367673	OK	 
REQUEST	1749		DeleteAirport	1590233367661	1590233367678	OK	 
REQUEST	2209		request_10 Redirect 1	1590233367673	1590233367680	OK	 
REQUEST	2239		request_10 Redirect 1	1590233367670	1590233367680	OK	 
REQUEST	1719		ListAirport	1590233367661	1590233367681	OK	 
REQUEST	2189		request_10 Redirect 1	1590233367665	1590233367681	OK	 
REQUEST	1879		LoggedClient Redirect 1	1590233367665	1590233367681	OK	 
REQUEST	2199		request_10 Redirect 1	1590233367674	1590233367681	OK	 
REQUEST	709		request_21	1590233367673	1590233367683	OK	 
REQUEST	1749		request_44	1590233367679	1590233367692	OK	 
USER	AirlineDeleteAirport	1189	END	1590233326641	1590233367693
