ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAEDAAECAwAAAAAAAECPQA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	acmevolar.performance.AerolineaRegistraVueloCSV	aerolinearegistravuelocsv	1590713590111	 	3.3.1
USER	AirlineRegistraVuelo	468	START	1590713685704	1590713685704
REQUEST	468		Home	1590713685705	1590713685711	OK	 
REQUEST	22		FlightShow	1590713685623	1590713685726	OK	 
REQUEST	438		Login	1590713685726	1590713685729	OK	 
REQUEST	343		AirlineLogged	1590713685737	1590713685743	OK	 
REQUEST	343		AirlineLogged Redirect 1	1590713685744	1590713685749	OK	 
REQUEST	283		FlightList	1590713685752	1590713685760	OK	 
REQUEST	243		FlightCreationForm	1590713685749	1590713685820	OK	 
USER	AirlineRegistraVuelo	469	START	1590713685903	1590713685903
REQUEST	469		Home	1590713685903	1590713685912	OK	 
REQUEST	439		Login	1590713685925	1590713685928	OK	 
REQUEST	23		FlightShow	1590713685818	1590713685934	OK	 
REQUEST	344		AirlineLogged	1590713685936	1590713685940	OK	 
REQUEST	344		AirlineLogged Redirect 1	1590713685940	1590713685946	OK	 
REQUEST	284		FlightList	1590713685947	1590713685953	OK	 
REQUEST	244		FlightCreationForm	1590713685947	1590713686010	OK	 
USER	AirlineRegistraVuelo	470	START	1590713686106	1590713686106
REQUEST	470		Home	1590713686107	1590713686112	OK	 
REQUEST	24		FlightShow	1590713686017	1590713686128	OK	 
REQUEST	440		Login	1590713686130	1590713686134	OK	 
REQUEST	345		AirlineLogged	1590713686130	1590713686138	OK	 
REQUEST	345		AirlineLogged Redirect 1	1590713686138	1590713686142	OK	 
REQUEST	285		FlightList	1590713686137	1590713686144	OK	 
REQUEST	245		FlightCreationForm	1590713686147	1590713686214	OK	 
USER	AirlineRegistraVuelo	471	START	1590713686302	1590713686302
REQUEST	471		Home	1590713686303	1590713686308	OK	 
REQUEST	441		Login	1590713686324	1590713686327	OK	 
REQUEST	346		AirlineLogged	1590713686324	1590713686330	OK	 
REQUEST	346		AirlineLogged Redirect 1	1590713686330	1590713686336	OK	 
REQUEST	286		FlightList	1590713686336	1590713686342	OK	 
REQUEST	25		FlightShow	1590713686243	1590713686352	OK	 
REQUEST	246		FlightCreationForm	1590713686362	1590713686423	OK	 
USER	AirlineRegistraVuelo	472	START	1590713686494	1590713686494
REQUEST	472		Home	1590713686494	1590713686501	OK	 
REQUEST	26		FlightShow	1590713686428	1590713686528	OK	 
REQUEST	442		Login	1590713686535	1590713686539	OK	 
REQUEST	347		AirlineLogged	1590713686535	1590713686541	OK	 
REQUEST	347		AirlineLogged Redirect 1	1590713686541	1590713686579	OK	 
REQUEST	287		FlightList	1590713686555	1590713686582	OK	 
REQUEST	247		FlightCreationForm	1590713686535	1590713686648	OK	 
USER	AirlineRegistraVuelo	473	START	1590713686698	1590713686698
REQUEST	473		Home	1590713686698	1590713686705	OK	 
REQUEST	27		FlightShow	1590713686617	1590713686725	OK	 
REQUEST	443		Login	1590713686724	1590713686728	OK	 
REQUEST	348		AirlineLogged	1590713686738	1590713686743	OK	 
REQUEST	288		FlightList	1590713686738	1590713686745	OK	 
REQUEST	348		AirlineLogged Redirect 1	1590713686743	1590713686747	OK	 
REQUEST	248		FlightCreationForm	1590713686763	1590713686833	OK	 
USER	AirlineRegistraVuelo	474	START	1590713686892	1590713686892
REQUEST	474		Home	1590713686893	1590713686898	OK	 
REQUEST	28		FlightShow	1590713686807	1590713686914	OK	 
REQUEST	444		Login	1590713686925	1590713686928	OK	 
REQUEST	349		AirlineLogged	1590713686936	1590713686942	OK	 
REQUEST	289		FlightList	1590713686936	1590713686947	OK	 
REQUEST	349		AirlineLogged Redirect 1	1590713686942	1590713686947	OK	 
REQUEST	249		FlightCreationForm	1590713686952	1590713687017	OK	 
USER	AirlineRegistraVuelo	475	START	1590713687096	1590713687096
REQUEST	475		Home	1590713687096	1590713687102	OK	 
REQUEST	29		FlightShow	1590713687007	1590713687116	OK	 
REQUEST	445		Login	1590713687122	1590713687125	OK	 
REQUEST	350		AirlineLogged	1590713687133	1590713687137	OK	 
REQUEST	350		AirlineLogged Redirect 1	1590713687137	1590713687146	OK	 
REQUEST	290		FlightList	1590713687144	1590713687157	OK	 
REQUEST	250		FlightCreationForm	1590713687133	1590713687214	OK	 
USER	AirlineRegistraVuelo	476	START	1590713687292	1590713687292
REQUEST	476		Home	1590713687293	1590713687305	OK	 
REQUEST	446		Login	1590713687325	1590713687327	OK	 
REQUEST	30		FlightShow	1590713687218	1590713687339	OK	 
REQUEST	291		FlightList	1590713687336	1590713687353	OK	 
REQUEST	351		AirlineLogged	1590713687348	1590713687355	OK	 
REQUEST	351		AirlineLogged Redirect 1	1590713687355	1590713687360	OK	 
REQUEST	251		FlightCreationForm	1590713687336	1590713687410	OK	 
USER	AirlineRegistraVuelo	477	START	1590713687493	1590713687493
REQUEST	477		Home	1590713687493	1590713687499	OK	 
REQUEST	31		FlightShow	1590713687423	1590713687515	OK	 
REQUEST	447		Login	1590713687526	1590713687528	OK	 
REQUEST	352		AirlineLogged	1590713687537	1590713687541	OK	 
REQUEST	352		AirlineLogged Redirect 1	1590713687541	1590713687546	OK	 
REQUEST	292		FlightList	1590713687548	1590713687556	OK	 
REQUEST	252		FlightCreationForm	1590713687548	1590713687619	OK	 
USER	AirlineRegistraVuelo	478	START	1590713687698	1590713687698
REQUEST	478		Home	1590713687699	1590713687706	OK	 
REQUEST	32		FlightShow	1590713687629	1590713687717	OK	 
REQUEST	448		Login	1590713687727	1590713687731	OK	 
REQUEST	353		AirlineLogged	1590713687727	1590713687732	OK	 
REQUEST	353		AirlineLogged Redirect 1	1590713687732	1590713687738	OK	 
REQUEST	32		FlightShow Redirect 1	1590713687717	1590713687740	OK	 
REQUEST	293		FlightList	1590713687738	1590713687750	OK	 
REQUEST	253		FlightCreationForm	1590713687743	1590713687810	OK	 
USER	AirlineRegistraVuelo	479	START	1590713687893	1590713687893
REQUEST	479		Home	1590713687893	1590713687899	OK	 
REQUEST	33		FlightShow	1590713687823	1590713687917	OK	 
REQUEST	449		Login	1590713687925	1590713687927	OK	 
REQUEST	354		AirlineLogged	1590713687935	1590713687939	OK	 
REQUEST	294		FlightList	1590713687935	1590713687943	OK	 
REQUEST	354		AirlineLogged Redirect 1	1590713687940	1590713687944	OK	 
REQUEST	254		FlightCreationForm	1590713687957	1590713688027	OK	 
USER	AirlineRegistraVuelo	480	START	1590713688097	1590713688097
REQUEST	480		Home	1590713688098	1590713688103	OK	 
REQUEST	34		FlightShow	1590713688005	1590713688106	OK	 
REQUEST	450		Login	1590713688122	1590713688125	OK	 
REQUEST	355		AirlineLogged	1590713688133	1590713688137	OK	 
REQUEST	355		AirlineLogged Redirect 1	1590713688138	1590713688141	OK	 
REQUEST	295		FlightList	1590713688143	1590713688148	OK	 
REQUEST	255		FlightCreationForm	1590713688153	1590713688222	OK	 
USER	AirlineRegistraVuelo	481	START	1590713688294	1590713688294
REQUEST	481		Home	1590713688294	1590713688300	OK	 
REQUEST	356		AirlineLogged	1590713688334	1590713688338	OK	 
REQUEST	356		AirlineLogged Redirect 1	1590713688338	1590713688342	OK	 
REQUEST	35		FlightShow	1590713688223	1590713688352	OK	 
REQUEST	296		FlightList	1590713688347	1590713688361	OK	 
REQUEST	256		FlightCreationForm	1590713688347	1590713688411	OK	 
REQUEST	451		Login	1590713688424	1590713688426	OK	 
USER	AirlineRegistraVuelo	482	START	1590713688494	1590713688494
REQUEST	482		Home	1590713688495	1590713688500	OK	 
REQUEST	36		FlightShow	1590713688424	1590713688519	OK	 
REQUEST	357		AirlineLogged	1590713688538	1590713688543	OK	 
REQUEST	297		FlightList	1590713688538	1590713688547	OK	 
REQUEST	357		AirlineLogged Redirect 1	1590713688543	1590713688549	OK	 
REQUEST	452		Login	1590713688553	1590713688558	OK	 
REQUEST	257		FlightCreationForm	1590713688543	1590713688614	OK	 
USER	AirlineRegistraVuelo	483	START	1590713688698	1590713688698
REQUEST	483		Home	1590713688698	1590713688703	OK	 
REQUEST	37		FlightShow	1590713688627	1590713688722	OK	 
REQUEST	358		AirlineLogged	1590713688735	1590713688741	OK	 
REQUEST	298		FlightList	1590713688735	1590713688745	OK	 
REQUEST	358		AirlineLogged Redirect 1	1590713688741	1590713688746	OK	 
REQUEST	453		Login	1590713688768	1590713688770	OK	 
REQUEST	258		FlightCreationForm	1590713688746	1590713688808	OK	 
USER	AirlineRegistraVuelo	484	START	1590713688896	1590713688896
REQUEST	484		Home	1590713688897	1590713688902	OK	 
REQUEST	38		FlightShow	1590713688827	1590713688919	OK	 
REQUEST	454		Login	1590713688918	1590713688922	OK	 
REQUEST	359		AirlineLogged	1590713688933	1590713688938	OK	 
REQUEST	359		AirlineLogged Redirect 1	1590713688938	1590713688942	OK	 
REQUEST	299		FlightList	1590713688933	1590713688943	OK	 
REQUEST	259		FlightCreationForm	1590713688946	1590713689004	OK	 
USER	AirlineRegistraVuelo	485	START	1590713689097	1590713689097
REQUEST	485		Home	1590713689097	1590713689105	OK	 
REQUEST	39		FlightShow	1590713689016	1590713689120	OK	 
REQUEST	455		Login	1590713689133	1590713689137	OK	 
REQUEST	360		AirlineLogged	1590713689133	1590713689139	OK	 
REQUEST	360		AirlineLogged Redirect 1	1590713689139	1590713689144	OK	 
REQUEST	300		FlightList	1590713689133	1590713689146	OK	 
REQUEST	260		FlightCreationForm	1590713689133	1590713689205	OK	 
USER	AirlineRegistraVuelo	486	START	1590713689298	1590713689298
REQUEST	486		Home	1590713689299	1590713689305	OK	 
REQUEST	40		FlightShow	1590713689218	1590713689313	OK	 
REQUEST	456		Login	1590713689314	1590713689316	OK	 
REQUEST	40		FlightShow Redirect 1	1590713689313	1590713689330	OK	 
REQUEST	361		AirlineLogged	1590713689335	1590713689339	OK	 
REQUEST	361		AirlineLogged Redirect 1	1590713689340	1590713689344	OK	 
REQUEST	301		FlightList	1590713689335	1590713689349	OK	 
REQUEST	261		FlightCreationForm	1590713689357	1590713689430	OK	 
USER	AirlineRegistraVuelo	487	START	1590713689497	1590713689497
REQUEST	487		Home	1590713689497	1590713689502	OK	 
REQUEST	41		FlightShow	1590713689416	1590713689509	OK	 
REQUEST	457		Login	1590713689523	1590713689525	OK	 
REQUEST	41		FlightShow Redirect 1	1590713689509	1590713689526	OK	 
REQUEST	362		AirlineLogged	1590713689534	1590713689538	OK	 
REQUEST	362		AirlineLogged Redirect 1	1590713689538	1590713689541	OK	 
REQUEST	302		FlightList	1590713689545	1590713689558	OK	 
REQUEST	262		FlightCreationForm	1590713689545	1590713689607	OK	 
USER	AirlineRegistraVuelo	488	START	1590713689696	1590713689696
REQUEST	488		Home	1590713689697	1590713689703	OK	 
REQUEST	42		FlightShow	1590713689615	1590713689712	OK	 
REQUEST	458		Login	1590713689718	1590713689720	OK	 
REQUEST	363		AirlineLogged	1590713689733	1590713689737	OK	 
REQUEST	303		FlightList	1590713689733	1590713689742	OK	 
REQUEST	363		AirlineLogged Redirect 1	1590713689738	1590713689742	OK	 
REQUEST	263		FlightCreationForm	1590713689744	1590713689805	OK	 
USER	AirlineRegistraVuelo	489	START	1590713689895	1590713689895
REQUEST	489		Home	1590713689895	1590713689901	OK	 
REQUEST	43		FlightShow	1590713689825	1590713689919	OK	 
REQUEST	459		Login	1590713689927	1590713689930	OK	 
REQUEST	364		AirlineLogged	1590713689927	1590713689931	OK	 
REQUEST	364		AirlineLogged Redirect 1	1590713689931	1590713689935	OK	 
REQUEST	304		FlightList	1590713689938	1590713689945	OK	 
REQUEST	264		FlightCreationForm	1590713689943	1590713690005	OK	 
USER	AirlineRegistraVuelo	490	START	1590713690093	1590713690093
REQUEST	44		FlightShow	1590713690013	1590713690105	OK	 
REQUEST	490		Home	1590713690094	1590713690110	OK	 
REQUEST	460		Login	1590713690137	1590713690140	OK	 
REQUEST	365		AirlineLogged	1590713690137	1590713690142	OK	 
REQUEST	365		AirlineLogged Redirect 1	1590713690142	1590713690146	OK	 
REQUEST	305		FlightList	1590713690148	1590713690156	OK	 
REQUEST	265		FlightCreationForm	1590713690148	1590713690211	OK	 
USER	AirlineRegistraVuelo	491	START	1590713690292	1590713690292
REQUEST	491		Home	1590713690293	1590713690298	OK	 
REQUEST	45		FlightShow	1590713690207	1590713690304	OK	 
REQUEST	461		Login	1590713690325	1590713690327	OK	 
REQUEST	366		AirlineLogged	1590713690336	1590713690340	OK	 
REQUEST	366		AirlineLogged Redirect 1	1590713690340	1590713690343	OK	 
REQUEST	306		FlightList	1590713690336	1590713690343	OK	 
REQUEST	266		FlightCreationForm	1590713690383	1590713690463	OK	 
USER	AirlineRegistraVuelo	492	START	1590713690504	1590713690504
REQUEST	46		FlightShow	1590713690405	1590713690507	OK	 
REQUEST	492		Home	1590713690504	1590713690510	OK	 
REQUEST	46		FlightShow Redirect 1	1590713690507	1590713690523	OK	 
REQUEST	462		Login	1590713690526	1590713690529	OK	 
REQUEST	367		AirlineLogged	1590713690537	1590713690541	OK	 
REQUEST	367		AirlineLogged Redirect 1	1590713690541	1590713690546	OK	 
REQUEST	307		FlightList	1590713690537	1590713690550	OK	 
REQUEST	267		FlightCreationForm	1590713690552	1590713690618	OK	 
REQUEST	47		FlightShow	1590713690606	1590713690701	OK	 
USER	AirlineRegistraVuelo	493	START	1590713690702	1590713690702
REQUEST	493		Home	1590713690703	1590713690707	OK	 
REQUEST	463		Login	1590713690723	1590713690725	OK	 
REQUEST	308		FlightList	1590713690734	1590713690740	OK	 
REQUEST	368		AirlineLogged	1590713690745	1590713690749	OK	 
REQUEST	368		AirlineLogged Redirect 1	1590713690749	1590713690753	OK	 
REQUEST	268		FlightCreationForm	1590713690756	1590713690835	OK	 
USER	AirlineRegistraVuelo	494	START	1590713690906	1590713690906
REQUEST	494		Home	1590713690906	1590713690912	OK	 
REQUEST	48		FlightShow	1590713690814	1590713690927	OK	 
REQUEST	464		Login	1590713690928	1590713690930	OK	 
REQUEST	369		AirlineLogged	1590713690932	1590713690937	OK	 
REQUEST	309		FlightList	1590713690932	1590713690942	OK	 
REQUEST	369		AirlineLogged Redirect 1	1590713690937	1590713690943	OK	 
REQUEST	269		FlightCreationForm	1590713690932	1590713690996	OK	 
USER	AirlineRegistraVuelo	495	START	1590713691104	1590713691104
REQUEST	495		Home	1590713691105	1590713691109	OK	 
REQUEST	49		FlightShow	1590713691013	1590713691113	OK	 
REQUEST	465		Login	1590713691126	1590713691128	OK	 
REQUEST	370		AirlineLogged	1590713691137	1590713691141	OK	 
REQUEST	370		AirlineLogged Redirect 1	1590713691142	1590713691146	OK	 
REQUEST	310		FlightList	1590713691137	1590713691148	OK	 
REQUEST	270		FlightCreationForm	1590713691163	1590713691233	OK	 
USER	AirlineRegistraVuelo	496	START	1590713691302	1590713691302
REQUEST	496		Home	1590713691303	1590713691308	OK	 
REQUEST	371		AirlineLogged	1590713691313	1590713691318	OK	 
REQUEST	371		AirlineLogged Redirect 1	1590713691318	1590713691323	OK	 
REQUEST	466		Login	1590713691324	1590713691328	OK	 
REQUEST	50		FlightShow	1590713691228	1590713691342	OK	 
REQUEST	311		FlightList	1590713691338	1590713691353	OK	 
REQUEST	271		FlightCreationForm	1590713691338	1590713691402	OK	 
USER	AirlineRegistraVuelo	497	START	1590713691504	1590713691504
REQUEST	497		Home	1590713691505	1590713691510	OK	 
REQUEST	51		FlightShow	1590713691413	1590713691514	OK	 
REQUEST	467		Login	1590713691526	1590713691529	OK	 
REQUEST	372		AirlineLogged	1590713691537	1590713691542	OK	 
REQUEST	372		AirlineLogged Redirect 1	1590713691542	1590713691548	OK	 
REQUEST	312		FlightList	1590713691548	1590713691557	OK	 
REQUEST	272		FlightCreationForm	1590713691553	1590713691618	OK	 
USER	AirlineRegistraVuelo	498	START	1590713691703	1590713691703
REQUEST	498		Home	1590713691703	1590713691708	OK	 
REQUEST	52		FlightShow	1590713691623	1590713691712	OK	 
REQUEST	468		Login	1590713691725	1590713691727	OK	 
REQUEST	373		AirlineLogged	1590713691736	1590713691740	OK	 
REQUEST	373		AirlineLogged Redirect 1	1590713691740	1590713691743	OK	 
REQUEST	313		FlightList	1590713691747	1590713691752	OK	 
REQUEST	273		FlightCreationForm	1590713691758	1590713691822	OK	 
USER	AirlineRegistraVuelo	499	START	1590713691902	1590713691902
REQUEST	499		Home	1590713691903	1590713691908	OK	 
REQUEST	53		FlightShow	1590713691828	1590713691924	OK	 
REQUEST	469		Login	1590713691924	1590713691927	OK	 
REQUEST	374		AirlineLogged	1590713691935	1590713691940	OK	 
REQUEST	374		AirlineLogged Redirect 1	1590713691940	1590713691943	OK	 
REQUEST	314		FlightList	1590713691957	1590713691964	OK	 
REQUEST	274		FlightCreationForm	1590713691957	1590713692020	OK	 
USER	AirlineRegistraVuelo	500	START	1590713692105	1590713692105
REQUEST	500		Home	1590713692105	1590713692112	OK	 
REQUEST	54		FlightShow	1590713692025	1590713692126	OK	 
REQUEST	470		Login	1590713692127	1590713692130	OK	 
REQUEST	375		AirlineLogged	1590713692137	1590713692141	OK	 
REQUEST	315		FlightList	1590713692137	1590713692145	OK	 
REQUEST	375		AirlineLogged Redirect 1	1590713692141	1590713692145	OK	 
REQUEST	275		FlightCreationForm	1590713692153	1590713692223	OK	 
REQUEST	471		Login	1590713692326	1590713692330	OK	 
REQUEST	376		AirlineLogged	1590713692326	1590713692331	OK	 
REQUEST	55		FlightShow	1590713692223	1590713692336	OK	 
REQUEST	376		AirlineLogged Redirect 1	1590713692331	1590713692336	OK	 
REQUEST	316		FlightList	1590713692337	1590713692343	OK	 
REQUEST	276		FlightCreationForm	1590713692347	1590713692418	OK	 
REQUEST	472		Login	1590713692502	1590713692506	OK	 
USER	AirlineRegistraVuelo	4	END	1590713592904	1590713692512
REQUEST	56		FlightShow	1590713692406	1590713692515	OK	 
USER	AirlineRegistraVuelo	5	END	1590713593105	1590713692523
USER	AirlineRegistraVuelo	2	END	1590713592508	1590713692523
REQUEST	377		AirlineLogged	1590713692533	1590713692537	OK	 
REQUEST	317		FlightList	1590713692533	1590713692541	OK	 
REQUEST	377		AirlineLogged Redirect 1	1590713692537	1590713692541	OK	 
USER	AirlineRegistraVuelo	3	END	1590713592706	1590713692588
REQUEST	277		FlightCreationForm	1590713692555	1590713692634	OK	 
REQUEST	57		FlightShow	1590713692625	1590713692723	OK	 
REQUEST	473		Login	1590713692728	1590713692731	OK	 
REQUEST	378		AirlineLogged	1590713692728	1590713692733	OK	 
REQUEST	378		AirlineLogged Redirect 1	1590713692733	1590713692737	OK	 
REQUEST	318		FlightList	1590713692733	1590713692739	OK	 
USER	AirlineRegistraVuelo	6	END	1590713593304	1590713692765
USER	AirlineRegistraVuelo	7	END	1590713593505	1590713692787
REQUEST	278		FlightCreationForm	1590713692743	1590713692809	OK	 
REQUEST	58		FlightShow	1590713692813	1590713692902	OK	 
REQUEST	474		Login	1590713692916	1590713692918	OK	 
REQUEST	379		AirlineLogged	1590713692938	1590713692942	OK	 
REQUEST	379		AirlineLogged Redirect 1	1590713692942	1590713692948	OK	 
REQUEST	319		FlightList	1590713692943	1590713692952	OK	 
USER	AirlineRegistraVuelo	8	END	1590713593703	1590713692977
REQUEST	279		FlightCreationForm	1590713692944	1590713693034	OK	 
REQUEST	475		Login	1590713693115	1590713693117	OK	 
REQUEST	59		FlightShow	1590713693003	1590713693121	OK	 
REQUEST	320		FlightList	1590713693125	1590713693131	OK	 
REQUEST	380		AirlineLogged	1590713693136	1590713693140	OK	 
REQUEST	380		AirlineLogged Redirect 1	1590713693141	1590713693146	OK	 
USER	AirlineRegistraVuelo	9	END	1590713593906	1590713693157
USER	AirlineRegistraVuelo	1	END	1590713592304	1590713693194
REQUEST	280		FlightCreationForm	1590713693157	1590713693218	OK	 
REQUEST	60		FlightShow	1590713693227	1590713693323	OK	 
