ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AerolineaCreaNuevaPistaAterrizajeCSV	aerolineacreanuevapistaaterrizajecsv	1590716607430	 	3.3.1
REQUEST	292		request_7 Redirect 1	1590716704162	1590716704373	OK	 
USER	AirlineCreateRunway	1899	START	1590716704381	1590716704381
REQUEST	1308		CreateRunway	1590716702977	1590716704393	OK	 
REQUEST	1899		Home	1590716704381	1590716704395	OK	 
REQUEST	269		request_7	1590716702985	1590716704400	OK	 
REQUEST	266		request_7	1590716702789	1590716704405	OK	 
REQUEST	251		request_7	1590716702062	1590716704420	OK	 
REQUEST	1778		LoginAirline	1590716704430	1590716704434	OK	 
USER	AirlineCreateRunway	1900	START	1590716704439	1590716704439
REQUEST	1779		LoginAirline	1590716704438	1590716704452	OK	 
REQUEST	1900		Home	1590716704440	1590716704456	OK	 
REQUEST	270		request_7	1590716702997	1590716704496	OK	 
USER	AirlineCreateRunway	1901	START	1590716704499	1590716704499
REQUEST	1901		Home	1590716704500	1590716704512	OK	 
REQUEST	250		request_7	1590716702049	1590716704530	OK	 
USER	AirlineCreateRunway	1902	START	1590716704543	1590716704543
USER	AirlineCreateRunway	1903	START	1590716704579	1590716704579
REQUEST	269		request_7 Redirect 1	1590716704400	1590716704602	OK	 
REQUEST	266		request_7 Redirect 1	1590716704405	1590716704613	OK	 
REQUEST	1311		CreateRunway	1590716703158	1590716704631	OK	 
REQUEST	1281		CreateRunway	1590716702148	1590716704642	OK	 
REQUEST	1532		request_2	1590716703249	1590716704647	OK	 
REQUEST	254		request_7	1590716702278	1590716704656	OK	 
REQUEST	1532		request_2 Redirect 1	1590716704647	1590716704662	OK	 
USER	AirlineCreateRunway	1904	START	1590716704666	1590716704666
REQUEST	1282		CreateRunway	1590716702128	1590716704670	OK	 
REQUEST	1783		LoginAirline	1590716704673	1590716704678	OK	 
REQUEST	1904		Home	1590716704667	1590716704679	OK	 
USER	AirlineCreateRunway	1905	START	1590716704686	1590716704686
REQUEST	272		request_7	1590716703136	1590716704702	OK	 
REQUEST	267		request_7	1590716702855	1590716704703	OK	 
REQUEST	1534		request_2	1590716703271	1590716704710	OK	 
REQUEST	1534		request_2 Redirect 1	1590716704710	1590716704720	OK	 
REQUEST	252		request_7	1590716702121	1590716704731	OK	 
REQUEST	256		request_7	1590716702296	1590716704742	OK	 
REQUEST	1313		CreateRunway	1590716703265	1590716704758	OK	 
REQUEST	1535		request_2	1590716703279	1590716704762	OK	 
REQUEST	251		request_7 Redirect 1	1590716704420	1590716704763	OK	 
REQUEST	1536		request_2	1590716703284	1590716704768	OK	 
REQUEST	1535		request_2 Redirect 1	1590716704762	1590716704772	OK	 
REQUEST	1536		request_2 Redirect 1	1590716704768	1590716704776	OK	 
REQUEST	1305		CreateRunway	1590716703271	1590716704784	OK	 
REQUEST	1307		CreateRunway	1590716703289	1590716704802	OK	 
REQUEST	250		request_7 Redirect 1	1590716704530	1590716704817	OK	 
REQUEST	272		request_7 Redirect 1	1590716704702	1590716704823	OK	 
REQUEST	275		request_7	1590716703284	1590716704829	OK	 
USER	AirlineCreateRunway	1906	START	1590716704832	1590716704832
REQUEST	1785		LoginAirline	1590716704832	1590716704837	OK	 
REQUEST	1906		Home	1590716704832	1590716704841	OK	 
USER	AirlineCreateRunway	1907	START	1590716704846	1590716704846
REQUEST	1907		Home	1590716704846	1590716704855	OK	 
USER	AirlineCreateRunway	1908	START	1590716704859	1590716704859
REQUEST	1787		LoginAirline	1590716704859	1590716704865	OK	 
REQUEST	1786		LoginAirline	1590716704859	1590716704866	OK	 
REQUEST	1908		Home	1590716704860	1590716704869	OK	 
REQUEST	274		request_7	1590716703269	1590716704883	OK	 
REQUEST	257		request_7	1590716702371	1590716704888	OK	 
REQUEST	276		request_7	1590716703298	1590716704919	OK	 
REQUEST	259		request_7	1590716702430	1590716704925	OK	 
REQUEST	1310		CreateRunway	1590716703334	1590716704956	OK	 
REQUEST	1298		CreateRunway	1590716702492	1590716704963	OK	 
REQUEST	252		request_7 Redirect 1	1590716704731	1590716704965	OK	 
REQUEST	1283		CreateRunway	1590716702492	1590716704984	OK	 
REQUEST	1316		CreateRunway	1590716703333	1590716704999	OK	 
REQUEST	1539		request_2	1590716703439	1590716705015	OK	 
REQUEST	1317		CreateRunway	1590716703346	1590716705015	OK	 
REQUEST	1521		request_2	1590716702516	1590716705020	OK	 
REQUEST	274		request_7 Redirect 1	1590716704883	1590716705022	OK	 
REQUEST	1539		request_2 Redirect 1	1590716705015	1590716705027	OK	 
REQUEST	1521		request_2 Redirect 1	1590716705021	1590716705027	OK	 
REQUEST	1540		request_2	1590716703517	1590716705029	OK	 
REQUEST	1541		request_2	1590716703522	1590716705032	OK	 
REQUEST	1540		request_2 Redirect 1	1590716705029	1590716705035	OK	 
REQUEST	1541		request_2 Redirect 1	1590716705032	1590716705038	OK	 
USER	AirlineCreateRunway	1909	START	1590716705040	1590716705040
REQUEST	1909		Home	1590716705040	1590716705050	OK	 
REQUEST	277		request_7	1590716703337	1590716705065	OK	 
REQUEST	1297		CreateRunway	1590716702509	1590716705066	OK	 
REQUEST	1285		CreateRunway	1590716702505	1590716705074	OK	 
REQUEST	1788		LoginAirline	1590716705079	1590716705086	OK	 
USER	AirlineCreateRunway	1910	START	1590716705087	1590716705087
REQUEST	276		request_7 Redirect 1	1590716704919	1590716705093	OK	 
REQUEST	1910		Home	1590716705087	1590716705096	OK	 
REQUEST	1789		LoginAirline	1590716705094	1590716705098	OK	 
USER	AirlineCreateRunway	1911	START	1590716705109	1590716705109
REQUEST	1790		LoginAirline	1590716705109	1590716705117	OK	 
USER	AirlineCreateRunway	1912	START	1590716705118	1590716705118
REQUEST	1911		Home	1590716705110	1590716705123	OK	 
USER	AirlineCreateRunway	1913	START	1590716705124	1590716705124
REQUEST	1791		LoginAirline	1590716705124	1590716705130	OK	 
REQUEST	1912		Home	1590716705118	1590716705132	OK	 
USER	AirlineCreateRunway	1914	START	1590716705132	1590716705132
REQUEST	1913		Home	1590716705125	1590716705137	OK	 
REQUEST	1914		Home	1590716705133	1590716705143	OK	 
REQUEST	1319		CreateRunway	1590716703438	1590716705144	OK	 
REQUEST	1287		CreateRunway	1590716702530	1590716705145	OK	 
REQUEST	1544		request_2	1590716703666	1590716705150	OK	 
REQUEST	278		request_7	1590716703398	1590716705172	OK	 
REQUEST	1544		request_2 Redirect 1	1590716705150	1590716705176	OK	 
REQUEST	281		request_7	1590716703537	1590716705194	OK	 
REQUEST	1523		request_2	1590716702715	1590716705198	OK	 
REQUEST	1523		request_2 Redirect 1	1590716705198	1590716705205	OK	 
REQUEST	1318		CreateRunway	1590716703529	1590716705215	OK	 
REQUEST	1288		CreateRunway	1590716702564	1590716705217	OK	 
REQUEST	1545		request_2	1590716703736	1590716705221	OK	 
REQUEST	1545		request_2 Redirect 1	1590716705221	1590716705228	OK	 
REQUEST	1286		CreateRunway	1590716702535	1590716705258	OK	 
REQUEST	1323		CreateRunway	1590716703661	1590716705267	OK	 
REQUEST	279		request_7	1590716703445	1590716705279	OK	 
REQUEST	281		request_7 Redirect 1	1590716705194	1590716705297	OK	 
REQUEST	264		request_7	1590716702706	1590716705297	OK	 
REQUEST	1547		request_2	1590716703813	1590716705304	OK	 
REQUEST	1326		CreateRunway	1590716703807	1590716705314	OK	 
REQUEST	309		request_7	1590716705087	1590716705328	OK	 
REQUEST	283		request_7	1590716703653	1590716705331	OK	 
REQUEST	1547		request_2 Redirect 1	1590716705304	1590716705337	OK	 
REQUEST	1524		request_2	1590716702780	1590716705344	OK	 
REQUEST	1549		request_2	1590716703911	1590716705349	OK	 
REQUEST	287		request_7	1590716703836	1590716705350	OK	 
REQUEST	1524		request_2 Redirect 1	1590716705344	1590716705355	OK	 
REQUEST	261		request_7 Redirect 1	1590716703766	1590716705358	OK	 
REQUEST	1549		request_2 Redirect 1	1590716705349	1590716705360	OK	 
REQUEST	1325		CreateRunway	1590716703811	1590716705389	OK	 
REQUEST	1328		CreateRunway	1590716703920	1590716705419	OK	 
REQUEST	289		request_7	1590716704000	1590716705424	OK	 
REQUEST	286		request_7	1590716703800	1590716705433	OK	 
REQUEST	285		request_7	1590716703757	1590716705438	OK	 
REQUEST	1551		request_2	1590716704013	1590716705445	OK	 
REQUEST	1551		request_2 Redirect 1	1590716705445	1590716705450	OK	 
REQUEST	309		request_7 Redirect 1	1590716705328	1590716705454	OK	 
REQUEST	1330		CreateRunway	1590716704013	1590716705457	OK	 
REQUEST	1552		request_2	1590716704048	1590716705462	OK	 
REQUEST	283		request_7 Redirect 1	1590716705332	1590716705471	OK	 
REQUEST	1552		request_2 Redirect 1	1590716705462	1590716705475	OK	 
REQUEST	287		request_7 Redirect 1	1590716705350	1590716705482	OK	 
REQUEST	1505		request_2	1590716701833	1590716705487	OK	 
REQUEST	1505		request_2 Redirect 1	1590716705487	1590716705498	OK	 
REQUEST	289		request_7 Redirect 1	1590716705424	1590716705524	OK	 
REQUEST	245		request_7	1590716701756	1590716705533	OK	 
REQUEST	1332		CreateRunway	1590716704104	1590716705546	OK	 
REQUEST	291		request_7	1590716704037	1590716705575	OK	 
REQUEST	285		request_7 Redirect 1	1590716705438	1590716705599	OK	 
REQUEST	1331		CreateRunway	1590716704037	1590716705605	OK	 
REQUEST	1554		request_2	1590716704203	1590716705618	OK	 
REQUEST	1554		request_2 Redirect 1	1590716705618	1590716705624	OK	 
REQUEST	226		request_7 Redirect 1	1590716701896	1590716705644	OK	 
REQUEST	237		request_7 Redirect 1	1590716703038	1590716705661	OK	 
REQUEST	1555		request_2	1590716704220	1590716705666	OK	 
REQUEST	1555		request_2 Redirect 1	1590716705666	1590716705672	OK	 
REQUEST	1792		LoginAirline	1590716705671	1590716705677	OK	 
REQUEST	1793		LoginAirline	1590716705671	1590716705677	OK	 
USER	AirlineCreateRunway	1915	START	1590716705679	1590716705679
REQUEST	1794		LoginAirline	1590716705687	1590716705691	OK	 
REQUEST	1915		Home	1590716705680	1590716705693	OK	 
USER	AirlineCreateRunway	1916	START	1590716705693	1590716705693
REQUEST	1916		Home	1590716705693	1590716705703	OK	 
REQUEST	1795		LoginAirline	1590716705704	1590716705709	OK	 
USER	AirlineCreateRunway	1917	START	1590716705711	1590716705711
REQUEST	1917		Home	1590716705712	1590716705721	OK	 
REQUEST	1796		LoginAirline	1590716705722	1590716705725	OK	 
REQUEST	1797		LoginAirline	1590716705729	1590716705734	OK	 
USER	AirlineCreateRunway	1918	START	1590716705733	1590716705733
REQUEST	1918		Home	1590716705734	1590716705741	OK	 
USER	AirlineCreateRunway	1919	START	1590716705745	1590716705745
REQUEST	1798		LoginAirline	1590716705743	1590716705747	OK	 
USER	AirlineCreateRunway	1920	START	1590716705752	1590716705752
REQUEST	1799		LoginAirline	1590716705752	1590716705755	OK	 
REQUEST	1919		Home	1590716705745	1590716705756	OK	 
REQUEST	1920		Home	1590716705753	1590716705763	OK	 
REQUEST	1800		LoginAirline	1590716705760	1590716705765	OK	 
USER	AirlineCreateRunway	1921	START	1590716705765	1590716705765
USER	AirlineCreateRunway	1923	START	1590716705767	1590716705767
USER	AirlineCreateRunway	1924	START	1590716705768	1590716705768
USER	AirlineCreateRunway	1925	START	1590716705772	1590716705772
USER	AirlineCreateRunway	1926	START	1590716705773	1590716705773
USER	AirlineCreateRunway	1927	START	1590716705777	1590716705777
REQUEST	1921		Home	1590716705766	1590716705787	OK	 
REQUEST	1924		Home	1590716705772	1590716705790	OK	 
REQUEST	1926		Home	1590716705777	1590716705792	OK	 
REQUEST	1925		Home	1590716705773	1590716705794	OK	 
REQUEST	1923		Home	1590716705768	1590716705795	OK	 
USER	AirlineCreateRunway	1922	START	1590716705795	1590716705795
REQUEST	1927		Home	1590716705778	1590716705798	OK	 
REQUEST	1801		LoginAirline	1590716705801	1590716705804	OK	 
REQUEST	1922		Home	1590716705795	1590716705807	OK	 
REQUEST	1802		LoginAirline	1590716705808	1590716705812	OK	 
REQUEST	1803		LoginAirline	1590716705808	1590716705813	OK	 
REQUEST	1804		LoginAirline	1590716705820	1590716705826	OK	 
REQUEST	1805		LoginAirline	1590716705831	1590716705836	OK	 
REQUEST	1806		LoginAirline	1590716705834	1590716705838	OK	 
REQUEST	277		request_7 Redirect 1	1590716705066	1590716705854	OK	 
REQUEST	264		request_7 Redirect 1	1590716705297	1590716705859	OK	 
REQUEST	1556		request_2	1590716704270	1590716705863	OK	 
REQUEST	1556		request_2 Redirect 1	1590716705863	1590716705868	OK	 
REQUEST	1780		LoginAirline	1590716704576	1590716705885	OK	 
REQUEST	1782		LoginAirline	1590716704578	1590716705906	OK	 
REQUEST	1781		LoginAirline	1590716704578	1590716705913	OK	 
REQUEST	247		request_7	1590716701848	1590716705953	OK	 
REQUEST	1335		CreateRunway	1590716704308	1590716705961	OK	 
REQUEST	245		request_7 Redirect 1	1590716705533	1590716705970	OK	 
USER	AirlineCreateRunway	1928	START	1590716706008	1590716706008
REQUEST	1808		LoginAirline	1590716706008	1590716706013	OK	 
REQUEST	242		request_7 Redirect 1	1590716703108	1590716706016	OK	 
USER	AirlineCreateRunway	1929	START	1590716706020	1590716706020
REQUEST	1928		Home	1590716706010	1590716706028	OK	 
REQUEST	1809		LoginAirline	1590716706021	1590716706030	OK	 
USER	AirlineCreateRunway	1930	START	1590716706030	1590716706030
REQUEST	1929		Home	1590716706021	1590716706036	OK	 
REQUEST	1810		LoginAirline	1590716706030	1590716706038	OK	 
REQUEST	1930		Home	1590716706031	1590716706042	OK	 
REQUEST	1811		LoginAirline	1590716706038	1590716706044	OK	 
REQUEST	1333		CreateRunway	1590716704198	1590716706070	OK	 
REQUEST	1557		request_2	1590716704359	1590716706081	OK	 
REQUEST	293		request_7	1590716704210	1590716706082	OK	 
REQUEST	1531		request_2	1590716703148	1590716706086	OK	 
REQUEST	1557		request_2 Redirect 1	1590716706081	1590716706089	OK	 
REQUEST	294		request_7	1590716704214	1590716706104	OK	 
REQUEST	290		request_7	1590716704012	1590716706114	OK	 
REQUEST	1312		CreateRunway	1590716703150	1590716706123	OK	 
REQUEST	1531		request_2 Redirect 1	1590716706086	1590716706128	OK	 
REQUEST	1559		request_2	1590716704436	1590716706133	OK	 
REQUEST	1559		request_2 Redirect 1	1590716706133	1590716706157	OK	 
REQUEST	1337		CreateRunway	1590716704359	1590716706182	OK	 
REQUEST	290		request_7 Redirect 1	1590716706114	1590716706188	OK	 
REQUEST	1560		request_2	1590716704513	1590716706193	OK	 
REQUEST	299		request_7	1590716704445	1590716706197	OK	 
REQUEST	1560		request_2 Redirect 1	1590716706193	1590716706199	OK	 
REQUEST	294		request_7 Redirect 1	1590716706104	1590716706205	OK	 
USER	AirlineCreateRunway	1931	START	1590716706210	1590716706210
REQUEST	1812		LoginAirline	1590716706211	1590716706218	OK	 
REQUEST	1931		Home	1590716706210	1590716706221	OK	 
USER	AirlineCreateRunway	1932	START	1590716706223	1590716706223
USER	AirlineCreateRunway	1933	START	1590716706229	1590716706229
REQUEST	1932		Home	1590716706224	1590716706236	OK	 
REQUEST	1813		LoginAirline	1590716706229	1590716706237	OK	 
REQUEST	1933		Home	1590716706230	1590716706241	OK	 
USER	AirlineCreateRunway	1934	START	1590716706245	1590716706245
REQUEST	1934		Home	1590716706246	1590716706256	OK	 
REQUEST	1814		LoginAirline	1590716706251	1590716706258	OK	 
USER	AirlineCreateRunway	1935	START	1590716706259	1590716706259
REQUEST	1935		Home	1590716706261	1590716706269	OK	 
REQUEST	1903		Home	1590716704579	1590716706278	OK	 
REQUEST	1784		LoginAirline	1590716704686	1590716706285	OK	 
REQUEST	1902		Home	1590716704543	1590716706286	OK	 
REQUEST	1905		Home	1590716704687	1590716706294	OK	 
USER	AirlineCreateRunway	1936	START	1590716706308	1590716706308
REQUEST	1807		LoginAirline	1590716705839	1590716706316	OK	 
REQUEST	1815		LoginAirline	1590716706303	1590716706329	OK	 
REQUEST	1816		LoginAirline	1590716706306	1590716706335	OK	 
REQUEST	1817		LoginAirline	1590716706336	1590716706344	OK	 
REQUEST	1936		Home	1590716706308	1590716706345	OK	 
USER	AirlineCreateRunway	1937	START	1590716706345	1590716706345
REQUEST	1937		Home	1590716706346	1590716706354	OK	 
REQUEST	295		request_7	1590716704236	1590716706367	OK	 
REQUEST	1593		request_2	1590716706356	1590716706370	OK	 
REQUEST	1598		request_2	1590716706358	1590716706373	OK	 
REQUEST	1593		request_2 Redirect 1	1590716706370	1590716706380	OK	 
REQUEST	1598		request_2 Redirect 1	1590716706373	1590716706386	OK	 
USER	AirlineCreateRunway	1938	START	1590716706417	1590716706417
REQUEST	1818		LoginAirline	1590716706423	1590716706436	OK	 
REQUEST	1938		Home	1590716706418	1590716706436	OK	 
REQUEST	1819		LoginAirline	1590716706427	1590716706440	OK	 
USER	AirlineCreateRunway	1939	START	1590716706444	1590716706444
REQUEST	1939		Home	1590716706444	1590716706452	OK	 
REQUEST	299		request_7 Redirect 1	1590716706197	1590716706511	OK	 
USER	AirlineCreateRunway	1940	START	1590716706518	1590716706518
REQUEST	1820		LoginAirline	1590716706519	1590716706527	OK	 
REQUEST	1940		Home	1590716706519	1590716706531	OK	 
REQUEST	1340		CreateRunway	1590716704509	1590716706562	OK	 
REQUEST	273		request_7	1590716703148	1590716706565	OK	 
REQUEST	300		request_7	1590716704501	1590716706569	OK	 
REQUEST	296		request_7	1590716704309	1590716706588	OK	 
REQUEST	297		request_7	1590716704359	1590716706592	OK	 
USER	AirlineCreateRunway	1941	START	1590716706597	1590716706597
USER	AirlineCreateRunway	1942	START	1590716706604	1590716706604
REQUEST	1821		LoginAirline	1590716706598	1590716706614	OK	 
REQUEST	1941		Home	1590716706598	1590716706618	OK	 
REQUEST	1942		Home	1590716706605	1590716706619	OK	 
REQUEST	223		request_7	1590716700634	1590716706672	OK	 
REQUEST	247		request_7 Redirect 1	1590716705953	1590716706680	OK	 
REQUEST	1314		CreateRunway	1590716703279	1590716706685	OK	 
REQUEST	1537		request_2	1590716703326	1590716706694	OK	 
REQUEST	295		request_7 Redirect 1	1590716706367	1590716706699	OK	 
REQUEST	1537		request_2 Redirect 1	1590716706694	1590716706701	OK	 
REQUEST	1565		request_2	1590716704838	1590716706705	OK	 
REQUEST	1565		request_2 Redirect 1	1590716706705	1590716706711	OK	 
USER	AirlineCreateRunway	1943	START	1590716706718	1590716706718
REQUEST	1822		LoginAirline	1590716706717	1590716706720	OK	 
REQUEST	1823		LoginAirline	1590716706718	1590716706725	OK	 
REQUEST	1943		Home	1590716706720	1590716706731	OK	 
REQUEST	1824		LoginAirline	1590716706730	1590716706736	OK	 
REQUEST	1825		LoginAirline	1590716706736	1590716706740	OK	 
USER	AirlineCreateRunway	1944	START	1590716706739	1590716706739
REQUEST	1826		LoginAirline	1590716706745	1590716706749	OK	 
REQUEST	1944		Home	1590716706740	1590716706750	OK	 
USER	AirlineCreateRunway	1945	START	1590716706750	1590716706750
REQUEST	1945		Home	1590716706750	1590716706758	OK	 
REQUEST	271		request_7	1590716703045	1590716706780	OK	 
REQUEST	1306		CreateRunway	1590716703279	1590716706789	OK	 
REQUEST	1315		CreateRunway	1590716703279	1590716706794	OK	 
USER	AirlineCreateRunway	1946	START	1590716706815	1590716706815
REQUEST	1946		Home	1590716706815	1590716706841	OK	 
USER	AirlineCreateRunway	1948	START	1590716706843	1590716706843
REQUEST	1948		Home	1590716706843	1590716706850	OK	 
REQUEST	300		request_7 Redirect 1	1590716706569	1590716706852	OK	 
USER	AirlineCreateRunway	1947	START	1590716706854	1590716706854
REQUEST	1947		Home	1590716706854	1590716706862	OK	 
REQUEST	1346		CreateRunway	1590716704855	1590716706887	OK	 
REQUEST	1827		LoginAirline	1590716706904	1590716706908	OK	 
REQUEST	1828		LoginAirline	1590716706904	1590716706910	OK	 
USER	AirlineCreateRunway	1949	START	1590716706911	1590716706911
REQUEST	1949		Home	1590716706911	1590716706919	OK	 
USER	AirlineCreateRunway	1950	START	1590716706939	1590716706939
REQUEST	1829		LoginAirline	1590716706937	1590716706953	OK	 
REQUEST	1830		LoginAirline	1590716706937	1590716706955	OK	 
REQUEST	1950		Home	1590716706940	1590716706960	OK	 
REQUEST	340		request_7	1590716706508	1590716706982	OK	 
REQUEST	257		request_7 Redirect 1	1590716704888	1590716706994	OK	 
USER	AirlineCreateRunway	1951	START	1590716707010	1590716707010
REQUEST	1951		Home	1590716707010	1590716707017	OK	 
REQUEST	273		request_7 Redirect 1	1590716706565	1590716707019	OK	 
REQUEST	1345		CreateRunway	1590716704832	1590716707038	OK	 
REQUEST	1320		CreateRunway	1590716703517	1590716707057	OK	 
REQUEST	305		request_7	1590716704842	1590716707066	OK	 
REQUEST	1542		request_2	1590716703548	1590716707073	OK	 
REQUEST	1542		request_2 Redirect 1	1590716707073	1590716707079	OK	 
USER	AirlineCreateRunway	1952	START	1590716707088	1590716707088
REQUEST	223		request_7 Redirect 1	1590716706673	1590716707092	OK	 
REQUEST	1831		LoginAirline	1590716707088	1590716707095	OK	 
REQUEST	1952		Home	1590716707090	1590716707101	OK	 
USER	AirlineCreateRunway	1953	START	1590716707098	1590716707098
REQUEST	1832		LoginAirline	1590716707098	1590716707104	OK	 
REQUEST	1953		Home	1590716707101	1590716707112	OK	 
REQUEST	307		request_7	1590716704851	1590716707139	OK	 
REQUEST	1568		request_2	1590716705083	1590716707148	OK	 
REQUEST	340		request_7 Redirect 1	1590716706983	1590716707152	OK	 
REQUEST	1568		request_2 Redirect 1	1590716707148	1590716707154	OK	 
REQUEST	1570		request_2	1590716705097	1590716707158	OK	 
USER	AirlineCreateRunway	1954	START	1590716707161	1590716707161
REQUEST	1570		request_2 Redirect 1	1590716707158	1590716707165	OK	 
REQUEST	1833		LoginAirline	1590716707166	1590716707170	OK	 
REQUEST	1954		Home	1590716707161	1590716707171	OK	 
REQUEST	1834		LoginAirline	1590716707199	1590716707205	OK	 
USER	AirlineCreateRunway	1955	START	1590716707203	1590716707203
REQUEST	1955		Home	1590716707205	1590716707224	OK	 
REQUEST	271		request_7 Redirect 1	1590716706780	1590716707224	OK	 
REQUEST	1835		LoginAirline	1590716707214	1590716707230	OK	 
REQUEST	1349		CreateRunway	1590716705109	1590716707267	OK	 
USER	AirlineCreateRunway	1956	START	1590716707274	1590716707274
REQUEST	1956		Home	1590716707274	1590716707283	OK	 
REQUEST	1836		LoginAirline	1590716707289	1590716707294	OK	 
REQUEST	259		request_7 Redirect 1	1590716704926	1590716707299	OK	 
USER	AirlineCreateRunway	1957	START	1590716707308	1590716707308
REQUEST	1294		CreateRunway	1590716702499	1590716707324	OK	 
REQUEST	1322		CreateRunway	1590716703652	1590716707336	OK	 
REQUEST	353		request_7	1590716707155	1590716707350	OK	 
USER	AirlineCreateRunway	1958	START	1590716707353	1590716707353
REQUEST	1837		LoginAirline	1590716707353	1590716707358	OK	 
REQUEST	1958		Home	1590716707353	1590716707361	OK	 
REQUEST	308		request_7	1590716705078	1590716707384	OK	 
REQUEST	1347		CreateRunway	1590716705037	1590716707391	OK	 
REQUEST	280		request_7	1590716703520	1590716707415	OK	 
REQUEST	1957		Home	1590716707308	1590716707424	OK	 
USER	AirlineCreateRunway	1959	START	1590716707431	1590716707431
USER	AirlineCreateRunway	1960	START	1590716707439	1590716707439
REQUEST	1838		LoginAirline	1590716707436	1590716707448	OK	 
REQUEST	1839		LoginAirline	1590716707439	1590716707451	OK	 
REQUEST	1959		Home	1590716707431	1590716707453	OK	 
REQUEST	1960		Home	1590716707441	1590716707456	OK	 
REQUEST	313		request_7	1590716705132	1590716707496	OK	 
REQUEST	1546		request_2	1590716703765	1590716707502	OK	 
REQUEST	312		request_7	1590716705125	1590716707504	OK	 
REQUEST	1546		request_2 Redirect 1	1590716707502	1590716707507	OK	 
REQUEST	278		request_7 Redirect 1	1590716705172	1590716707509	OK	 
REQUEST	1548		request_2	1590716703907	1590716707514	OK	 
REQUEST	1548		request_2 Redirect 1	1590716707514	1590716707519	OK	 
USER	AirlineCreateRunway	1961	START	1590716707521	1590716707521
REQUEST	1840		LoginAirline	1590716707521	1590716707527	OK	 
REQUEST	1961		Home	1590716707521	1590716707531	OK	 
REQUEST	1841		LoginAirline	1590716707527	1590716707532	OK	 
USER	AirlineCreateRunway	1962	START	1590716707538	1590716707538
REQUEST	305		request_7 Redirect 1	1590716707066	1590716707544	OK	 
REQUEST	1962		Home	1590716707538	1590716707546	OK	 
REQUEST	1522		request_2	1590716702855	1590716707549	OK	 
REQUEST	1550		request_2	1590716704018	1590716707552	OK	 
REQUEST	1522		request_2 Redirect 1	1590716707549	1590716707555	OK	 
REQUEST	1501		request_2	1590716701700	1590716707557	OK	 
REQUEST	1550		request_2 Redirect 1	1590716707553	1590716707561	OK	 
REQUEST	1501		request_2 Redirect 1	1590716707557	1590716707564	OK	 
USER	AirlineCreateRunway	1963	START	1590716707640	1590716707640
USER	AirlineCreateRunway	1964	START	1590716707646	1590716707646
REQUEST	356		request_7	1590716707295	1590716707708	OK	 
REQUEST	1842		LoginAirline	1590716707644	1590716707709	OK	 
REQUEST	1292		CreateRunway	1590716702865	1590716707710	OK	 
REQUEST	1843		LoginAirline	1590716707646	1590716707711	OK	 
REQUEST	1963		Home	1590716707642	1590716707711	OK	 
REQUEST	1964		Home	1590716707646	1590716707714	OK	 
USER	AirlineCreateRunway	1965	START	1590716707715	1590716707715
USER	AirlineCreateRunway	1966	START	1590716707729	1590716707729
REQUEST	1321		CreateRunway	1590716703732	1590716707761	OK	 
USER	AirlineCreateRunway	1967	START	1590716707777	1590716707777
REQUEST	357		request_7	1590716707344	1590716707788	OK	 
REQUEST	1400		CreateRunway	1590716707649	1590716707819	OK	 
REQUEST	1965		Home	1590716707715	1590716707821	OK	 
REQUEST	1844		LoginAirline	1590716707720	1590716707821	OK	 
REQUEST	312		request_7 Redirect 1	1590716707504	1590716707822	OK	 
REQUEST	1623		request_2	1590716707720	1590716707825	OK	 
REQUEST	1845		LoginAirline	1590716707720	1590716707827	OK	 
REQUEST	364		request_7	1590716707664	1590716707843	OK	 
USER	AirlineCreateRunway	1968	START	1590716707839	1590716707839
REQUEST	313		request_7 Redirect 1	1590716707496	1590716707849	OK	 
REQUEST	1966		Home	1590716707729	1590716707855	OK	 
REQUEST	1846		LoginAirline	1590716707766	1590716707856	OK	 
REQUEST	1967		Home	1590716707778	1590716707861	OK	 
REQUEST	1847		LoginAirline	1590716707833	1590716707879	OK	 
REQUEST	1327		CreateRunway	1590716703915	1590716707879	OK	 
REQUEST	1623		request_2 Redirect 1	1590716707825	1590716707880	OK	 
REQUEST	1350		CreateRunway	1590716705109	1590716707889	OK	 
REQUEST	301		request_7	1590716704576	1590716707894	OK	 
REQUEST	1968		Home	1590716707840	1590716707897	OK	 
REQUEST	1622		request_2	1590716707845	1590716707900	OK	 
REQUEST	1624		request_2	1590716707848	1590716707905	OK	 
REQUEST	1625		request_2	1590716707858	1590716707908	OK	 
REQUEST	1626		request_2	1590716707858	1590716707913	OK	 
USER	AirlineCreateRunway	1969	START	1590716707923	1590716707923
USER	AirlineCreateRunway	1970	START	1590716707930	1590716707930
USER	AirlineCreateRunway	1971	START	1590716707994	1590716707994
REQUEST	1399		CreateRunway	1590716707647	1590716708017	OK	 
REQUEST	1622		request_2 Redirect 1	1590716707900	1590716708020	OK	 
REQUEST	1624		request_2 Redirect 1	1590716707905	1590716708022	OK	 
REQUEST	1625		request_2 Redirect 1	1590716707908	1590716708023	OK	 
REQUEST	1626		request_2 Redirect 1	1590716707913	1590716708025	OK	 
REQUEST	284		request_7	1590716703732	1590716708027	OK	 
REQUEST	1628		request_2	1590716707917	1590716708029	OK	 
