ASSERTION	AAEDAAEBAwAAAAAAAIizQA==
ASSERTION	AAICAAIBAAAAAAAAABRA
ASSERTION	AAECAAMEAAAAAAAAgFZA
RUN	dp2.AerolineaCreaNuevaPistaAterrizajeCSV	aerolineacreanuevapistaaterrizajecsv	1590716607430	 	3.3.1
REQUEST	1627		request_2	1590716707920	1590716708033	OK	 
REQUEST	1402		CreateRunway	1590716707920	1590716708060	OK	 
REQUEST	1969		Home	1590716707923	1590716708061	OK	 
REQUEST	1848		LoginAirline	1590716707927	1590716708061	OK	 
REQUEST	1401		CreateRunway	1590716707728	1590716708064	OK	 
REQUEST	1849		LoginAirline	1590716707928	1590716708066	OK	 
REQUEST	1970		Home	1590716707930	1590716708069	OK	 
REQUEST	1629		request_2	1590716707934	1590716708073	OK	 
REQUEST	1850		LoginAirline	1590716707994	1590716708074	OK	 
REQUEST	301		request_7 Redirect 1	1590716707894	1590716708093	OK	 
REQUEST	1971		Home	1590716707995	1590716708099	OK	 
REQUEST	315		request_7	1590716705695	1590716708102	OK	 
REQUEST	1389		CreateRunway	1590716707725	1590716708102	OK	 
REQUEST	1630		request_2	1590716707994	1590716708105	OK	 
REQUEST	365		request_7	1590716707722	1590716708105	OK	 
REQUEST	1851		LoginAirline	1590716707997	1590716708107	OK	 
REQUEST	1628		request_2 Redirect 1	1590716708029	1590716708109	OK	 
REQUEST	1627		request_2 Redirect 1	1590716708033	1590716708110	OK	 
REQUEST	1629		request_2 Redirect 1	1590716708073	1590716708112	OK	 
REQUEST	1630		request_2 Redirect 1	1590716708105	1590716708118	OK	 
REQUEST	1580		request_2	1590716705819	1590716708125	OK	 
REQUEST	1585		request_2	1590716705827	1590716708128	OK	 
REQUEST	1580		request_2 Redirect 1	1590716708125	1590716708131	OK	 
REQUEST	1586		request_2	1590716705830	1590716708134	OK	 
REQUEST	1585		request_2 Redirect 1	1590716708129	1590716708135	OK	 
REQUEST	1586		request_2 Redirect 1	1590716708134	1590716708139	OK	 
REQUEST	1587		request_2	1590716705838	1590716708143	OK	 
REQUEST	369		request_7	1590716707929	1590716708154	OK	 
REQUEST	1587		request_2 Redirect 1	1590716708143	1590716708162	OK	 
REQUEST	1409		CreateRunway	1590716707996	1590716708166	OK	 
USER	AirlineCreateRunway	1972	START	1590716708173	1590716708173
USER	AirlineCreateRunway	1973	START	1590716708174	1590716708174
REQUEST	1852		LoginAirline	1590716708174	1590716708183	OK	 
REQUEST	1973		Home	1590716708176	1590716708185	OK	 
REQUEST	1853		LoginAirline	1590716708174	1590716708188	OK	 
USER	AirlineCreateRunway	1974	START	1590716708189	1590716708189
USER	AirlineCreateRunway	1975	START	1590716708195	1590716708195
REQUEST	356		request_7 Redirect 1	1590716707708	1590716708215	OK	 
REQUEST	329		request_7	1590716706016	1590716708740	OK	 
REQUEST	1589		request_2	1590716706238	1590716708740	OK	 
REQUEST	1339		CreateRunway	1590716704442	1590716708740	OK	 
REQUEST	1309		CreateRunway	1590716703298	1590716708740	OK	 
REQUEST	267		request_7 Redirect 1	1590716704703	1590716708741	OK	 
REQUEST	1365		CreateRunway	1590716706381	1590716708741	OK	 
REQUEST	1597		request_2	1590716706330	1590716708742	OK	 
REQUEST	337		request_7	1590716706336	1590716708742	OK	 
REQUEST	345		request_7	1590716706740	1590716708742	OK	 
REQUEST	1361		CreateRunway	1590716706296	1590716708743	OK	 
REQUEST	1369		CreateRunway	1590716706245	1590716708743	OK	 
REQUEST	339		request_7	1590716706427	1590716708744	OK	 
REQUEST	1561		request_2	1590716704513	1590716708744	OK	 
REQUEST	1363		CreateRunway	1590716706320	1590716708744	OK	 
REQUEST	1371		CreateRunway	1590716706537	1590716708745	OK	 
REQUEST	268		request_7 Redirect 1	1590716704335	1590716708746	OK	 
REQUEST	1379		CreateRunway	1590716706806	1590716708746	OK	 
REQUEST	1563		request_2	1590716704679	1590716708747	OK	 
REQUEST	1595		request_2	1590716706423	1590716708748	OK	 
REQUEST	1603		request_2	1590716706730	1590716708748	OK	 
USER	AirlineCreateRunway	1976	START	1590716708746	1590716708746
USER	AirlineCreateRunway	1977	START	1590716708751	1590716708751
USER	AirlineCreateRunway	1978	START	1590716708755	1590716708755
REQUEST	284		request_7 Redirect 1	1590716708027	1590716708756	OK	 
USER	AirlineCreateRunway	1979	START	1590716708755	1590716708755
USER	AirlineCreateRunway	1980	START	1590716708759	1590716708759
USER	AirlineCreateRunway	1981	START	1590716708759	1590716708759
REQUEST	364		request_7 Redirect 1	1590716707843	1590716708760	OK	 
REQUEST	1975		Home	1590716708195	1590716708816	OK	 
REQUEST	1634		request_2	1590716708191	1590716708816	OK	 
REQUEST	255		request_7	1590716702257	1590716708819	OK	 
REQUEST	303		request_7	1590716704664	1590716708819	OK	 
REQUEST	338		request_7	1590716706386	1590716708821	OK	 
REQUEST	370		request_7	1590716707994	1590716708821	OK	 
REQUEST	343		request_7	1590716706712	1590716708822	OK	 
REQUEST	367		request_7	1590716707836	1590716708822	OK	 
REQUEST	1343		CreateRunway	1590716704680	1590716708822	OK	 
REQUEST	1854		LoginAirline	1590716708191	1590716708816	OK	 
REQUEST	1338		CreateRunway	1590716704430	1590716708822	OK	 
REQUEST	1362		CreateRunway	1590716706216	1590716708824	OK	 
REQUEST	1370		CreateRunway	1590716706259	1590716708824	OK	 
REQUEST	1367		CreateRunway	1590716706259	1590716708824	OK	 
REQUEST	1562		request_2	1590716704672	1590716708825	OK	 
REQUEST	1594		request_2	1590716706248	1590716708825	OK	 
REQUEST	1602		request_2	1590716706604	1590716708826	OK	 
REQUEST	254		request_7 Redirect 1	1590716704656	1590716708827	OK	 
REQUEST	1375		CreateRunway	1590716706596	1590716708830	OK	 
REQUEST	1591		request_2	1590716706211	1590716708831	OK	 
REQUEST	1607		request_2	1590716706822	1590716708831	OK	 
REQUEST	1855		LoginAirline	1590716708200	1590716708832	OK	 
REQUEST	302		request_7	1590716704584	1590716708832	OK	 
REQUEST	326		request_7	1590716705838	1590716708833	OK	 
REQUEST	334		request_7	1590716706243	1590716708833	OK	 
REQUEST	342		request_7	1590716706599	1590716708835	OK	 
REQUEST	374		request_7	1590716708194	1590716708835	OK	 
REQUEST	1342		CreateRunway	1590716704672	1590716708836	OK	 
REQUEST	1358		CreateRunway	1590716706418	1590716708836	OK	 
REQUEST	1366		CreateRunway	1590716706412	1590716708837	OK	 
REQUEST	1374		CreateRunway	1590716706714	1590716708838	OK	 
REQUEST	1558		request_2	1590716704436	1590716708839	OK	 
REQUEST	1566		request_2	1590716704842	1590716708839	OK	 
REQUEST	1590		request_2	1590716706251	1590716708840	OK	 
REQUEST	1974		Home	1590716708190	1590716708841	OK	 
REQUEST	296		request_7 Redirect 1	1590716706588	1590716708841	OK	 
REQUEST	336		request_7	1590716706291	1590716708843	OK	 
REQUEST	344		request_7	1590716706732	1590716708843	OK	 
REQUEST	1981		Home	1590716708759	1590716708843	OK	 
REQUEST	368		request_7	1590716707924	1590716708843	OK	 
REQUEST	1360		CreateRunway	1590716706296	1590716708844	OK	 
REQUEST	365		request_7 Redirect 1	1590716708105	1590716708845	OK	 
REQUEST	1368		CreateRunway	1590716706300	1590716708845	OK	 
REQUEST	1600		request_2	1590716706503	1590716708845	OK	 
REQUEST	1608		request_2	1590716706858	1590716708846	OK	 
REQUEST	1634		request_2 Redirect 1	1590716708816	1590716708850	OK	 
REQUEST	1589		request_2 Redirect 1	1590716708740	1590716708852	OK	 
REQUEST	1858		LoginAirline	1590716708760	1590716708852	OK	 
REQUEST	1597		request_2 Redirect 1	1590716708742	1590716708852	OK	 
REQUEST	1859		LoginAirline	1590716708756	1590716708853	OK	 
REQUEST	1563		request_2 Redirect 1	1590716708747	1590716708853	OK	 
REQUEST	1595		request_2 Redirect 1	1590716708748	1590716708854	OK	 
REQUEST	1603		request_2 Redirect 1	1590716708748	1590716708854	OK	 
REQUEST	1979		Home	1590716708755	1590716708854	OK	 
REQUEST	1857		LoginAirline	1590716708751	1590716708854	OK	 
REQUEST	1561		request_2 Redirect 1	1590716708744	1590716708855	OK	 
REQUEST	1977		Home	1590716708751	1590716708855	OK	 
USER	AirlineCreateRunway	1983	START	1590716708856	1590716708856
USER	AirlineCreateRunway	1984	START	1590716708857	1590716708857
USER	AirlineCreateRunway	1985	START	1590716708861	1590716708861
USER	AirlineCreateRunway	1986	START	1590716708862	1590716708862
USER	AirlineCreateRunway	1987	START	1590716708863	1590716708863
USER	AirlineCreateRunway	1982	START	1590716708867	1590716708867
REQUEST	1562		request_2 Redirect 1	1590716708825	1590716708883	OK	 
REQUEST	1594		request_2 Redirect 1	1590716708825	1590716708886	OK	 
REQUEST	1602		request_2 Redirect 1	1590716708826	1590716708888	OK	 
REQUEST	1978		Home	1590716708755	1590716708889	OK	 
REQUEST	1591		request_2 Redirect 1	1590716708831	1590716708892	OK	 
REQUEST	1607		request_2 Redirect 1	1590716708831	1590716708894	OK	 
REQUEST	1856		LoginAirline	1590716708751	1590716708894	OK	 
REQUEST	1364		CreateRunway	1590716706336	1590716708896	OK	 
REQUEST	1558		request_2 Redirect 1	1590716708839	1590716708899	OK	 
REQUEST	1590		request_2 Redirect 1	1590716708840	1590716708899	OK	 
REQUEST	1372		CreateRunway	1590716706514	1590716708897	OK	 
REQUEST	1380		CreateRunway	1590716706806	1590716708900	OK	 
REQUEST	1588		request_2	1590716706225	1590716708901	OK	 
REQUEST	1596		request_2	1590716706302	1590716708901	OK	 
REQUEST	1604		request_2	1590716706727	1590716708902	OK	 
REQUEST	1608		request_2 Redirect 1	1590716708846	1590716708905	OK	 
REQUEST	1972		Home	1590716708174	1590716708908	OK	 
REQUEST	1566		request_2 Redirect 1	1590716708839	1590716708909	OK	 
REQUEST	1976		Home	1590716708746	1590716708911	OK	 
REQUEST	1984		Home	1590716708857	1590716708914	OK	 
REQUEST	1861		LoginAirline	1590716708860	1590716708915	OK	 
REQUEST	1983		Home	1590716708856	1590716708918	OK	 
REQUEST	1985		Home	1590716708861	1590716708920	OK	 
REQUEST	1987		Home	1590716708864	1590716708921	OK	 
REQUEST	1600		request_2 Redirect 1	1590716708846	1590716708924	OK	 
REQUEST	1867		LoginAirline	1590716708872	1590716708924	OK	 
REQUEST	1864		LoginAirline	1590716708871	1590716708926	OK	 
REQUEST	1986		Home	1590716708863	1590716708927	OK	 
REQUEST	1866		LoginAirline	1590716708872	1590716708928	OK	 
REQUEST	1865		LoginAirline	1590716708871	1590716708929	OK	 
REQUEST	1862		LoginAirline	1590716708869	1590716708930	OK	 
REQUEST	1863		LoginAirline	1590716708870	1590716708931	OK	 
REQUEST	1982		Home	1590716708867	1590716708933	OK	 
REQUEST	1860		LoginAirline	1590716708759	1590716708937	OK	 
REQUEST	1588		request_2 Redirect 1	1590716708901	1590716708938	OK	 
REQUEST	1596		request_2 Redirect 1	1590716708901	1590716708938	OK	 
REQUEST	1604		request_2 Redirect 1	1590716708902	1590716708942	OK	 
REQUEST	1980		Home	1590716708759	1590716708943	OK	 
REQUEST	297		request_7 Redirect 1	1590716706592	1590716708945	OK	 
REQUEST	1610		request_2	1590716706960	1590716708951	OK	 
REQUEST	1610		request_2 Redirect 1	1590716708951	1590716708956	OK	 
USER	AirlineCreateRunway	1988	START	1590716708964	1590716708964
REQUEST	1868		LoginAirline	1590716708964	1590716708969	OK	 
USER	AirlineCreateRunway	1989	START	1590716708970	1590716708970
REQUEST	1988		Home	1590716708965	1590716708975	OK	 
REQUEST	1989		Home	1590716708971	1590716708980	OK	 
REQUEST	1869		LoginAirline	1590716708999	1590716709003	OK	 
USER	AirlineCreateRunway	1990	START	1590716709004	1590716709004
REQUEST	1870		LoginAirline	1590716709004	1590716709010	OK	 
REQUEST	1990		Home	1590716709004	1590716709020	OK	 
REQUEST	1871		LoginAirline	1590716709009	1590716709024	OK	 
REQUEST	1381		CreateRunway	1590716706807	1590716709041	OK	 
REQUEST	1611		request_2	1590716707018	1590716709047	OK	 
REQUEST	1384		CreateRunway	1590716706946	1590716709049	OK	 
REQUEST	1567		request_2	1590716705037	1590716709053	OK	 
REQUEST	1613		request_2	1590716707106	1590716709055	OK	 
REQUEST	1612		request_2	1590716707105	1590716709057	OK	 
REQUEST	1611		request_2 Redirect 1	1590716709048	1590716709057	OK	 
REQUEST	1567		request_2 Redirect 1	1590716709053	1590716709062	OK	 
REQUEST	1613		request_2 Redirect 1	1590716709055	1590716709063	OK	 
REQUEST	1612		request_2 Redirect 1	1590716709057	1590716709064	OK	 
USER	AirlineCreateRunway	1991	START	1590716709065	1590716709065
REQUEST	346		request_7	1590716706802	1590716709080	OK	 
REQUEST	1991		Home	1590716709067	1590716709082	OK	 
REQUEST	348		request_7	1590716706902	1590716709103	OK	 
REQUEST	1614		request_2	1590716707166	1590716709105	OK	 
REQUEST	1376		CreateRunway	1590716706822	1590716709115	OK	 
REQUEST	1614		request_2 Redirect 1	1590716709105	1590716709117	OK	 
REQUEST	347		request_7	1590716706826	1590716709119	OK	 
REQUEST	1373		CreateRunway	1590716706810	1590716709128	OK	 
REQUEST	1377		CreateRunway	1590716706928	1590716709151	OK	 
REQUEST	346		request_7 Redirect 1	1590716709080	1590716709163	OK	 
REQUEST	1615		request_2	1590716707283	1590716709172	OK	 
REQUEST	354		request_7	1590716707180	1590716709184	OK	 
REQUEST	1615		request_2 Redirect 1	1590716709173	1590716709187	OK	 
REQUEST	347		request_7 Redirect 1	1590716709119	1590716709193	OK	 
REQUEST	1616		request_2	1590716707302	1590716709198	OK	 
REQUEST	1348		CreateRunway	1590716705095	1590716709208	OK	 
REQUEST	1616		request_2 Redirect 1	1590716709198	1590716709209	OK	 
REQUEST	1385		CreateRunway	1590716707286	1590716709209	OK	 
REQUEST	350		request_7	1590716707007	1590716709212	OK	 
REQUEST	351		request_7	1590716707088	1590716709212	OK	 
REQUEST	1386		CreateRunway	1590716707303	1590716709227	OK	 
REQUEST	1618		request_2	1590716707431	1590716709232	OK	 
REQUEST	1872		LoginAirline	1590716709230	1590716709234	OK	 
USER	AirlineCreateRunway	1992	START	1590716709230	1590716709230
USER	AirlineCreateRunway	1993	START	1590716709241	1590716709241
REQUEST	1618		request_2 Redirect 1	1590716709233	1590716709243	OK	 
REQUEST	1992		Home	1590716709234	1590716709248	OK	 
REQUEST	1873		LoginAirline	1590716709242	1590716709250	OK	 
REQUEST	1993		Home	1590716709241	1590716709251	OK	 
REQUEST	1874		LoginAirline	1590716709250	1590716709253	OK	 
USER	AirlineCreateRunway	1994	START	1590716709257	1590716709257
REQUEST	1994		Home	1590716709257	1590716709267	OK	 
USER	AirlineCreateRunway	1995	START	1590716709267	1590716709267
REQUEST	1995		Home	1590716709267	1590716709275	OK	 
REQUEST	1382		CreateRunway	1590716706820	1590716709290	OK	 
REQUEST	279		request_7 Redirect 1	1590716705279	1590716709318	OK	 
REQUEST	355		request_7	1590716707228	1590716709319	OK	 
REQUEST	351		request_7 Redirect 1	1590716709212	1590716709324	OK	 
REQUEST	1268		CreateRunway	1590716700914	1590716709336	OK	 
REQUEST	1619		request_2	1590716707511	1590716709337	OK	 
REQUEST	1619		request_2 Redirect 1	1590716709337	1590716709355	OK	 
REQUEST	243		request_7	1590716701685	1590716709380	OK	 
REQUEST	360		request_7	1590716707516	1590716709386	OK	 
REQUEST	355		request_7 Redirect 1	1590716709319	1590716709414	OK	 
REQUEST	1300		CreateRunway	1590716702930	1590716709424	OK	 
REQUEST	1387		CreateRunway	1590716707206	1590716709440	OK	 
REQUEST	1621		request_2	1590716707562	1590716709445	OK	 
REQUEST	358		request_7	1590716707426	1590716709454	OK	 
REQUEST	1621		request_2 Redirect 1	1590716709446	1590716709458	OK	 
REQUEST	280		request_7 Redirect 1	1590716707415	1590716709463	OK	 
REQUEST	288		request_7	1590716703907	1590716709483	OK	 
REQUEST	1620		request_2	1590716707640	1590716709486	OK	 
REQUEST	1620		request_2 Redirect 1	1590716709486	1590716709500	OK	 
REQUEST	1329		CreateRunway	1590716703997	1590716709500	OK	 
REQUEST	353		request_7 Redirect 1	1590716707350	1590716709511	OK	 
REQUEST	1530		request_2	1590716702981	1590716709516	OK	 
REQUEST	1509		request_2	1590716701914	1590716709520	OK	 
REQUEST	1530		request_2 Redirect 1	1590716709516	1590716709523	OK	 
REQUEST	350		request_7 Redirect 1	1590716709212	1590716709524	OK	 
REQUEST	1553		request_2	1590716704211	1590716709525	OK	 
REQUEST	1509		request_2 Redirect 1	1590716709521	1590716709530	OK	 
REQUEST	1553		request_2 Redirect 1	1590716709525	1590716709532	OK	 
REQUEST	1397		CreateRunway	1590716707576	1590716709542	OK	 
USER	AirlineCreateRunway	1996	START	1590716709573	1590716709573
REQUEST	1996		Home	1590716709575	1590716709586	OK	 
REQUEST	1875		LoginAirline	1590716709581	1590716709587	OK	 
REQUEST	1876		LoginAirline	1590716709587	1590716709592	OK	 
USER	AirlineCreateRunway	1997	START	1590716709597	1590716709597
REQUEST	1877		LoginAirline	1590716709595	1590716709602	OK	 
USER	AirlineCreateRunway	1998	START	1590716709603	1590716709603
REQUEST	1997		Home	1590716709597	1590716709611	OK	 
REQUEST	1878		LoginAirline	1590716709603	1590716709613	OK	 
REQUEST	1998		Home	1590716709605	1590716709619	OK	 
REQUEST	1879		LoginAirline	1590716709614	1590716709621	OK	 
USER	AirlineCreateRunway	1999	START	1590716709627	1590716709627
USER	AirlineCreateRunway	2000	START	1590716709633	1590716709633
REQUEST	1999		Home	1590716709627	1590716709640	OK	 
REQUEST	2000		Home	1590716709634	1590716709644	OK	 
REQUEST	1880		LoginAirline	1590716709644	1590716709651	OK	 
REQUEST	1882		LoginAirline	1590716709644	1590716709654	OK	 
REQUEST	1881		LoginAirline	1590716709647	1590716709655	OK	 
REQUEST	1390		CreateRunway	1590716707576	1590716709687	OK	 
REQUEST	1341		CreateRunway	1590716704575	1590716709691	OK	 
REQUEST	1573		request_2	1590716705699	1590716709693	OK	 
REQUEST	366		request_7	1590716707786	1590716709702	OK	 
REQUEST	1398		CreateRunway	1590716707639	1590716709705	OK	 
REQUEST	1573		request_2 Redirect 1	1590716709693	1590716709708	OK	 
REQUEST	1352		CreateRunway	1590716705679	1590716709713	OK	 
REQUEST	1334		CreateRunway	1590716704224	1590716709715	OK	 
REQUEST	1574		request_2	1590716705704	1590716709718	OK	 
REQUEST	1351		CreateRunway	1590716705699	1590716709721	OK	 
REQUEST	1575		request_2	1590716705717	1590716709726	OK	 
REQUEST	1576		request_2	1590716705726	1590716709731	OK	 
REQUEST	1574		request_2 Redirect 1	1590716709718	1590716709732	OK	 
REQUEST	1577		request_2	1590716705734	1590716709733	OK	 
REQUEST	1575		request_2 Redirect 1	1590716709726	1590716709734	OK	 
REQUEST	1578		request_2	1590716705735	1590716709736	OK	 
REQUEST	1571		request_2	1590716705749	1590716709737	OK	 
REQUEST	1581		request_2	1590716705814	1590716709742	OK	 
REQUEST	1584		request_2	1590716705821	1590716709744	OK	 
REQUEST	1577		request_2 Redirect 1	1590716709733	1590716709745	OK	 
REQUEST	1576		request_2 Redirect 1	1590716709731	1590716709747	OK	 
REQUEST	1583		request_2	1590716705820	1590716709748	OK	 
REQUEST	1571		request_2 Redirect 1	1590716709738	1590716709751	OK	 
REQUEST	1578		request_2 Redirect 1	1590716709736	1590716709752	OK	 
REQUEST	1584		request_2 Redirect 1	1590716709744	1590716709755	OK	 
REQUEST	1581		request_2 Redirect 1	1590716709742	1590716709755	OK	 
REQUEST	1583		request_2 Redirect 1	1590716709748	1590716709758	OK	 
REQUEST	320		request_7	1590716705766	1590716709798	OK	 
REQUEST	362		request_7	1590716707565	1590716709800	OK	 
REQUEST	1355		CreateRunway	1590716705717	1590716709809	OK	 
REQUEST	316		request_7	1590716705710	1590716709812	OK	 
