ASSERTION	AAEDAAEBAwAAAAAAAEB/QA==
ASSERTION	AAEDAAECAwAAAAAAAEB/QA==
ASSERTION	AAECAAMEAAAAAAAAwFdA
RUN	simulations.AerolineaCreaAvionCSV	aerolineacreaavioncsv	1590711334090	 	3.3.1
REQUEST	544		CreatedPlane Redirect 1	1590711518486	1590711518496	OK	 
USER	Airlines	544	END	1590711391387	1590711518497
REQUEST	545		CreatedPlane	1590711518541	1590711518554	OK	 
USER	Airlines	545	END	1590711391488	1590711518555
REQUEST	546		CreatedPlane	1590711518641	1590711518682	OK	 
REQUEST	546		CreatedPlane Redirect 1	1590711518683	1590711518691	OK	 
USER	Airlines	546	END	1590711391589	1590711518692
REQUEST	547		CreatedPlane	1590711518726	1590711518766	OK	 
REQUEST	547		CreatedPlane Redirect 1	1590711518766	1590711518775	OK	 
USER	Airlines	547	END	1590711391690	1590711518775
REQUEST	548		CreatedPlane	1590711518826	1590711518864	OK	 
REQUEST	548		CreatedPlane Redirect 1	1590711518864	1590711518873	OK	 
USER	Airlines	548	END	1590711391790	1590711518873
REQUEST	549		CreatedPlane	1590711518936	1590711518947	OK	 
USER	Airlines	549	END	1590711391891	1590711518948
REQUEST	550		CreatedPlane	1590711519036	1590711519079	OK	 
REQUEST	550		CreatedPlane Redirect 1	1590711519080	1590711519088	OK	 
USER	Airlines	550	END	1590711391985	1590711519089
REQUEST	551		CreatedPlane	1590711519138	1590711519158	OK	 
USER	Airlines	551	END	1590711392091	1590711519159
REQUEST	552		CreatedPlane	1590711519208	1590711519246	OK	 
REQUEST	552		CreatedPlane Redirect 1	1590711519246	1590711519254	OK	 
USER	Airlines	552	END	1590711392167	1590711519255
REQUEST	553		CreatedPlane	1590711519318	1590711519357	OK	 
REQUEST	553		CreatedPlane Redirect 1	1590711519358	1590711519367	OK	 
USER	Airlines	553	END	1590711392266	1590711519367
REQUEST	554		CreatedPlane	1590711519417	1590711519501	OK	 
REQUEST	554		CreatedPlane Redirect 1	1590711519501	1590711519510	OK	 
USER	Airlines	554	END	1590711392366	1590711519511
REQUEST	555		CreatedPlane	1590711519517	1590711519529	OK	 
USER	Airlines	555	END	1590711392467	1590711519529
REQUEST	556		CreatedPlane	1590711519619	1590711519657	OK	 
REQUEST	556		CreatedPlane Redirect 1	1590711519658	1590711519668	OK	 
USER	Airlines	556	END	1590711392567	1590711519668
REQUEST	557		CreatedPlane	1590711519718	1590711519731	OK	 
USER	Airlines	557	END	1590711392669	1590711519731
REQUEST	558		CreatedPlane	1590711519819	1590711519860	OK	 
REQUEST	558		CreatedPlane Redirect 1	1590711519860	1590711519868	OK	 
USER	Airlines	558	END	1590711392771	1590711519869
REQUEST	559		CreatedPlane	1590711519920	1590711519931	OK	 
USER	Airlines	559	END	1590711392865	1590711519932
REQUEST	560		CreatedPlane	1590711520019	1590711520032	OK	 
USER	Airlines	560	END	1590711392966	1590711520033
REQUEST	561		CreatedPlane	1590711520119	1590711520133	OK	 
USER	Airlines	561	END	1590711393068	1590711520134
REQUEST	562		CreatedPlane	1590711520219	1590711520231	OK	 
USER	Airlines	562	END	1590711393189	1590711520231
REQUEST	563		CreatedPlane	1590711520336	1590711520348	OK	 
USER	Airlines	563	END	1590711393290	1590711520348
REQUEST	564		CreatedPlane	1590711520430	1590711520442	OK	 
USER	Airlines	564	END	1590711393385	1590711520443
REQUEST	565		CreatedPlane	1590711520536	1590711520549	OK	 
USER	Airlines	565	END	1590711393491	1590711520549
REQUEST	566		CreatedPlane	1590711520627	1590711520686	OK	 
REQUEST	566		CreatedPlane Redirect 1	1590711520687	1590711520696	OK	 
USER	Airlines	566	END	1590711393586	1590711520697
REQUEST	567		CreatedPlane	1590711520729	1590711520783	OK	 
REQUEST	567		CreatedPlane Redirect 1	1590711520783	1590711520793	OK	 
USER	Airlines	567	END	1590711393686	1590711520794
REQUEST	568		CreatedPlane	1590711520839	1590711520854	OK	 
USER	Airlines	568	END	1590711393786	1590711520855
REQUEST	569		CreatedPlane	1590711520936	1590711520946	OK	 
USER	Airlines	569	END	1590711393885	1590711520946
REQUEST	570		CreatedPlane	1590711521040	1590711521052	OK	 
USER	Airlines	570	END	1590711393985	1590711521053
REQUEST	571		CreatedPlane	1590711521130	1590711521180	OK	 
REQUEST	571		CreatedPlane Redirect 1	1590711521180	1590711521189	OK	 
USER	Airlines	571	END	1590711394086	1590711521190
REQUEST	572		CreatedPlane	1590711521219	1590711521225	OK	 
USER	Airlines	572	END	1590711394186	1590711521226
REQUEST	573		CreatedPlane	1590711521331	1590711521377	OK	 
REQUEST	573		CreatedPlane Redirect 1	1590711521377	1590711521385	OK	 
USER	Airlines	573	END	1590711394287	1590711521385
REQUEST	574		CreatedPlane	1590711521447	1590711521459	OK	 
USER	Airlines	574	END	1590711394388	1590711521459
REQUEST	575		CreatedPlane	1590711521536	1590711521580	OK	 
REQUEST	575		CreatedPlane Redirect 1	1590711521581	1590711521591	OK	 
USER	Airlines	575	END	1590711394489	1590711521592
REQUEST	576		CreatedPlane	1590711521616	1590711521627	OK	 
USER	Airlines	576	END	1590711394588	1590711521627
REQUEST	577		CreatedPlane	1590711521738	1590711521782	OK	 
REQUEST	577		CreatedPlane Redirect 1	1590711521782	1590711521791	OK	 
USER	Airlines	577	END	1590711394690	1590711521791
REQUEST	578		CreatedPlane	1590711521828	1590711521874	OK	 
REQUEST	578		CreatedPlane Redirect 1	1590711521875	1590711521884	OK	 
USER	Airlines	578	END	1590711394785	1590711521884
REQUEST	579		CreatedPlane	1590711521928	1590711521970	OK	 
REQUEST	579		CreatedPlane Redirect 1	1590711521970	1590711521979	OK	 
USER	Airlines	579	END	1590711394885	1590711521980
REQUEST	580		CreatedPlane	1590711522017	1590711522029	OK	 
USER	Airlines	580	END	1590711394986	1590711522029
REQUEST	581		CreatedPlane	1590711522136	1590711522178	OK	 
REQUEST	581		CreatedPlane Redirect 1	1590711522178	1590711522187	OK	 
USER	Airlines	581	END	1590711395085	1590711522187
REQUEST	582		CreatedPlane	1590711522231	1590711522243	OK	 
USER	Airlines	582	END	1590711395185	1590711522244
REQUEST	583		CreatedPlane	1590711522336	1590711522347	OK	 
USER	Airlines	583	END	1590711395286	1590711522348
REQUEST	584		CreatedPlane	1590711522436	1590711522448	OK	 
USER	Airlines	584	END	1590711395387	1590711522449
REQUEST	585		CreatedPlane	1590711522536	1590711522548	OK	 
USER	Airlines	585	END	1590711395487	1590711522549
REQUEST	586		CreatedPlane	1590711522636	1590711522687	OK	 
REQUEST	586		CreatedPlane Redirect 1	1590711522687	1590711522697	OK	 
USER	Airlines	586	END	1590711395587	1590711522698
REQUEST	587		CreatedPlane	1590711522739	1590711522778	OK	 
REQUEST	587		CreatedPlane Redirect 1	1590711522778	1590711522786	OK	 
USER	Airlines	587	END	1590711395689	1590711522787
REQUEST	588		CreatedPlane	1590711522840	1590711522853	OK	 
USER	Airlines	588	END	1590711395785	1590711522854
REQUEST	589		CreatedPlane	1590711522940	1590711522952	OK	 
USER	Airlines	589	END	1590711395889	1590711522952
REQUEST	590		CreatedPlane	1590711523041	1590711523053	OK	 
USER	Airlines	590	END	1590711395989	1590711523054
REQUEST	591		CreatedPlane	1590711523130	1590711523178	OK	 
REQUEST	591		CreatedPlane Redirect 1	1590711523178	1590711523186	OK	 
USER	Airlines	591	END	1590711396091	1590711523186
REQUEST	592		CreatedPlane	1590711523211	1590711523224	OK	 
USER	Airlines	592	END	1590711396169	1590711523224
REQUEST	593		CreatedPlane	1590711523311	1590711523356	OK	 
REQUEST	593		CreatedPlane Redirect 1	1590711523356	1590711523365	OK	 
USER	Airlines	593	END	1590711396269	1590711523365
REQUEST	594		CreatedPlane	1590711523416	1590711523427	OK	 
USER	Airlines	594	END	1590711396370	1590711523428
REQUEST	595		CreatedPlane	1590711523521	1590711523564	OK	 
REQUEST	595		CreatedPlane Redirect 1	1590711523564	1590711523573	OK	 
USER	Airlines	595	END	1590711396465	1590711523574
REQUEST	596		CreatedPlane	1590711523621	1590711523666	OK	 
REQUEST	596		CreatedPlane Redirect 1	1590711523666	1590711523675	OK	 
USER	Airlines	596	END	1590711396568	1590711523676
REQUEST	597		CreatedPlane	1590711523726	1590711523740	OK	 
USER	Airlines	597	END	1590711396670	1590711523741
REQUEST	598		CreatedPlane	1590711523817	1590711523823	OK	 
USER	Airlines	598	END	1590711396771	1590711523824
REQUEST	599		CreatedPlane	1590711523896	1590711523907	OK	 
USER	Airlines	599	END	1590711396865	1590711523908
REQUEST	600		CreatedPlane	1590711524010	1590711524053	OK	 
REQUEST	600		CreatedPlane Redirect 1	1590711524053	1590711524062	OK	 
USER	Airlines	600	END	1590711396966	1590711524062
REQUEST	601		CreatedPlane	1590711524116	1590711524155	OK	 
REQUEST	601		CreatedPlane Redirect 1	1590711524155	1590711524164	OK	 
USER	Airlines	601	END	1590711397066	1590711524164
REQUEST	602		CreatedPlane	1590711524236	1590711524278	OK	 
REQUEST	602		CreatedPlane Redirect 1	1590711524278	1590711524287	OK	 
USER	Airlines	602	END	1590711397187	1590711524288
REQUEST	603		CreatedPlane	1590711524337	1590711524379	OK	 
REQUEST	603		CreatedPlane Redirect 1	1590711524379	1590711524387	OK	 
USER	Airlines	603	END	1590711397287	1590711524388
REQUEST	604		CreatedPlane	1590711524436	1590711524477	OK	 
REQUEST	604		CreatedPlane Redirect 1	1590711524477	1590711524485	OK	 
USER	Airlines	604	END	1590711397388	1590711524486
REQUEST	605		CreatedPlane	1590711524521	1590711524564	OK	 
REQUEST	605		CreatedPlane Redirect 1	1590711524564	1590711524572	OK	 
USER	Airlines	605	END	1590711397488	1590711524573
REQUEST	606		CreatedPlane	1590711524636	1590711524678	OK	 
REQUEST	606		CreatedPlane Redirect 1	1590711524678	1590711524686	OK	 
USER	Airlines	606	END	1590711397588	1590711524687
REQUEST	607		CreatedPlane	1590711524731	1590711524772	OK	 
REQUEST	607		CreatedPlane Redirect 1	1590711524772	1590711524781	OK	 
USER	Airlines	607	END	1590711397689	1590711524782
REQUEST	608		CreatedPlane	1590711524830	1590711524841	OK	 
USER	Airlines	608	END	1590711397789	1590711524842
REQUEST	609		CreatedPlane	1590711524940	1590711524951	OK	 
USER	Airlines	609	END	1590711397889	1590711524951
REQUEST	610		CreatedPlane	1590711525029	1590711525041	OK	 
USER	Airlines	610	END	1590711397989	1590711525041
REQUEST	611		CreatedPlane	1590711525150	1590711525196	OK	 
REQUEST	611		CreatedPlane Redirect 1	1590711525196	1590711525205	OK	 
USER	Airlines	611	END	1590711398091	1590711525205
REQUEST	612		CreatedPlane	1590711525218	1590711525229	OK	 
USER	Airlines	612	END	1590711398171	1590711525230
REQUEST	613		CreatedPlane	1590711525306	1590711525351	OK	 
REQUEST	613		CreatedPlane Redirect 1	1590711525351	1590711525360	OK	 
USER	Airlines	613	END	1590711398265	1590711525360
REQUEST	614		CreatedPlane	1590711525418	1590711525429	OK	 
USER	Airlines	614	END	1590711398366	1590711525430
REQUEST	615		CreatedPlane	1590711525517	1590711525529	OK	 
USER	Airlines	615	END	1590711398466	1590711525530
REQUEST	616		CreatedPlane	1590711525617	1590711525629	OK	 
USER	Airlines	616	END	1590711398567	1590711525630
REQUEST	617		CreatedPlane	1590711525717	1590711525764	OK	 
REQUEST	617		CreatedPlane Redirect 1	1590711525764	1590711525779	OK	 
USER	Airlines	617	END	1590711398665	1590711525779
REQUEST	618		CreatedPlane	1590711525819	1590711525862	OK	 
REQUEST	618		CreatedPlane Redirect 1	1590711525862	1590711525871	OK	 
USER	Airlines	618	END	1590711398770	1590711525871
REQUEST	619		CreatedPlane	1590711525920	1590711525960	OK	 
REQUEST	619		CreatedPlane Redirect 1	1590711525960	1590711525969	OK	 
USER	Airlines	619	END	1590711398865	1590711525969
REQUEST	620		CreatedPlane	1590711526020	1590711526032	OK	 
USER	Airlines	620	END	1590711398965	1590711526032
REQUEST	621		CreatedPlane	1590711526120	1590711526159	OK	 
REQUEST	621		CreatedPlane Redirect 1	1590711526160	1590711526169	OK	 
USER	Airlines	621	END	1590711399065	1590711526169
REQUEST	622		CreatedPlane	1590711526220	1590711526231	OK	 
USER	Airlines	622	END	1590711399188	1590711526232
REQUEST	623		CreatedPlane	1590711526341	1590711526353	OK	 
USER	Airlines	623	END	1590711399287	1590711526354
REQUEST	624		CreatedPlane	1590711526441	1590711526453	OK	 
USER	Airlines	624	END	1590711399386	1590711526454
REQUEST	625		CreatedPlane	1590711526536	1590711526581	OK	 
REQUEST	625		CreatedPlane Redirect 1	1590711526581	1590711526589	OK	 
USER	Airlines	625	END	1590711399488	1590711526590
REQUEST	626		CreatedPlane	1590711526637	1590711526675	OK	 
REQUEST	626		CreatedPlane Redirect 1	1590711526675	1590711526684	OK	 
USER	Airlines	626	END	1590711399589	1590711526684
REQUEST	627		CreatedPlane	1590711526750	1590711526762	OK	 
USER	Airlines	627	END	1590711399691	1590711526762
REQUEST	628		CreatedPlane	1590711526838	1590711526851	OK	 
USER	Airlines	628	END	1590711399791	1590711526851
REQUEST	629		CreatedPlane	1590711526939	1590711526987	OK	 
REQUEST	629		CreatedPlane Redirect 1	1590711526987	1590711526997	OK	 
USER	Airlines	629	END	1590711399885	1590711526998
REQUEST	630		CreatedPlane	1590711527042	1590711527094	OK	 
REQUEST	630		CreatedPlane Redirect 1	1590711527094	1590711527103	OK	 
USER	Airlines	630	END	1590711399990	1590711527104
REQUEST	631		CreatedPlane	1590711527138	1590711527150	OK	 
USER	Airlines	631	END	1590711400085	1590711527150
REQUEST	632		CreatedPlane	1590711527228	1590711527273	OK	 
REQUEST	632		CreatedPlane Redirect 1	1590711527273	1590711527282	OK	 
USER	Airlines	632	END	1590711400181	1590711527283
REQUEST	633		CreatedPlane	1590711527330	1590711527348	OK	 
USER	Airlines	633	END	1590711400276	1590711527349
REQUEST	634		CreatedPlane	1590711527426	1590711527469	OK	 
REQUEST	634		CreatedPlane Redirect 1	1590711527469	1590711527477	OK	 
USER	Airlines	634	END	1590711400377	1590711527478
REQUEST	635		CreatedPlane	1590711527528	1590711527571	OK	 
REQUEST	635		CreatedPlane Redirect 1	1590711527571	1590711527580	OK	 
USER	Airlines	635	END	1590711400479	1590711527580
REQUEST	636		CreatedPlane	1590711527627	1590711527673	OK	 
REQUEST	636		CreatedPlane Redirect 1	1590711527673	1590711527681	OK	 
USER	Airlines	636	END	1590711400580	1590711527682
REQUEST	637		CreatedPlane	1590711527730	1590711527777	OK	 
REQUEST	637		CreatedPlane Redirect 1	1590711527778	1590711527787	OK	 
USER	Airlines	637	END	1590711400680	1590711527787
REQUEST	638		CreatedPlane	1590711527826	1590711527870	OK	 
REQUEST	638		CreatedPlane Redirect 1	1590711527870	1590711527878	OK	 
USER	Airlines	638	END	1590711400778	1590711527879
REQUEST	639		CreatedPlane	1590711527927	1590711527939	OK	 
USER	Airlines	639	END	1590711400877	1590711527939
REQUEST	640		CreatedPlane	1590711528026	1590711528040	OK	 
USER	Airlines	640	END	1590711400979	1590711528041
REQUEST	641		CreatedPlane	1590711528131	1590711528176	OK	 
REQUEST	641		CreatedPlane Redirect 1	1590711528176	1590711528184	OK	 
USER	Airlines	641	END	1590711401081	1590711528185
REQUEST	642		CreatedPlane	1590711528210	1590711528221	OK	 
USER	Airlines	642	END	1590711401165	1590711528221
REQUEST	643		CreatedPlane	1590711528321	1590711528363	OK	 
REQUEST	643		CreatedPlane Redirect 1	1590711528363	1590711528371	OK	 
USER	Airlines	643	END	1590711401270	1590711528371
REQUEST	644		CreatedPlane	1590711528416	1590711528427	OK	 
USER	Airlines	644	END	1590711401371	1590711528428
REQUEST	645		CreatedPlane	1590711528516	1590711528528	OK	 
USER	Airlines	645	END	1590711401470	1590711528528
REQUEST	646		CreatedPlane	1590711528616	1590711528665	OK	 
REQUEST	646		CreatedPlane Redirect 1	1590711528665	1590711528673	OK	 
USER	Airlines	646	END	1590711401569	1590711528674
REQUEST	647		CreatedPlane	1590711528717	1590711528729	OK	 
USER	Airlines	647	END	1590711401669	1590711528730
REQUEST	648		CreatedPlane	1590711528818	1590711528830	OK	 
USER	Airlines	648	END	1590711401768	1590711528830
REQUEST	649		CreatedPlane	1590711528918	1590711528960	OK	 
REQUEST	649		CreatedPlane Redirect 1	1590711528960	1590711528969	OK	 
USER	Airlines	649	END	1590711401868	1590711528969
REQUEST	650		CreatedPlane	1590711529019	1590711529065	OK	 
REQUEST	650		CreatedPlane Redirect 1	1590711529065	1590711529073	OK	 
USER	Airlines	650	END	1590711401968	1590711529074
REQUEST	651		CreatedPlane	1590711529129	1590711529142	OK	 
USER	Airlines	651	END	1590711402069	1590711529142
REQUEST	652		CreatedPlane	1590711529241	1590711529284	OK	 
REQUEST	652		CreatedPlane Redirect 1	1590711529284	1590711529294	OK	 
USER	Airlines	652	END	1590711402185	1590711529294
REQUEST	653		CreatedPlane	1590711529342	1590711529353	OK	 
USER	Airlines	653	END	1590711402285	1590711529354
REQUEST	654		CreatedPlane	1590711529436	1590711529484	OK	 
REQUEST	654		CreatedPlane Redirect 1	1590711529484	1590711529492	OK	 
USER	Airlines	654	END	1590711402386	1590711529493
REQUEST	655		CreatedPlane	1590711529536	1590711529548	OK	 
USER	Airlines	655	END	1590711402486	1590711529548
REQUEST	656		CreatedPlane	1590711529636	1590711529679	OK	 
REQUEST	656		CreatedPlane Redirect 1	1590711529679	1590711529688	OK	 
USER	Airlines	656	END	1590711402588	1590711529688
REQUEST	657		CreatedPlane	1590711529736	1590711529748	OK	 
USER	Airlines	657	END	1590711402689	1590711529749
REQUEST	658		CreatedPlane	1590711529836	1590711529848	OK	 
USER	Airlines	658	END	1590711402788	1590711529849
REQUEST	659		CreatedPlane	1590711529931	1590711529973	OK	 
REQUEST	659		CreatedPlane Redirect 1	1590711529973	1590711529984	OK	 
USER	Airlines	659	END	1590711402887	1590711529985
REQUEST	660		CreatedPlane	1590711530037	1590711530048	OK	 
USER	Airlines	660	END	1590711402987	1590711530049
REQUEST	661		CreatedPlane	1590711530138	1590711530151	OK	 
USER	Airlines	661	END	1590711403087	1590711530151
REQUEST	662		CreatedPlane	1590711530226	1590711530268	OK	 
REQUEST	662		CreatedPlane Redirect 1	1590711530268	1590711530276	OK	 
USER	Airlines	662	END	1590711403187	1590711530277
REQUEST	663		CreatedPlane	1590711530327	1590711530338	OK	 
USER	Airlines	663	END	1590711403288	1590711530339
REQUEST	664		CreatedPlane	1590711530439	1590711530484	OK	 
REQUEST	664		CreatedPlane Redirect 1	1590711530484	1590711530492	OK	 
USER	Airlines	664	END	1590711403389	1590711530492
REQUEST	665		CreatedPlane	1590711530538	1590711530582	OK	 
REQUEST	665		CreatedPlane Redirect 1	1590711530582	1590711530591	OK	 
USER	Airlines	665	END	1590711403491	1590711530591
REQUEST	666		CreatedPlane	1590711530640	1590711530653	OK	 
USER	Airlines	666	END	1590711403585	1590711530654
REQUEST	667		CreatedPlane	1590711530739	1590711530751	OK	 
USER	Airlines	667	END	1590711403686	1590711530751
REQUEST	668		CreatedPlane	1590711530840	1590711530887	OK	 
REQUEST	668		CreatedPlane Redirect 1	1590711530887	1590711530895	OK	 
USER	Airlines	668	END	1590711403787	1590711530896
REQUEST	669		CreatedPlane	1590711530928	1590711530972	OK	 
REQUEST	669		CreatedPlane Redirect 1	1590711530972	1590711530980	OK	 
USER	Airlines	669	END	1590711403885	1590711530981
REQUEST	670		CreatedPlane	1590711531028	1590711531076	OK	 
REQUEST	670		CreatedPlane Redirect 1	1590711531076	1590711531085	OK	 
USER	Airlines	670	END	1590711403985	1590711531085
REQUEST	671		CreatedPlane	1590711531137	1590711531148	OK	 
